ncppb_number	identifier_raw	identifier_normalized	identifier_type	clause_type	clause_order	source_start	source_end	normalization_status	validation_status	identifier_strength	risk_level	search_eligible	review_reason	collision_strain_count	collision_strains
NCPPB 3612	IIH XCC7	IIHXCC7	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3612
NCPPB 3614	11H XCVe1	11HXCVE1	donor_reference	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3614
NCPPB 3615	11H XCC3	11HXCC3	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3615
NCPPB 3638	RCIIHXCP1	RCIIHXCP1	donor_reference	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3638
NCPPB 3638	R. Chand	RCHAND	source_reference_raw	isolated_by	2	62	70	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3638
NCPPB 3639	RCIIHXCP2	RCIIHXCP2	donor_reference	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3639
NCPPB 3639	R. Chand	RCHAND	source_reference_raw	isolated_by	2	62	70	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3639
NCPPB 3640	XCP3	XCP3	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3640
NCPPB 3640	R. Chand	RCHAND	source_reference_raw	isolated_by	2	57	65	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3640
NCPPB 3641	XCP4	XCP4	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3641
NCPPB 3641	R. Chand	RCHAND	source_reference_raw	isolated_by	2	57	65	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3641
NCPPB 3642	IIHXCg3	IIHXCG3	donor_reference	donor_reference	1	23	30	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3642
NCPPB 3642	R. Chand	RCHAND	source_reference_raw	isolated_by	2	60	68	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3642
NCPPB 3646	ISBF 272	ISBF272	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3646
NCPPB 3646	ex O. Kimura ex J.C. Lozano CIAT 1164	EXOKIMURAEXJCLOZANOCIAT1164	source_reference_raw	source_of_isolate	2	63	100	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3646
NCPPB 3646	CIAT 1164	CIAT1164	isolate_code	source_of_isolate	2	91	100	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3646
NCPPB 3647	ISBF 273	ISBF273	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3647
NCPPB 3647	ex O. Kimura ex J.C. Lozano CIAT 1195	EXOKIMURAEXJCLOZANOCIAT1195	source_reference_raw	source_of_isolate	2	63	100	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3647
NCPPB 3647	CIAT 1195	CIAT1195	isolate_code	source_of_isolate	2	91	100	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3647
NCPPB 3651	ISBF 366	ISBF366	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3651
NCPPB 3651	ICMP 7497	ICMP7497	collection_number	collection_list	2	73	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3651
NCPPB 3651	ex A. Takatsu UnB-45	EXATAKATSUUNB45	source_reference_raw	source_of_isolate	3	114	134	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3651
NCPPB 3651	UnB-45	UNB45	isolate_code	source_of_isolate	3	128	134	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3651
NCPPB 3652	ISBF 367	ISBF367	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3652
NCPPB 3652	ICMP 7498	ICMP7498	collection_number	collection_list	2	73	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3652
NCPPB 3652	ex A. Takatsu UnB-47	EXATAKATSUUNB47	source_reference_raw	source_of_isolate	3	114	134	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3652
NCPPB 3652	UnB-47	UNB47	isolate_code	source_of_isolate	3	128	134	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3652
NCPPB 3653	ISBF 353	ISBF353	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3653
NCPPB 3654	ISBF 380	ISBF380	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3654
NCPPB 3655	ISBF 381	ISBF381	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3655
NCPPB 3655	ICMP 8432	ICMP8432	collection_number	collection_list	2	73	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3655
NCPPB 3656	ISBF 255	ISBF255	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3656
NCPPB 3656	ex M.H. Sugimori Fito CIA 2836	EXMHSUGIMORIFITOCIA2836	source_reference_raw	source_of_isolate	2	63	93	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3656
NCPPB 3656	CIA 2836	CIA2836	isolate_code	source_of_isolate	2	85	93	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3656
NCPPB 3657	ISBF 269	ISBF269	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3657
NCPPB 3658	ISBF 327	ISBF327	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3658
NCPPB 3658	CFBP 7119	CFBP7119	collection_number	collection_list	2	73	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3658
NCPPB 3659	ISBF 333	ISBF333	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3659
NCPPB 3660	ISBF 253	ISBF253	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3660
NCPPB 3661	ISBF 443	ISBF443	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3661
NCPPB 3662	ISBF 159	ISBF159	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3662
NCPPB 3662	ICMP 7462	ICMP7462	collection_number	collection_list	2	73	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3662
NCPPB 3663	ISBF 473	ISBF473	donor_reference	donor_reference	1	23	31	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3663
NCPPB 3705	A. Sletten 80-27	ASLETTEN8027	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3705
NCPPB 3706	A. Sletten 85-37	ASLETTEN8537	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3706
NCPPB 3709	A. Sletten 78-37	ASLETTEN7837	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3709
NCPPB 3711	A. Sletten 78-41	ASLETTEN7841	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3711
NCPPB 3712	A. Sletten 78-44	ASLETTEN7844	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3712
NCPPB 3713	A. Sletten 78-46	ASLETTEN7846	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3713
NCPPB 3714	A. Sletten 78-47	ASLETTEN7847	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3714
NCPPB 3716	A. Sletten 80-9	ASLETTEN809	source_reference_raw	isolated_by	1	29	44	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3716
NCPPB 3717	A. Sletten 80-10	ASLETTEN8010	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3717
NCPPB 3718	A. Sletten 80-18	ASLETTEN8018	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3718
NCPPB 3719	A. Sletten 80-23	ASLETTEN8023	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3719
NCPPB 3720	A. Sletten 87-16	ASLETTEN8716	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3720
NCPPB 3722	A. Sletten 84-20	ASLETTEN8420	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3722
NCPPB 3742	IBSBF 392	IBSBF392	collection_number	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3742
NCPPB 3742	ex D. Zagoty XC-8	EXDZAGOTYXC8	source_reference_raw	source_of_isolate	2	64	81	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3742
NCPPB 3742	XC-8	XC8	isolate_code	source_of_isolate	2	77	81	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 3742
NCPPB 3743	J.R. Neto IBSBF 90	JRNETOIBSBF90	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3743
NCPPB 3743	IBSBF 90	IBSBF90	collection_number	isolated_by	1	39	47	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3743
NCPPB 3744	ICMP 7492	ICMP7492	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3744
NCPPB 3744	J.R. Neto IBSBF 341	JRNETOIBSBF341	source_reference_raw	isolated_by	2	80	99	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3744
NCPPB 3744	IBSBF 341	IBSBF341	collection_number	isolated_by	2	90	99	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3744
NCPPB 3753	ICMP 9854	ICMP9854	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3753
NCPPB 3753	Y. Takiwawa XCN 8201 (546)	YTAKIWAWAXCN8201546	source_reference_raw	isolated_by	2	80	106	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3753
NCPPB 3753	XCN 8201	XCN8201	isolate_code	isolated_by	2	92	100	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3753
NCPPB 3754	ICMP 9857	ICMP9857	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3754
NCPPB 3754	Y. Takiwawa XCN 8203 (548)	YTAKIWAWAXCN8203548	source_reference_raw	isolated_by	2	80	106	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3754
NCPPB 3754	XCN 8203	XCN8203	isolate_code	isolated_by	2	92	100	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3754
NCPPB 3758	IBSBF 771	IBSBF771	collection_number	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3758
NCPPB 3758	ex I.M.G. Almeida	EXIMGALMEIDA	source_reference_raw	source_of_isolate	2	64	81	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3758
NCPPB 3759	ICMP 12547	ICMP12547	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3759
NCPPB 3759	R. Chand 1	RCHAND1	source_reference_raw	isolated_by	2	81	91	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3759
NCPPB 3761	R. Chand 4	RCHAND4	source_reference_raw	isolated_by	1	29	39	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3761
NCPPB 3776	D.E. Stead	DESTEAD	source_reference_raw	isolated_by	1	29	39	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3776
NCPPB 3786	9	9	donor_reference	donor_reference	1	23	24	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 3786
NCPPB 3786	ex K.I. Beltyukova 9	EXKIBELTYUKOVA9	source_reference_raw	isolated_by	2	54	74	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3786
NCPPB 3795	ICMP 11060	ICMP11060	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3795
NCPPB 3795	J. Duff 19207	JDUFF19207	source_reference_raw	isolated_by	2	81	94	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3795
NCPPB 3796	ICMP 11059	ICMP11059	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3796
NCPPB 3796	J. Duff 19206	JDUFF19206	source_reference_raw	isolated_by	2	81	94	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3796
NCPPB 3797	J.E. Sellwood A5125/	JESELLWOODA5125	source_reference_raw	isolated_by	1	29	49	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3797
NCPPB 3797	A5125/	A5125	isolate_code	isolated_by	1	43	49	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3797
NCPPB 3799	J.E. Sellwood A5128/1	JESELLWOODA51281	source_reference_raw	isolated_by	1	29	50	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3799
NCPPB 3799	A5128/1	A51281	isolate_code	isolated_by	1	43	50	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3799
NCPPB 3800	13	13	donor_reference	donor_reference	1	23	25	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 3800
NCPPB 3801	14	14	donor_reference	donor_reference	1	23	25	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 3801
NCPPB 3829	A. Sletten 78-38	ASLETTEN7838	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3829
NCPPB 3830	A. Sletten 80-20	ASLETTEN8020	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3830
NCPPB 3831	A. Sletten 80-22	ASLETTEN8022	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3831
NCPPB 3832	J.E. Sellwood A6340	JESELLWOODA6340	source_reference_raw	isolated_by	1	29	48	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3832
NCPPB 3832	A6340	A6340	isolate_code	isolated_by	1	43	48	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3832
NCPPB 3870	M Scortichini ISPAVE-B-018	MSCORTICHINIISPAVEB018	source_reference_raw	isolated_by	1	29	55	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3870
NCPPB 3870	ISPAVE-B-018	ISPAVEB018	collection_number	isolated_by	1	43	55	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3870
NCPPB 3875	M Scortichini ISPAVE-B- 016	MSCORTICHINIISPAVEB016	source_reference_raw	isolated_by	1	29	56	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3875
NCPPB 3875	ISPAVE-B- 016	ISPAVEB016	collection_number	isolated_by	1	43	56	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3875
NCPPB 3876	M Scortichini ISPAVE-B-017	MSCORTICHINIISPAVEB017	source_reference_raw	isolated_by	1	29	55	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3876
NCPPB 3876	ISPAVE-B-017	ISPAVEB017	collection_number	isolated_by	1	43	55	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3876
NCPPB 3877	M Scortichini ISPAVE-B-004	MSCORTICHINIISPAVEB004	source_reference_raw	isolated_by	1	29	55	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3877
NCPPB 3877	ISPAVE-B-004	ISPAVEB004	collection_number	isolated_by	1	43	55	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3877
NCPPB 3878	M Scortichini ISPAVE-B-006	MSCORTICHINIISPAVEB006	source_reference_raw	isolated_by	1	29	55	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3878
NCPPB 3878	ISPAVE-B-006	ISPAVEB006	collection_number	isolated_by	1	43	55	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3878
NCPPB 3880	A5922	A5922	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3880
NCPPB 3883	J.D. Mihail 90-101	JDMIHAIL90101	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3883
NCPPB 3883	ex C.N. Hodge	EXCNHODGE	source_reference_raw	source_of_isolate	2	79	92	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3883
NCPPB 3884	J.D. Mihail 90-101	JDMIHAIL90101	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3884
NCPPB 3884	ex C.N. Hodge	EXCNHODGE	source_reference_raw	source_of_isolate	2	79	92	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3884
NCPPB 3885	R. Chand BHV RCI	RCHANDBHVRCI	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3885
NCPPB 3886	R. Chand RC2A	RCHANDRC2A	source_reference_raw	isolated_by	1	29	42	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3886
NCPPB 3886	RC2A	RC2A	isolate_code	isolated_by	1	38	42	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3886
NCPPB 3887	R. Chand RC2B	RCHANDRC2B	source_reference_raw	isolated_by	1	29	42	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3887
NCPPB 3887	RC2B	RC2B	isolate_code	isolated_by	1	38	42	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3887
NCPPB 3888	ICMP 12476	ICMP12476	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3888
NCPPB 3888	R. Chand RC4B	RCHANDRC4B	source_reference_raw	isolated_by	2	81	94	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3888
NCPPB 3888	RC4B	RC4B	isolate_code	isolated_by	2	90	94	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3888
NCPPB 3890	A. Aspin A6220	AASPINA6220	source_reference_raw	isolated_by	1	29	43	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3890
NCPPB 3890	A6220	A6220	isolate_code	isolated_by	1	38	43	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3890
NCPPB 3925	RCCP	RCCP	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	review_required	medium	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 3925
NCPPB 3926	RCIPO	RCIPO	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	review_required	medium	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 3926
NCPPB 3927	IBSBF 1080	IBSBF1080	collection_number	donor_reference	1	23	33	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3927
NCPPB 3927	ex V.A. Malarotta Jr.	EXVAMALAROTTAJR	source_reference_raw	isolated_by	2	63	84	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3927
NCPPB 3927	ex IBSBF	EXIBSBF	source_reference_raw	source_of_isolate	3	116	124	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3927
NCPPB 3931	J.E. Sellwood & J.K. Wilson A6520/1	JESELLWOODJKWILSONA65201	source_reference_raw	isolated_by	1	29	64	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3931
NCPPB 3931	A6520/1	A65201	isolate_code	isolated_by	1	57	64	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3931
NCPPB 3932	J.E. Sellwood & J.K. Wilson A5420/2	JESELLWOODJKWILSONA54202	source_reference_raw	isolated_by	1	29	64	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3932
NCPPB 3932	A5420/2	A54202	isolate_code	isolated_by	1	57	64	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 3932
NCPPB 3942	L. O'Garro W4	LOGARROW4	source_reference_raw	isolated_by	1	29	42	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3942
NCPPB 3942	W4	W4	isolate_code	isolated_by	1	40	42	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 3942
NCPPB 3943	L. O'Garro G6	LOGARROG6	source_reference_raw	isolated_by	1	29	42	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3943
NCPPB 3943	G6	G6	isolate_code	isolated_by	1	40	42	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 3943
NCPPB 3944	L. O'Garro Fr 58B	LOGARROFR58B	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3944
NCPPB 3944	58B	58B	isolate_code	isolated_by	1	43	46	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 3944
NCPPB 3947	IMI B9313	IMIB9313	collection_number	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3947
NCPPB 3947	J.Bradbury	JBRADBURY	source_reference_raw	isolated_by	2	62	72	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3947
NCPPB 3948	IMI B9336	IMIB9336	collection_number	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3948
NCPPB 3948	J.Bradbury	JBRADBURY	source_reference_raw	isolated_by	2	62	72	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3948
NCPPB 3949	IMI B11542	IMIB11542	collection_number	donor_reference	1	23	33	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3949
NCPPB 3949	J.Bradbury	JBRADBURY	source_reference_raw	isolated_by	2	63	73	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3949
NCPPB 3950	IMI B11688	IMIB11688	collection_number	donor_reference	1	23	33	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3950
NCPPB 3950	J.Bradbury	JBRADBURY	source_reference_raw	isolated_by	2	63	73	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3950
NCPPB 3951	IMI B9658	IMIB9658	collection_number	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3951
NCPPB 3951	J.Bradbury	JBRADBURY	source_reference_raw	isolated_by	2	62	72	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3951
NCPPB 3953	IMI B9124	IMIB9124	collection_number	donor_reference	1	23	32	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3953
NCPPB 3953	J.Bradbury	JBRADBURY	source_reference_raw	isolated_by	2	62	72	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3953
NCPPB 3954	IMI B11393	IMIB11393	collection_number	donor_reference	1	23	33	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3954
NCPPB 3954	J.Bradbury	JBRADBURY	source_reference_raw	isolated_by	2	63	73	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 3954
NCPPB 3955	IMI B11426	IMIB11426	collection_number	donor_reference	1	23	33	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 3955
