ncppb_number	identifier_raw	identifier_normalized	identifier_type	clause_type	clause_order	source_start	source_end	normalization_status	validation_status	identifier_strength	risk_level	search_eligible	review_reason	collision_strain_count	collision_strains
NCPPB 509	391	391	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 509
NCPPB 509	LMG 919	LMG919	collection_number	collection_list	2	68	75	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 509
NCPPB 509	ex A. Rothwell	EXAROTHWELL	source_reference_raw	isolated_by	3	105	119	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 509
NCPPB 510	392	392	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 510
NCPPB 510	ex G. Orian	EXGORIAN	source_reference_raw	isolated_by	2	56	67	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 510
NCPPB 526	412	412	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 526
NCPPB 526	ex J.A. Spence XAS/L	EXJASPENCEXASL	source_reference_raw	isolated_by	2	56	76	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 526
NCPPB 528	ICMP 13	ICMP13	collection_number	collection_list	1	41	48	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 528
NCPPB 528	ATCC 33913	ATCC33913	collection_number	collection_list	1	50	60	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 528
NCPPB 528	LMG 568	LMG568	collection_number	collection_list	1	62	69	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 528
NCPPB 528	CIP 100069	CIP100069	collection_number	collection_list	1	71	81	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 528
NCPPB 528	E. Billing P25	EBILLINGP25	source_reference_raw	isolated_by	2	111	125	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 528
NCPPB 528	P25	P25	isolate_code	isolated_by	2	122	125	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 528
NCPPB 529	E. Billing P33/1	EBILLINGP331	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 529
NCPPB 529	P33/1	P331	isolate_code	isolated_by	1	40	45	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 529
NCPPB 535	K.A. Sabet Ric 3	KASABETRIC3	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 535
NCPPB 536	ICMP 671	ICMP671	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 536
NCPPB 536	LMG 753	LMG753	collection_number	collection_list	1	51	58	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 536
NCPPB 536	K.A. Sabet Khl	KASABETKHL	source_reference_raw	isolated_by	2	88	102	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 536
NCPPB 554	ICMP 5732	ICMP5732	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 554
NCPPB 554	LMG 712	LMG712	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 554
NCPPB 554	CFBP 2526	CFBP2526	collection_number	collection_list	1	61	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 554
NCPPB 554	ATCC 43911	ATCC43911	collection_number	collection_list	1	72	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 554
NCPPB 554	K.A. Sabet Soy 1	KASABETSOY1	source_reference_raw	isolated_by	2	112	128	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 554
NCPPB 555	K.A. Sabet Vig 5	KASABETVIG5	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 555
NCPPB 556	K.A. Sabet Dol S	KASABETDOLS	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 556
NCPPB 557	K.A. Sabet Dol W	KASABETDOLW	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 557
NCPPB 570	ATCC 11645	ATCC11645	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 570
NCPPB 570	ICMP 441	ICMP441	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 570
NCPPB 570	LMG 498	LMG498	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 570
NCPPB 570	ex M.K. Patel 16	EXMKPATEL16	source_reference_raw	source_of_isolate	2	102	118	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 570
NCPPB 571	ATCC 11672	ATCC11672	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 571
NCPPB 571	ICMP 571	ICMP571	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 571
NCPPB 571	LMG 546	LMG546	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 571
NCPPB 571	M.K. Patel 4	MKPATEL4	source_reference_raw	isolated_by	2	100	112	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 571
NCPPB 573	ATCC 11639	ATCC11639	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 573
NCPPB 573	ICMP 444	ICMP444	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 573
NCPPB 573	LMG 558	LMG558	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 573
NCPPB 573	ex M.K. Patel 5	EXMKPATEL5	source_reference_raw	source_of_isolate	2	102	117	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 573
NCPPB 575	ATCC 11676	ATCC11676	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 575
NCPPB 575	ICMP 445	ICMP445	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 575
NCPPB 575	CIP 106789	CIP106789	collection_number	collection_list	1	63	73	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 575
NCPPB 575	LMG 684	LMG684	collection_number	collection_list	1	75	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 575
NCPPB 575	DSMZ 13067	DSMZ13067	collection_number	collection_list	1	84	94	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 575
NCPPB 575	CCUG 43811	CCUG43811	collection_number	collection_list	1	96	106	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 575
NCPPB 575	ex M.K. Patel 10	EXMKPATEL10	source_reference_raw	source_of_isolate	2	138	154	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 575
NCPPB 577	ATCC 11671	ATCC11671	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 577
NCPPB 577	ICMP 577	ICMP577	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 577
NCPPB 577	LMG 693	LMG693	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 577
NCPPB 577	ex M.K. Patel 3	EXMKPATEL3	source_reference_raw	source_of_isolate	2	102	117	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 577
NCPPB 578	ATCC 11679	ATCC11679	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 578
NCPPB 578	ICMP 446	ICMP446	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 578
NCPPB 578	LMG 698	LMG698	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 578
NCPPB 578	ex M.K. Patel 17	EXMKPATEL17	source_reference_raw	source_of_isolate	2	102	118	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 578
NCPPB 579	ATCC 11674	ATCC11674	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 579
NCPPB 579	ICMP 319	ICMP319	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 579
NCPPB 579	LMG 756	LMG756	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 579
NCPPB 579	ex M.K. Patel 8	EXMKPATEL8	source_reference_raw	source_of_isolate	2	102	117	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 579
NCPPB 581	ATCC 11643	ATCC11643	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 581
NCPPB 581	ICMP 5779	ICMP5779	collection_number	collection_list	1	53	62	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 581
NCPPB 581	LMG 849	LMG849	collection_number	collection_list	1	64	71	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 581
NCPPB 581	CFBP 7277	CFBP7277	collection_number	collection_list	1	73	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 581
NCPPB 581	ex M.K. Patel 12	EXMKPATEL12	source_reference_raw	source_of_isolate	2	114	130	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 581
NCPPB 582	ATCC 11675	ATCC11675	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 582
NCPPB 582	ICMP 367	ICMP367	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 582
NCPPB 582	LMG 867	LMG867	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	review_required	strong	high	no	identifier_collision	2	NCPPB 1758; NCPPB 582
NCPPB 582	M.K. Patel	MKPATEL	source_reference_raw	isolated_by	2	100	110	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 582
NCPPB 582	ex M.K. Patel 9	EXMKPATEL9	source_reference_raw	source_of_isolate	3	142	157	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 582
NCPPB 584	ATCC 11673	ATCC11673	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 584
NCPPB 584	ICMP 572	ICMP572	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 584
NCPPB 584	LMG 995	LMG995	collection_number	collection_list	1	63	70	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 584
NCPPB 584	CCUG 15850	CCUG15850	collection_number	collection_list	1	72	82	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 584
NCPPB 584	ex M.K. Patel 7	EXMKPATEL7	source_reference_raw	source_of_isolate	2	114	129	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 584
NCPPB 585	ATCC 11678	ATCC11678	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 585
NCPPB 585	ICMP 5754	ICMP5754	collection_number	collection_list	1	53	62	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 585
NCPPB 585	LMG 874	LMG874	collection_number	collection_list	1	64	71	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 585
NCPPB 585	ex M.K. Patel 15	EXMKPATEL15	source_reference_raw	isolated_by	2	101	117	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 585
NCPPB 586	ATCC 11641	ATCC11641	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 586
NCPPB 586	ICMP 5756	ICMP5756	collection_number	collection_list	1	53	62	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 586
NCPPB 586	LMG 893	LMG893	collection_number	collection_list	1	64	71	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 586
NCPPB 586	ex M.K. Patel 2	EXMKPATEL2	source_reference_raw	source_of_isolate	2	103	118	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 586
NCPPB 599	Y6	Y6	donor_reference	donor_reference	1	23	25	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 599
NCPPB 599	ATCC 193314	ATCC193314	collection_number	collection_list	2	67	78	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 599
NCPPB 599	ICMP 189	ICMP189	collection_number	collection_list	2	80	88	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 599
NCPPB 599	DSM 19077	DSM19077	collection_number	collection_list	2	90	99	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 599
NCPPB 599	CFBP 1156	CFBP1156	collection_number	collection_list	2	101	110	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 599
NCPPB 599	LMG 739	LMG739	collection_number	collection_list	2	112	119	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 599
NCPPB 599	ex E. van Slogteren	EXEVANSLOGTEREN	source_reference_raw	source_of_isolate	3	151	170	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 599
NCPPB 614	ex L.S. Bird 52-3	EXLSBIRD523	source_reference_raw	source_of_isolate	1	31	48	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 614
NCPPB 631	ICMP 621	ICMP621	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 631
NCPPB 631	LMG 865	LMG865	collection_number	collection_list	1	51	58	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 631
NCPPB 631	ex K.A. Sabet	EXKASABET	source_reference_raw	isolated_by	2	88	101	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 631
NCPPB 633	222M	222M	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 633
NCPPB 633	ICMP 5739	ICMP5739	collection_number	collection_list	2	69	78	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 633
NCPPB 633	LMG 761	LMG761	collection_number	collection_list	2	80	87	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 633
NCPPB 633	CFBP 2530	CFBP2530	collection_number	collection_list	2	89	98	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 633
NCPPB 633	ex F.T. Last M2519	EXFTLASTM2519	source_reference_raw	isolated_by	3	128	146	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 633
NCPPB 633	M2519	M2519	isolate_code	isolated_by	3	141	146	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 633
NCPPB 634	223S	223S	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 634
NCPPB 634	ex F. T. Last S2519	EXFTLASTS2519	source_reference_raw	isolated_by	2	57	76	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 634
NCPPB 634	S2519	S2519	isolate_code	isolated_by	2	71	76	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 634
NCPPB 637	76200	76200	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 637
NCPPB 637	ICMP 616	ICMP616	collection_number	collection_list	2	70	78	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 637
NCPPB 637	LMG 691	LMG691	collection_number	collection_list	2	80	87	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 637
NCPPB 637	ex M.K. Patel	EXMKPATEL	source_reference_raw	isolated_by	3	117	130	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 637
NCPPB 637	ex M.V. Desai	EXMVDESAI	source_reference_raw	source_of_isolate	4	162	175	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 637
NCPPB 638	76537	76537	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 638
NCPPB 638	CFBP 7110	CFBP7110	collection_number	collection_list	2	70	79	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 638
NCPPB 638	ex A. Rothwell	EXAROTHWELL	source_reference_raw	isolated_by	3	109	123	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 638
NCPPB 642	423	423	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 642
NCPPB 642	ex E. Hellmers	EXEHELLMERS	source_reference_raw	isolated_by	2	56	70	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 642
NCPPB 645	K.A. Sabet Cas 2	KASABETCAS2	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 645
NCPPB 646	K.A. Sabet Kh2	KASABETKH2	source_reference_raw	isolated_by	1	29	43	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 646
NCPPB 646	Kh2	KH2	isolate_code	isolated_by	1	40	43	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 646
NCPPB 647	K.A. Sabet Ses 9	KASABETSES9	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 647
NCPPB 648	K.A. Sabet Med. 3	KASABETMED3	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 648
NCPPB 670	77421	77421	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 670
NCPPB 670	ex C. Logan	EXCLOGAN	source_reference_raw	isolated_by	2	58	69	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 670
NCPPB 701	77833	77833	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 701
NCPPB 701	LMG 920	LMG920	collection_number	collection_list	2	70	77	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 701
NCPPB 701	ex G. Goidanich	EXGGOIDANICH	source_reference_raw	isolated_by	3	107	122	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 701
NCPPB 702	77860	77860	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 702
NCPPB 702	ICPB XV168	ICPBXV168	collection_number	collection_list	2	70	80	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 702
NCPPB 702	LMG 8710	LMG8710	collection_number	collection_list	2	82	90	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 702
NCPPB 702	CFBP 7163	CFBP7163	collection_number	collection_list	2	92	101	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 702
NCPPB 702	ex A. Rothwell	EXAROTHWELL	source_reference_raw	isolated_by	3	131	145	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 702
NCPPB 761	Yzl	YZL	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 761
NCPPB 761	ICMP 586	ICMP586	collection_number	collection_list	2	68	76	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 761
NCPPB 761	LMG 845	LMG845	collection_number	collection_list	2	78	85	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 761
NCPPB 761	ATCC 49077	ATCC49077	collection_number	collection_list	2	87	97	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 761
NCPPB 761	N. Okabe	NOKABE	source_reference_raw	isolated_by	3	127	135	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 761
NCPPB 761	ex N. Okabe	EXNOKABE	source_reference_raw	source_of_isolate	4	167	178	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 761
NCPPB 762	XAl	XAL	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 762
NCPPB 762	ICMP 570	ICMP570	collection_number	collection_list	2	68	76	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 762
NCPPB 762	LMG 847	LMG847	collection_number	collection_list	2	78	85	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 762
NCPPB 762	DSM 18956	DSM18956	collection_number	collection_list	2	87	96	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 762
NCPPB 762	ATCC 35936	ATCC35936	collection_number	collection_list	2	98	108	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 762
NCPPB 762	N. Okabe	NOKABE	source_reference_raw	isolated_by	3	138	146	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 762
NCPPB 762	ex N. Okabe	EXNOKABE	source_reference_raw	source_of_isolate	4	178	189	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 762
NCPPB 793	78017	78017	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 793
NCPPB 793	ex T.N. Kaul	EXTNKAUL	source_reference_raw	isolated_by	2	58	70	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 793
NCPPB 795	81587	81587	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 795
NCPPB 795	LMG 900	LMG900	collection_number	collection_list	2	70	77	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 795
NCPPB 795	ex P. Baudin	EXPBAUDIN	source_reference_raw	isolated_by	3	107	119	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 795
NCPPB 840	ICMP 167	ICMP167	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 840
NCPPB 840	LMG 811	LMG811	collection_number	collection_list	1	51	58	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 840
NCPPB 840	ex M.K. Desai	EXMKDESAI	source_reference_raw	source_of_isolate	2	90	103	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 840
NCPPB 881	Strain sombor	STRAINSOMBOR	donor_reference	donor_reference	1	23	36	comparison_only_no_source_edit	review_required	medium	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 881
NCPPB 881	ATCC 19865	ATCC19865	collection_number	collection_list	2	78	88	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 881
NCPPB 881	DSM 19127	DSM19127	collection_number	collection_list	2	90	99	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 881
NCPPB 881	D. Sutic	DSUTIC	source_reference_raw	isolated_by	3	129	137	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 881
NCPPB 884	B400	B400	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 884
NCPPB 884	ex R.M. Patel	EXRMPATEL	source_reference_raw	source_of_isolate	2	59	72	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 884
NCPPB 885	B401	B401	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 885
NCPPB 885	ICMP 168	ICMP168	collection_number	collection_list	2	69	77	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 885
NCPPB 885	LMG 694	LMG694	collection_number	collection_list	2	79	86	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 885
NCPPB 885	ex R.M. Patel	EXRMPATEL	source_reference_raw	isolated_by	3	116	129	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 885
NCPPB 887	ATCC 33195	ATCC33195	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 887
NCPPB 887	A.C. Hayward B315	ACHAYWARDB315	source_reference_raw	isolated_by	2	81	98	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 887
NCPPB 887	B315	B315	isolate_code	isolated_by	2	94	98	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 887
NCPPB 888	A.C. Hayward B325	ACHAYWARDB325	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 888
NCPPB 888	B325	B325	isolate_code	isolated_by	1	42	46	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 888
NCPPB 889	LMG 902	LMG902	collection_number	collection_list	1	41	48	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 889
NCPPB 889	CFBP 5831	CFBP5831	collection_number	collection_list	1	50	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 889
NCPPB 889	A.C. Hayward B323	ACHAYWARDB323	source_reference_raw	isolated_by	2	89	106	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 889
