comparison	ncppb_number	record_status	field	change_class	old_value	new_value
v1_v3	NCPPB 3593	changed	alternative_names	value_changed	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas cynarae Trébaol et al. 2000; Xanthomonas gardneri (ex uti? 1957) Jones et al. 2006
v2_v3	NCPPB 3595	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995
v1_v3	NCPPB 3595	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995
v2_v3	NCPPB 3596	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. mangiferaeindicae (Patel et al. 1948) Ah-You et al. 2007
v1_v3	NCPPB 3596	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. mangiferaeindicae (Patel et al. 1948) Ah-You et al. 2007
v2_v3	NCPPB 3607	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3607	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3608	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3608	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3609	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v1_v3	NCPPB 3609	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v2_v3	NCPPB 3612	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3612	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3614	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 3614	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 3615	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3615	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3646	changed	alternative_names	value_changed	Xanthomonas campestris pv. cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas campestris pv. cassavae (Wiehe & Dowson 1953) Maraite and Weyns 1979
v1_v3	NCPPB 3646	changed	alternative_names	value_changed	Xanthomonas campestris pv. cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas campestris pv. cassavae (Wiehe & Dowson 1953) Maraite and Weyns 1979
v2_v3	NCPPB 3647	changed	alternative_names	value_changed	Xanthomonas campestris pv. cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas campestris pv. cassavae (Wiehe & Dowson 1953) Maraite and Weyns 1979
v1_v3	NCPPB 3647	changed	alternative_names	value_changed	Xanthomonas campestris pv. cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas campestris pv. cassavae (Wiehe & Dowson 1953) Maraite and Weyns 1979
v2_v3	NCPPB 3653	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3653	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3654	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v1_v3	NCPPB 3654	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v2_v3	NCPPB 3655	changed	alternative_names	value_changed	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas axonopodis pv. aurantifolii Gabriel et al. 1989, Xanthomonas axonopodis pv. aurantifolii (Gabriel et al. 1989) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v1_v3	NCPPB 3655	changed	alternative_names	value_changed	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas axonopodis pv. aurantifolii Gabriel et al. 1989, Xanthomonas axonopodis pv. aurantifolii (Gabriel et al. 1989) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v2_v3	NCPPB 3656	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v1_v3	NCPPB 3656	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v2_v3	NCPPB 3657	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v1_v3	NCPPB 3657	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v2_v3	NCPPB 3658	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v1_v3	NCPPB 3658	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v2_v3	NCPPB 3659	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v1_v3	NCPPB 3659	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v2_v3	NCPPB 3660	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas fuscans subsp. fuscans Schaad et al. 2007
v1_v3	NCPPB 3660	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas fuscans subsp. fuscans Schaad et al. 2007
v2_v3	NCPPB 3663	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 3663	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 3709	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 3709	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 3711	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 3711	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 3712	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3712	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3713	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3713	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3714	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3714	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3716	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3716	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3717	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3717	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3718	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3718	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3719	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3719	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3720	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3720	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3722	changed	host	formatting_only	Begonia x 'Hiemalis'	Begonia x Hiemalis
v1_v3	NCPPB 3722	changed	host	formatting_only	Begonia x 'Hiemalis'	Begonia x Hiemalis
v2_v3	NCPPB 3742	changed	alternative_names	value_changed	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas axonopodis pv. aurantifolii Gabriel et al. 1989, Xanthomonas axonopodis pv. aurantifolii (Gabriel et al. 1989) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v1_v3	NCPPB 3742	changed	alternative_names	value_changed	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas axonopodis pv. aurantifolii Gabriel et al. 1989, Xanthomonas axonopodis pv. aurantifolii (Gabriel et al. 1989) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v2_v3	NCPPB 3759	changed	alternative_names	value_added		Xanthomonas campestris pv. obscurae Chand & Singh 1994
v1_v3	NCPPB 3759	changed	alternative_names	value_added		Xanthomonas campestris pv. obscurae Chand & Singh 1994
v1_v3	NCPPB 3759	changed	notes	formatting_only	Fatty Acid Profile - close to malvacearum and glycines (NCPPB).Incorrectly reported as NCPPB 3359 in Chand and Singh (1994).	Fatty Acid Profile - close to malvacearum and glycines (NCPPB). Incorrectly reported as NCPPB 3359 in Chand and Singh (1994).
v2_v3	NCPPB 3761	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 3761	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 3786	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 3786	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 3795	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v1_v3	NCPPB 3795	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v2_v3	NCPPB 3796	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v1_v3	NCPPB 3796	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v2_v3	NCPPB 3797	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v1_v3	NCPPB 3797	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v2_v3	NCPPB 3799	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3799	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3800	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 3800	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 3801	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 3801	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 3829	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3829	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3830	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3830	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3831	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3831	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3832	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3832	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3877	changed	notes	value_added		Whole genome sequencing places this strain in a different clade to confirmed Xanthomonas arboricola pv. pruni strains.
v2_v3	NCPPB 3880	changed	alternative_names	value_cleared	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	
v1_v3	NCPPB 3880	changed	alternative_names	value_cleared	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	
v2_v3	NCPPB 3883	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 3883	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 3884	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 3884	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 3885	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 3885	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v2_v3	NCPPB 3886	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v1_v3	NCPPB 3886	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v2_v3	NCPPB 3887	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v1_v3	NCPPB 3887	changed	alternative_names	value_added		Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978
v2_v3	NCPPB 3925	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 3925	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v2_v3	NCPPB 3926	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 3926	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v2_v3	NCPPB 3931	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 3931	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 3932	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 3932	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 3942	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006
v1_v3	NCPPB 3942	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006
v2_v3	NCPPB 3943	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006
