query_id	ncppb_number	query_track	query_tier	identifier_raw	identifier_normalized	identifier_type	identifier_strength	expected_genus	retrieval_strategy	query_variants_json	local_match_variants_json	ncbi_database	query_term	page_size	max_records
56785621d2607b3f7f43	ALL_NCPPB	ncppb_number	expected_genus:Pseudomonas	NCPPB	NCPPB	ncppb_prefix_harvest	primary	Pseudomonas	trusted_prefix_harvest_then_structured_exact_local_mapping	"[""NCPPB""]"	"[""NCPPB {number}"",""NCPPB{number}"",""NCPPB:{number}""]"	biosample	"NCPPB[All Fields] AND ""Pseudomonas""[Organism]"	5000	10000
fdd998afce0c22f2caea	ALL_NCPPB	ncppb_number	expected_genus:Sphingomonas	NCPPB	NCPPB	ncppb_prefix_harvest	primary	Sphingomonas	trusted_prefix_harvest_then_structured_exact_local_mapping	"[""NCPPB""]"	"[""NCPPB {number}"",""NCPPB{number}"",""NCPPB:{number}""]"	biosample	"NCPPB[All Fields] AND ""Sphingomonas""[Organism]"	5000	10000
89f15bc2014630205e1e	ALL_NCPPB	ncppb_number	expected_genus:Stenotrophomonas	NCPPB	NCPPB	ncppb_prefix_harvest	primary	Stenotrophomonas	trusted_prefix_harvest_then_structured_exact_local_mapping	"[""NCPPB""]"	"[""NCPPB {number}"",""NCPPB{number}"",""NCPPB:{number}""]"	biosample	"NCPPB[All Fields] AND ""Stenotrophomonas""[Organism]"	5000	10000
9a5a419bbd06149334ec	ALL_NCPPB	ncppb_number	expected_genus:Xanthomonas	NCPPB	NCPPB	ncppb_prefix_harvest	primary	Xanthomonas	trusted_prefix_harvest_then_structured_exact_local_mapping	"[""NCPPB""]"	"[""NCPPB {number}"",""NCPPB{number}"",""NCPPB:{number}""]"	biosample	"NCPPB[All Fields] AND ""Xanthomonas""[Organism]"	5000	10000
8d528e1373ed952b204f	ALL_NCPPB	ncppb_number	expected_genus:Xylophilus	NCPPB	NCPPB	ncppb_prefix_harvest	primary	Xylophilus	trusted_prefix_harvest_then_structured_exact_local_mapping	"[""NCPPB""]"	"[""NCPPB {number}"",""NCPPB{number}"",""NCPPB:{number}""]"	biosample	"NCPPB[All Fields] AND ""Xylophilus""[Organism]"	5000	10000
73c0b5fd40862afb8c1c	ALL_NCPPB	ncppb_number	unfiltered_fallback	NCPPB	NCPPB	ncppb_prefix_harvest	primary		trusted_prefix_harvest_then_structured_exact_local_mapping	"[""NCPPB""]"	"[""NCPPB {number}"",""NCPPB{number}"",""NCPPB:{number}""]"	biosample	NCPPB[All Fields]	5000	10000
4df90705532931103d54	NCPPB 45	ncppb_number	exact_full_identifier	NCPPB 45	NCPPB45	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 45"",""NCPPB45"",""NCPPB:45""]"	"[""NCPPB 45"",""NCPPB45"",""NCPPB:45""]"	biosample	"(""NCPPB 45""[Text Word] OR ""NCPPB45""[Text Word] OR ""NCPPB:45""[Text Word])"	100	500
fb388d3b532d07057689	NCPPB 101	ncppb_number	exact_full_identifier	NCPPB 101	NCPPB101	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 101"",""NCPPB101"",""NCPPB:101""]"	"[""NCPPB 101"",""NCPPB101"",""NCPPB:101""]"	biosample	"(""NCPPB 101""[Text Word] OR ""NCPPB101""[Text Word] OR ""NCPPB:101""[Text Word])"	100	500
d0fa3e2697fab0bcb58f	NCPPB 109	ncppb_number	exact_full_identifier	NCPPB 109	NCPPB109	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 109"",""NCPPB109"",""NCPPB:109""]"	"[""NCPPB 109"",""NCPPB109"",""NCPPB:109""]"	biosample	"(""NCPPB 109""[Text Word] OR ""NCPPB109""[Text Word] OR ""NCPPB:109""[Text Word])"	100	500
c71a46c44f94f36c66da	NCPPB 113	ncppb_number	exact_full_identifier	NCPPB 113	NCPPB113	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 113"",""NCPPB113"",""NCPPB:113""]"	"[""NCPPB 113"",""NCPPB113"",""NCPPB:113""]"	biosample	"(""NCPPB 113""[Text Word] OR ""NCPPB113""[Text Word] OR ""NCPPB:113""[Text Word])"	100	500
3d22eefe426698a5ab0a	NCPPB 151	ncppb_number	exact_full_identifier	NCPPB 151	NCPPB151	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 151"",""NCPPB151"",""NCPPB:151""]"	"[""NCPPB 151"",""NCPPB151"",""NCPPB:151""]"	biosample	"(""NCPPB 151""[Text Word] OR ""NCPPB151""[Text Word] OR ""NCPPB:151""[Text Word])"	100	500
4a51f2f4599bdf83a6d1	NCPPB 174	ncppb_number	exact_full_identifier	NCPPB 174	NCPPB174	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 174"",""NCPPB174"",""NCPPB:174""]"	"[""NCPPB 174"",""NCPPB174"",""NCPPB:174""]"	biosample	"(""NCPPB 174""[Text Word] OR ""NCPPB174""[Text Word] OR ""NCPPB:174""[Text Word])"	100	500
3f16812ff653fcce3d2e	NCPPB 181	ncppb_number	exact_full_identifier	NCPPB 181	NCPPB181	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 181"",""NCPPB181"",""NCPPB:181""]"	"[""NCPPB 181"",""NCPPB181"",""NCPPB:181""]"	biosample	"(""NCPPB 181""[Text Word] OR ""NCPPB181""[Text Word] OR ""NCPPB:181""[Text Word])"	100	500
b6ba102061826a27636d	NCPPB 182	ncppb_number	exact_full_identifier	NCPPB 182	NCPPB182	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 182"",""NCPPB182"",""NCPPB:182""]"	"[""NCPPB 182"",""NCPPB182"",""NCPPB:182""]"	biosample	"(""NCPPB 182""[Text Word] OR ""NCPPB182""[Text Word] OR ""NCPPB:182""[Text Word])"	100	500
ef8961f4db0089510ec0	NCPPB 184	ncppb_number	exact_full_identifier	NCPPB 184	NCPPB184	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 184"",""NCPPB184"",""NCPPB:184""]"	"[""NCPPB 184"",""NCPPB184"",""NCPPB:184""]"	biosample	"(""NCPPB 184""[Text Word] OR ""NCPPB184""[Text Word] OR ""NCPPB:184""[Text Word])"	100	500
6c4221c88f7051dfe69f	NCPPB 185	ncppb_number	exact_full_identifier	NCPPB 185	NCPPB185	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 185"",""NCPPB185"",""NCPPB:185""]"	"[""NCPPB 185"",""NCPPB185"",""NCPPB:185""]"	biosample	"(""NCPPB 185""[Text Word] OR ""NCPPB185""[Text Word] OR ""NCPPB:185""[Text Word])"	100	500
308d78ef14e62606129c	NCPPB 186	ncppb_number	exact_full_identifier	NCPPB 186	NCPPB186	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 186"",""NCPPB186"",""NCPPB:186""]"	"[""NCPPB 186"",""NCPPB186"",""NCPPB:186""]"	biosample	"(""NCPPB 186""[Text Word] OR ""NCPPB186""[Text Word] OR ""NCPPB:186""[Text Word])"	100	500
bfc47278172837a7a2d1	NCPPB 187	ncppb_number	exact_full_identifier	NCPPB 187	NCPPB187	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 187"",""NCPPB187"",""NCPPB:187""]"	"[""NCPPB 187"",""NCPPB187"",""NCPPB:187""]"	biosample	"(""NCPPB 187""[Text Word] OR ""NCPPB187""[Text Word] OR ""NCPPB:187""[Text Word])"	100	500
efa2b0396a4597791e39	NCPPB 195	ncppb_number	exact_full_identifier	NCPPB 195	NCPPB195	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 195"",""NCPPB195"",""NCPPB:195""]"	"[""NCPPB 195"",""NCPPB195"",""NCPPB:195""]"	biosample	"(""NCPPB 195""[Text Word] OR ""NCPPB195""[Text Word] OR ""NCPPB:195""[Text Word])"	100	500
c009cfbb1df7b6228e16	NCPPB 196	ncppb_number	exact_full_identifier	NCPPB 196	NCPPB196	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 196"",""NCPPB196"",""NCPPB:196""]"	"[""NCPPB 196"",""NCPPB196"",""NCPPB:196""]"	biosample	"(""NCPPB 196""[Text Word] OR ""NCPPB196""[Text Word] OR ""NCPPB:196""[Text Word])"	100	500
268c0c90d8c2255a572c	NCPPB 200	ncppb_number	exact_full_identifier	NCPPB 200	NCPPB200	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 200"",""NCPPB200"",""NCPPB:200""]"	"[""NCPPB 200"",""NCPPB200"",""NCPPB:200""]"	biosample	"(""NCPPB 200""[Text Word] OR ""NCPPB200""[Text Word] OR ""NCPPB:200""[Text Word])"	100	500
555a2d554e9e360210e0	NCPPB 205	ncppb_number	exact_full_identifier	NCPPB 205	NCPPB205	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 205"",""NCPPB205"",""NCPPB:205""]"	"[""NCPPB 205"",""NCPPB205"",""NCPPB:205""]"	biosample	"(""NCPPB 205""[Text Word] OR ""NCPPB205""[Text Word] OR ""NCPPB:205""[Text Word])"	100	500
8061e569bba9e60a3b7f	NCPPB 206	ncppb_number	exact_full_identifier	NCPPB 206	NCPPB206	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 206"",""NCPPB206"",""NCPPB:206""]"	"[""NCPPB 206"",""NCPPB206"",""NCPPB:206""]"	biosample	"(""NCPPB 206""[Text Word] OR ""NCPPB206""[Text Word] OR ""NCPPB:206""[Text Word])"	100	500
6f56de4607197aa51ef6	NCPPB 208	ncppb_number	exact_full_identifier	NCPPB 208	NCPPB208	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 208"",""NCPPB208"",""NCPPB:208""]"	"[""NCPPB 208"",""NCPPB208"",""NCPPB:208""]"	biosample	"(""NCPPB 208""[Text Word] OR ""NCPPB208""[Text Word] OR ""NCPPB:208""[Text Word])"	100	500
4baa15ee115db917a209	NCPPB 210	ncppb_number	exact_full_identifier	NCPPB 210	NCPPB210	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 210"",""NCPPB210"",""NCPPB:210""]"	"[""NCPPB 210"",""NCPPB210"",""NCPPB:210""]"	biosample	"(""NCPPB 210""[Text Word] OR ""NCPPB210""[Text Word] OR ""NCPPB:210""[Text Word])"	100	500
4d792925580bce4d422a	NCPPB 211	ncppb_number	exact_full_identifier	NCPPB 211	NCPPB211	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 211"",""NCPPB211"",""NCPPB:211""]"	"[""NCPPB 211"",""NCPPB211"",""NCPPB:211""]"	biosample	"(""NCPPB 211""[Text Word] OR ""NCPPB211""[Text Word] OR ""NCPPB:211""[Text Word])"	100	500
b3b78c5e1cb644901ae7	NCPPB 212	ncppb_number	exact_full_identifier	NCPPB 212	NCPPB212	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 212"",""NCPPB212"",""NCPPB:212""]"	"[""NCPPB 212"",""NCPPB212"",""NCPPB:212""]"	biosample	"(""NCPPB 212""[Text Word] OR ""NCPPB212""[Text Word] OR ""NCPPB:212""[Text Word])"	100	500
a3220ab617e392b148ca	NCPPB 220	ncppb_number	exact_full_identifier	NCPPB 220	NCPPB220	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 220"",""NCPPB220"",""NCPPB:220""]"	"[""NCPPB 220"",""NCPPB220"",""NCPPB:220""]"	biosample	"(""NCPPB 220""[Text Word] OR ""NCPPB220""[Text Word] OR ""NCPPB:220""[Text Word])"	100	500
4cfb0a4417ba38715771	NCPPB 226	ncppb_number	exact_full_identifier	NCPPB 226	NCPPB226	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 226"",""NCPPB226"",""NCPPB:226""]"	"[""NCPPB 226"",""NCPPB226"",""NCPPB:226""]"	biosample	"(""NCPPB 226""[Text Word] OR ""NCPPB226""[Text Word] OR ""NCPPB:226""[Text Word])"	100	500
32a9b1502949f361e150	NCPPB 230	ncppb_number	exact_full_identifier	NCPPB 230	NCPPB230	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 230"",""NCPPB230"",""NCPPB:230""]"	"[""NCPPB 230"",""NCPPB230"",""NCPPB:230""]"	biosample	"(""NCPPB 230""[Text Word] OR ""NCPPB230""[Text Word] OR ""NCPPB:230""[Text Word])"	100	500
84866be164e37a518f55	NCPPB 232	ncppb_number	exact_full_identifier	NCPPB 232	NCPPB232	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 232"",""NCPPB232"",""NCPPB:232""]"	"[""NCPPB 232"",""NCPPB232"",""NCPPB:232""]"	biosample	"(""NCPPB 232""[Text Word] OR ""NCPPB232""[Text Word] OR ""NCPPB:232""[Text Word])"	100	500
0d680d44812b7c454738	NCPPB 240	ncppb_number	exact_full_identifier	NCPPB 240	NCPPB240	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 240"",""NCPPB240"",""NCPPB:240""]"	"[""NCPPB 240"",""NCPPB240"",""NCPPB:240""]"	biosample	"(""NCPPB 240""[Text Word] OR ""NCPPB240""[Text Word] OR ""NCPPB:240""[Text Word])"	100	500
9b6ea6f000db3105195f	NCPPB 241	ncppb_number	exact_full_identifier	NCPPB 241	NCPPB241	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 241"",""NCPPB241"",""NCPPB:241""]"	"[""NCPPB 241"",""NCPPB241"",""NCPPB:241""]"	biosample	"(""NCPPB 241""[Text Word] OR ""NCPPB241""[Text Word] OR ""NCPPB:241""[Text Word])"	100	500
c1f9e9fa97a5574cac54	NCPPB 243	ncppb_number	exact_full_identifier	NCPPB 243	NCPPB243	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 243"",""NCPPB243"",""NCPPB:243""]"	"[""NCPPB 243"",""NCPPB243"",""NCPPB:243""]"	biosample	"(""NCPPB 243""[Text Word] OR ""NCPPB243""[Text Word] OR ""NCPPB:243""[Text Word])"	100	500
585ee9bfb292ccc1ef53	NCPPB 273	ncppb_number	exact_full_identifier	NCPPB 273	NCPPB273	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 273"",""NCPPB273"",""NCPPB:273""]"	"[""NCPPB 273"",""NCPPB273"",""NCPPB:273""]"	biosample	"(""NCPPB 273""[Text Word] OR ""NCPPB273""[Text Word] OR ""NCPPB:273""[Text Word])"	100	500
fae4fdddef0dd798542a	NCPPB 279	ncppb_number	exact_full_identifier	NCPPB 279	NCPPB279	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 279"",""NCPPB279"",""NCPPB:279""]"	"[""NCPPB 279"",""NCPPB279"",""NCPPB:279""]"	biosample	"(""NCPPB 279""[Text Word] OR ""NCPPB279""[Text Word] OR ""NCPPB:279""[Text Word])"	100	500
6e58055cffa77e53a371	NCPPB 290	ncppb_number	exact_full_identifier	NCPPB 290	NCPPB290	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 290"",""NCPPB290"",""NCPPB:290""]"	"[""NCPPB 290"",""NCPPB290"",""NCPPB:290""]"	biosample	"(""NCPPB 290""[Text Word] OR ""NCPPB290""[Text Word] OR ""NCPPB:290""[Text Word])"	100	500
9eebf947d07fc67fe43d	NCPPB 293	ncppb_number	exact_full_identifier	NCPPB 293	NCPPB293	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 293"",""NCPPB293"",""NCPPB:293""]"	"[""NCPPB 293"",""NCPPB293"",""NCPPB:293""]"	biosample	"(""NCPPB 293""[Text Word] OR ""NCPPB293""[Text Word] OR ""NCPPB:293""[Text Word])"	100	500
74b6176ee99ca2152aaa	NCPPB 301	ncppb_number	exact_full_identifier	NCPPB 301	NCPPB301	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 301"",""NCPPB301"",""NCPPB:301""]"	"[""NCPPB 301"",""NCPPB301"",""NCPPB:301""]"	biosample	"(""NCPPB 301""[Text Word] OR ""NCPPB301""[Text Word] OR ""NCPPB:301""[Text Word])"	100	500
9d69edc904c4175e0f98	NCPPB 302	ncppb_number	exact_full_identifier	NCPPB 302	NCPPB302	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 302"",""NCPPB302"",""NCPPB:302""]"	"[""NCPPB 302"",""NCPPB302"",""NCPPB:302""]"	biosample	"(""NCPPB 302""[Text Word] OR ""NCPPB302""[Text Word] OR ""NCPPB:302""[Text Word])"	100	500
4089d53854013cb3753b	NCPPB 305	ncppb_number	exact_full_identifier	NCPPB 305	NCPPB305	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 305"",""NCPPB305"",""NCPPB:305""]"	"[""NCPPB 305"",""NCPPB305"",""NCPPB:305""]"	biosample	"(""NCPPB 305""[Text Word] OR ""NCPPB305""[Text Word] OR ""NCPPB:305""[Text Word])"	100	500
82f07c28db0944fae07c	NCPPB 315	ncppb_number	exact_full_identifier	NCPPB 315	NCPPB315	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 315"",""NCPPB315"",""NCPPB:315""]"	"[""NCPPB 315"",""NCPPB315"",""NCPPB:315""]"	biosample	"(""NCPPB 315""[Text Word] OR ""NCPPB315""[Text Word] OR ""NCPPB:315""[Text Word])"	100	500
52d9509f838f3d53dc3f	NCPPB 347	ncppb_number	exact_full_identifier	NCPPB 347	NCPPB347	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 347"",""NCPPB347"",""NCPPB:347""]"	"[""NCPPB 347"",""NCPPB347"",""NCPPB:347""]"	biosample	"(""NCPPB 347""[Text Word] OR ""NCPPB347""[Text Word] OR ""NCPPB:347""[Text Word])"	100	500
4ee9b84ba5b8b83a660c	NCPPB 348	ncppb_number	exact_full_identifier	NCPPB 348	NCPPB348	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 348"",""NCPPB348"",""NCPPB:348""]"	"[""NCPPB 348"",""NCPPB348"",""NCPPB:348""]"	biosample	"(""NCPPB 348""[Text Word] OR ""NCPPB348""[Text Word] OR ""NCPPB:348""[Text Word])"	100	500
96216a310796cd101294	NCPPB 362	ncppb_number	exact_full_identifier	NCPPB 362	NCPPB362	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 362"",""NCPPB362"",""NCPPB:362""]"	"[""NCPPB 362"",""NCPPB362"",""NCPPB:362""]"	biosample	"(""NCPPB 362""[Text Word] OR ""NCPPB362""[Text Word] OR ""NCPPB:362""[Text Word])"	100	500
a795899be0ba95f42f5c	NCPPB 381	ncppb_number	exact_full_identifier	NCPPB 381	NCPPB381	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 381"",""NCPPB381"",""NCPPB:381""]"	"[""NCPPB 381"",""NCPPB381"",""NCPPB:381""]"	biosample	"(""NCPPB 381""[Text Word] OR ""NCPPB381""[Text Word] OR ""NCPPB:381""[Text Word])"	100	500
6e0014c71efe6759f728	NCPPB 400	ncppb_number	exact_full_identifier	NCPPB 400	NCPPB400	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 400"",""NCPPB400"",""NCPPB:400""]"	"[""NCPPB 400"",""NCPPB400"",""NCPPB:400""]"	biosample	"(""NCPPB 400""[Text Word] OR ""NCPPB400""[Text Word] OR ""NCPPB:400""[Text Word])"	100	500
04a98846447b66ab43d5	NCPPB 403	ncppb_number	exact_full_identifier	NCPPB 403	NCPPB403	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 403"",""NCPPB403"",""NCPPB:403""]"	"[""NCPPB 403"",""NCPPB403"",""NCPPB:403""]"	biosample	"(""NCPPB 403""[Text Word] OR ""NCPPB403""[Text Word] OR ""NCPPB:403""[Text Word])"	100	500
5e4a03e1fb34ee5b534a	NCPPB 404	ncppb_number	exact_full_identifier	NCPPB 404	NCPPB404	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 404"",""NCPPB404"",""NCPPB:404""]"	"[""NCPPB 404"",""NCPPB404"",""NCPPB:404""]"	biosample	"(""NCPPB 404""[Text Word] OR ""NCPPB404""[Text Word] OR ""NCPPB:404""[Text Word])"	100	500
d64a9ea8d46186f0099f	NCPPB 405	ncppb_number	exact_full_identifier	NCPPB 405	NCPPB405	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 405"",""NCPPB405"",""NCPPB:405""]"	"[""NCPPB 405"",""NCPPB405"",""NCPPB:405""]"	biosample	"(""NCPPB 405""[Text Word] OR ""NCPPB405""[Text Word] OR ""NCPPB:405""[Text Word])"	100	500
2b6a0b816e167dab1e48	NCPPB 406	ncppb_number	exact_full_identifier	NCPPB 406	NCPPB406	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 406"",""NCPPB406"",""NCPPB:406""]"	"[""NCPPB 406"",""NCPPB406"",""NCPPB:406""]"	biosample	"(""NCPPB 406""[Text Word] OR ""NCPPB406""[Text Word] OR ""NCPPB:406""[Text Word])"	100	500
ec623921845e8d1bda46	NCPPB 407	ncppb_number	exact_full_identifier	NCPPB 407	NCPPB407	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 407"",""NCPPB407"",""NCPPB:407""]"	"[""NCPPB 407"",""NCPPB407"",""NCPPB:407""]"	biosample	"(""NCPPB 407""[Text Word] OR ""NCPPB407""[Text Word] OR ""NCPPB:407""[Text Word])"	100	500
c431961cad2b2c7a3df2	NCPPB 408	ncppb_number	exact_full_identifier	NCPPB 408	NCPPB408	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 408"",""NCPPB408"",""NCPPB:408""]"	"[""NCPPB 408"",""NCPPB408"",""NCPPB:408""]"	biosample	"(""NCPPB 408""[Text Word] OR ""NCPPB408""[Text Word] OR ""NCPPB:408""[Text Word])"	100	500
c40614cb739d3772248e	NCPPB 409	ncppb_number	exact_full_identifier	NCPPB 409	NCPPB409	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 409"",""NCPPB409"",""NCPPB:409""]"	"[""NCPPB 409"",""NCPPB409"",""NCPPB:409""]"	biosample	"(""NCPPB 409""[Text Word] OR ""NCPPB409""[Text Word] OR ""NCPPB:409""[Text Word])"	100	500
1fda0cc891baf9b5a063	NCPPB 410	ncppb_number	exact_full_identifier	NCPPB 410	NCPPB410	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 410"",""NCPPB410"",""NCPPB:410""]"	"[""NCPPB 410"",""NCPPB410"",""NCPPB:410""]"	biosample	"(""NCPPB 410""[Text Word] OR ""NCPPB410""[Text Word] OR ""NCPPB:410""[Text Word])"	100	500
7f69f598a14d677f5aab	NCPPB 411	ncppb_number	exact_full_identifier	NCPPB 411	NCPPB411	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 411"",""NCPPB411"",""NCPPB:411""]"	"[""NCPPB 411"",""NCPPB411"",""NCPPB:411""]"	biosample	"(""NCPPB 411""[Text Word] OR ""NCPPB411""[Text Word] OR ""NCPPB:411""[Text Word])"	100	500
f74e76d6682b5aeff114	NCPPB 412	ncppb_number	exact_full_identifier	NCPPB 412	NCPPB412	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 412"",""NCPPB412"",""NCPPB:412""]"	"[""NCPPB 412"",""NCPPB412"",""NCPPB:412""]"	biosample	"(""NCPPB 412""[Text Word] OR ""NCPPB412""[Text Word] OR ""NCPPB:412""[Text Word])"	100	500
adf36f56ee69437fec84	NCPPB 414	ncppb_number	exact_full_identifier	NCPPB 414	NCPPB414	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 414"",""NCPPB414"",""NCPPB:414""]"	"[""NCPPB 414"",""NCPPB414"",""NCPPB:414""]"	biosample	"(""NCPPB 414""[Text Word] OR ""NCPPB414""[Text Word] OR ""NCPPB:414""[Text Word])"	100	500
b941a97c2e27d1a1a182	NCPPB 415	ncppb_number	exact_full_identifier	NCPPB 415	NCPPB415	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 415"",""NCPPB415"",""NCPPB:415""]"	"[""NCPPB 415"",""NCPPB415"",""NCPPB:415""]"	biosample	"(""NCPPB 415""[Text Word] OR ""NCPPB415""[Text Word] OR ""NCPPB:415""[Text Word])"	100	500
51c3e613807b79bc8c59	NCPPB 416	ncppb_number	exact_full_identifier	NCPPB 416	NCPPB416	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 416"",""NCPPB416"",""NCPPB:416""]"	"[""NCPPB 416"",""NCPPB416"",""NCPPB:416""]"	biosample	"(""NCPPB 416""[Text Word] OR ""NCPPB416""[Text Word] OR ""NCPPB:416""[Text Word])"	100	500
a7d4ce9af1ba14f4e8d1	NCPPB 418	ncppb_number	exact_full_identifier	NCPPB 418	NCPPB418	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 418"",""NCPPB418"",""NCPPB:418""]"	"[""NCPPB 418"",""NCPPB418"",""NCPPB:418""]"	biosample	"(""NCPPB 418""[Text Word] OR ""NCPPB418""[Text Word] OR ""NCPPB:418""[Text Word])"	100	500
ad552111b32130725bce	NCPPB 419	ncppb_number	exact_full_identifier	NCPPB 419	NCPPB419	ncppb_number	primary	Xanthomonas	full_ncppb_identifier_variants_then_structured_exact_local_validation	"[""NCPPB 419"",""NCPPB419"",""NCPPB:419""]"	"[""NCPPB 419"",""NCPPB419"",""NCPPB:419""]"	biosample	"(""NCPPB 419""[Text Word] OR ""NCPPB419""[Text Word] OR ""NCPPB:419""[Text Word])"	100	500
