query_id	ncppb_number	query_track	query_tier	searched_identifier	ncbi_uid	biosample_accession	organism	taxid	title	strain	isolate	culture_collection	bio_material	sample_name	identity_aliases	identifiers	host	geographic_location	collection_date	isolation_source	attributes_json	raw_xml_cache_path	source_url	status	error
d186041de309a14cd621	NCPPB 479	ncppb_number	exact_full_identifier	NCPPB 479																				no_hit	
2c4fc81496be8d178e9f	NCPPB 480	ncppb_number	exact_full_identifier	NCPPB 480																				no_hit	
14f6c8be58b172eaab7b	NCPPB 490	ncppb_number	exact_full_identifier	NCPPB 490																				no_hit	
0fc7b656f9f00852a871	NCPPB 509	ncppb_number	exact_full_identifier	NCPPB 509																				no_hit	
8bde9a3d6b81594684f5	NCPPB 510	ncppb_number	exact_full_identifier	NCPPB 510																				no_hit	
79b5352998a09a1ab81c	NCPPB 526	ncppb_number	exact_full_identifier	NCPPB 526																				no_hit	
97da914d7f9d6d45e38b	NCPPB 529	ncppb_number	exact_full_identifier	NCPPB 529																				no_hit	
90433d2d4ba452b3835f	NCPPB 554	ncppb_number	exact_full_identifier	NCPPB 554																				no_hit	
2f0ad865a502999cb50d	NCPPB 555	ncppb_number	exact_full_identifier	NCPPB 555																				no_hit	
6508b5b6c6a8a3a4c3b0	NCPPB 571	ncppb_number	exact_full_identifier	NCPPB 571																				no_hit	
45247a0897bb37fc4d49	NCPPB 578	ncppb_number	exact_full_identifier	NCPPB 578																				no_hit	
a7d4eac24eab29780876	NCPPB 582	ncppb_number	exact_full_identifier	NCPPB 582																				no_hit	
7064a9ef7425c136cbae	NCPPB 599	ncppb_number	exact_full_identifier	NCPPB 599																				no_hit	
b6f8eeaa9dd1a987f785	NCPPB 614	ncppb_number	exact_full_identifier	NCPPB 614																				no_hit	
be4293558513056b81f2	NCPPB 631	ncppb_number	exact_full_identifier	NCPPB 631																				no_hit	
3aec4aa21957a626a1b1	NCPPB 634	ncppb_number	exact_full_identifier	NCPPB 634																				no_hit	
401c78161646b3e3ffbb	NCPPB 638	ncppb_number	exact_full_identifier	NCPPB 638																				no_hit	
4aba4506f28fbd9d59ec	NCPPB 642	ncppb_number	exact_full_identifier	NCPPB 642																				no_hit	
ac62cd38ef114359c47e	NCPPB 647	ncppb_number	exact_full_identifier	NCPPB 647																				no_hit	
49808b3d6d0cb3f68cc3	NCPPB 648	ncppb_number	exact_full_identifier	NCPPB 648																				no_hit	
9e252a48202805bbc3d8	NCPPB 701	ncppb_number	exact_full_identifier	NCPPB 701																				no_hit	
f2c046d44f44f459aa29	NCPPB 761	ncppb_number	exact_full_identifier	NCPPB 761																				no_hit	
a29090d6d73392dd1e04	NCPPB 793	ncppb_number	exact_full_identifier	NCPPB 793																				no_hit	
136ca44cb6299600b9ac	NCPPB 875	ncppb_number	exact_full_identifier	NCPPB 875																				no_hit	
2728b58015e3be986299	NCPPB 884	ncppb_number	exact_full_identifier	NCPPB 884																				no_hit	
64bffc69bdb5031c62a3	NCPPB 887	ncppb_number	exact_full_identifier	NCPPB 887																				no_hit	
fa34df50cb47d7a4d804	NCPPB 888	ncppb_number	exact_full_identifier	NCPPB 888																				no_hit	
e366e54b94e0faa2a029	NCPPB 891	ncppb_number	exact_full_identifier	NCPPB 891																				no_hit	
f8f339a96c4d00f8e2f6	NCPPB 892	ncppb_number	exact_full_identifier	NCPPB 892																				no_hit	
b2bfe9a0b420ade3c9a1	NCPPB 893	ncppb_number	exact_full_identifier	NCPPB 893																				no_hit	
b3742a42498de001f4bc	NCPPB 895	ncppb_number	exact_full_identifier	NCPPB 895																				no_hit	
89b5907601aaa6f4ccc4	NCPPB 896	ncppb_number	exact_full_identifier	NCPPB 896																				no_hit	
b69fb9580528e34dc302	NCPPB 897	ncppb_number	exact_full_identifier	NCPPB 897																				no_hit	
36b41bc2d38929fd5b19	NCPPB 899	ncppb_number	exact_full_identifier	NCPPB 899																				no_hit	
6fdb5060b392d12ffbea	NCPPB 916	ncppb_number	exact_full_identifier	NCPPB 916																				no_hit	
9caa65212822b3741e9f	NCPPB 917	ncppb_number	exact_full_identifier	NCPPB 917																				no_hit	
b62abc6d4efa21daff1c	NCPPB 918	ncppb_number	exact_full_identifier	NCPPB 918																				no_hit	
a06522e63bd5e52f5b1c	NCPPB 922	ncppb_number	exact_full_identifier	NCPPB 922																				no_hit	
44403a56bd401dbdba40	NCPPB 923	ncppb_number	exact_full_identifier	NCPPB 923																				no_hit	
c1c08af8ec033a24003d	NCPPB 924	ncppb_number	exact_full_identifier	NCPPB 924																				no_hit	
9f1d988c6acef12c7826	NCPPB 926	ncppb_number	exact_full_identifier	NCPPB 926																				no_hit	
22177f68f277f337b4e0	NCPPB 936	ncppb_number	exact_full_identifier	NCPPB 936																				no_hit	
42e46dffadcbf6f0012c	NCPPB 938	ncppb_number	exact_full_identifier	NCPPB 938																				no_hit	
9be9a09c50c3dfb7942e	NCPPB 941	ncppb_number	exact_full_identifier	NCPPB 941																				no_hit	
2ffaa806e3a0fe4ee390	NCPPB 969	ncppb_number	exact_full_identifier	NCPPB 969																				no_hit	
e967fdbb04f354b8723c	NCPPB 970	ncppb_number	exact_full_identifier	NCPPB 970																				no_hit	
d495bac3b1e53385be4b	NCPPB 973	ncppb_number	exact_full_identifier	NCPPB 973																				no_hit	
8901b6975edb0122ed47	NCPPB 974	ncppb_number	exact_full_identifier	NCPPB 974																				no_hit	
ef2cce68aa812517394e	NCPPB 975	ncppb_number	exact_full_identifier	NCPPB 975																				no_hit	
067df65c0ba00891d27f	NCPPB 984	ncppb_number	exact_full_identifier	NCPPB 984																				no_hit	
44e53eb8ee18fe10a157	NCPPB 985	ncppb_number	exact_full_identifier	NCPPB 985																				no_hit	
ea90ffd4fb48691d2ea3	NCPPB 986	ncppb_number	exact_full_identifier	NCPPB 986																				no_hit	
a18b3f22414846458297	NCPPB 987	ncppb_number	exact_full_identifier	NCPPB 987																				no_hit	
6ee987f0ed4ea0bdabc6	NCPPB 990	ncppb_number	exact_full_identifier	NCPPB 990																				no_hit	
ce57685c1e695e77f90b	NCPPB 994	ncppb_number	exact_full_identifier	NCPPB 994																				no_hit	
f9121b1bdb1a71bedc25	NCPPB 1009	ncppb_number	exact_full_identifier	NCPPB 1009																				no_hit	
4b7a5036008a29feb1ee	NCPPB 1014	ncppb_number	exact_full_identifier	NCPPB 1014																				no_hit	
74dc99f8c146a7926d21	NCPPB 1025	ncppb_number	exact_full_identifier	NCPPB 1025																				no_hit	
a3807d7e67de1e1b8c57	NCPPB 1043	ncppb_number	exact_full_identifier	NCPPB 1043																				no_hit	
84af2aa4ab49065e4e4d	NCPPB 1046	ncppb_number	exact_full_identifier	NCPPB 1046																				no_hit	
2a3be2eccb274904cad6	NCPPB 1048	ncppb_number	exact_full_identifier	NCPPB 1048																				no_hit	
9bf788b3bb8239b6d9c9	NCPPB 1050	ncppb_number	exact_full_identifier	NCPPB 1050																				no_hit	
2009eb03c4f447b5c44b	NCPPB 1117	ncppb_number	exact_full_identifier	NCPPB 1117																				no_hit	
d2d5c474351156d2fae4	NCPPB 1124	ncppb_number	exact_full_identifier	NCPPB 1124																				no_hit	
580d725adce692b69e6c	NCPPB 1129	ncppb_number	exact_full_identifier	NCPPB 1129																				no_hit	
26f8f4ab4cbe2860239b	NCPPB 1135	ncppb_number	exact_full_identifier	NCPPB 1135																				no_hit	
3ca8b5a87840299cad29	NCPPB 1136	ncppb_number	exact_full_identifier	NCPPB 1136																				no_hit	
95133591e8b48370eae0	NCPPB 1141	ncppb_number	exact_full_identifier	NCPPB 1141																				no_hit	
fcc9ac8dbbb15397eddd	NCPPB 1143	ncppb_number	exact_full_identifier	NCPPB 1143																				no_hit	
76db09fd24a4bc6f780f	NCPPB 1145	ncppb_number	exact_full_identifier	NCPPB 1145																				no_hit	
4d4955c274f3690c8427	NCPPB 1146	ncppb_number	exact_full_identifier	NCPPB 1146																				no_hit	
da25b6a8aee87f97fd02	NCPPB 1147	ncppb_number	exact_full_identifier	NCPPB 1147																				no_hit	
a69e6ebb568552d6a227	NCPPB 1148	ncppb_number	exact_full_identifier	NCPPB 1148																				no_hit	
38768cfa4341ea939ea8	NCPPB 1149	ncppb_number	exact_full_identifier	NCPPB 1149																				no_hit	
1ec75a2408626b8a8104	NCPPB 1150	ncppb_number	exact_full_identifier	NCPPB 1150																				no_hit	
dd6bba172265ecf2fc43	NCPPB 1151	ncppb_number	exact_full_identifier	NCPPB 1151																				no_hit	
49b990f3f880e98652ac	NCPPB 1152	ncppb_number	exact_full_identifier	NCPPB 1152																				no_hit	
7a7b3437d55be32a44e5	NCPPB 1153	ncppb_number	exact_full_identifier	NCPPB 1153																				no_hit	
d052fc2c4e2db5d7f03b	NCPPB 1154	ncppb_number	exact_full_identifier	NCPPB 1154																				no_hit	
9d6f878302a8dd2d8601	NCPPB 1159	ncppb_number	exact_full_identifier	NCPPB 1159																				no_hit	
5b9741f6247dc4929a86	NCPPB 1160	ncppb_number	exact_full_identifier	NCPPB 1160																				no_hit	
fdac0d8b4623ce4fdd1c	NCPPB 1161	ncppb_number	exact_full_identifier	NCPPB 1161																				no_hit	
8e8922c6d07b14d32f61	NCPPB 1235	ncppb_number	exact_full_identifier	NCPPB 1235																				no_hit	
60f286fe3973932b0c90	NCPPB 1244	ncppb_number	exact_full_identifier	NCPPB 1244																				no_hit	
90a0afbbff9d60c1723b	NCPPB 1332	ncppb_number	exact_full_identifier	NCPPB 1332																				no_hit	
81147870ac488b11d687	NCPPB 1381	ncppb_number	exact_full_identifier	NCPPB 1381																				no_hit	
da978d2b01059f0f7c96	NCPPB 1393	ncppb_number	exact_full_identifier	NCPPB 1393																				no_hit	
35b66c44b790a8ce334a	NCPPB 1420	ncppb_number	exact_full_identifier	NCPPB 1420																				no_hit	
195b161879b935199d1b	NCPPB 1421	ncppb_number	exact_full_identifier	NCPPB 1421																				no_hit	
aa192ce7a85a3f95e074	NCPPB 1422	ncppb_number	exact_full_identifier	NCPPB 1422																				no_hit	
046a47056c89e353454f	NCPPB 1423	ncppb_number	exact_full_identifier	NCPPB 1423																				no_hit	
a8fd5b2a9ce62b5d1ff5	NCPPB 1426	ncppb_number	exact_full_identifier	NCPPB 1426																				no_hit	
d7ce7209b4c9c1fe86be	NCPPB 1431	ncppb_number	exact_full_identifier	NCPPB 1431																				no_hit	
fc2c62479e6cbb585266	NCPPB 1438	ncppb_number	exact_full_identifier	NCPPB 1438																				no_hit	
67830d64c210fb414539	NCPPB 1439	ncppb_number	exact_full_identifier	NCPPB 1439																				no_hit	
6e23af40bf46c7207ea2	NCPPB 1451	ncppb_number	exact_full_identifier	NCPPB 1451																				no_hit	
3373ef3b48e7a308642b	NCPPB 1452	ncppb_number	exact_full_identifier	NCPPB 1452																				no_hit	
fd3ddd4207aa1798e168	NCPPB 1453	ncppb_number	exact_full_identifier	NCPPB 1453																				no_hit	
fa5c6c7b702f2ea0dec5	NCPPB 1454	ncppb_number	exact_full_identifier	NCPPB 1454																				no_hit	
e3694cc579203ef9da9a	NCPPB 1457	ncppb_number	exact_full_identifier	NCPPB 1457																				no_hit	
4feea3dc53f04d5681d2	NCPPB 1472	ncppb_number	exact_full_identifier	NCPPB 1472																				no_hit	
87cfc33f836100081261	NCPPB 1482	ncppb_number	exact_full_identifier	NCPPB 1482																				no_hit	
a2ce261a332fb080fe1c	NCPPB 1568	ncppb_number	exact_full_identifier	NCPPB 1568																				no_hit	
31ebdf3c52661e50c99e	NCPPB 1593	ncppb_number	exact_full_identifier	NCPPB 1593																				no_hit	
2d98b58d6b22cd40599f	NCPPB 1595	ncppb_number	exact_full_identifier	NCPPB 1595																				no_hit	
9ff37a5cc12d097c34bd	NCPPB 1596	ncppb_number	exact_full_identifier	NCPPB 1596																				no_hit	
7a17772ea38d8cc6f093	NCPPB 1607	ncppb_number	exact_full_identifier	NCPPB 1607																				no_hit	
7731cc8b47cb7f30094c	NCPPB 1610	ncppb_number	exact_full_identifier	NCPPB 1610																				no_hit	
1a376e8a4c0cb059ba9a	NCPPB 1612	ncppb_number	exact_full_identifier	NCPPB 1612																				no_hit	
6e3e249fa3ebd42b6aa9	NCPPB 1615	ncppb_number	exact_full_identifier	NCPPB 1615																				no_hit	
2b4ea7955ea785cb33c1	NCPPB 1616	ncppb_number	exact_full_identifier	NCPPB 1616																				no_hit	
1e77d453041d197cc974	NCPPB 1622	ncppb_number	exact_full_identifier	NCPPB 1622																				no_hit	
bb14d3efe92e375aea87	NCPPB 1628	ncppb_number	exact_full_identifier	NCPPB 1628																				no_hit	
96a147e59ba91a19c01b	NCPPB 1630	ncppb_number	exact_full_identifier	NCPPB 1630																				no_hit	
043434bfeee7ca459bcb	NCPPB 1632	ncppb_number	exact_full_identifier	NCPPB 1632																				no_hit	
369ff7937fe1eba3b9d7	NCPPB 1633	ncppb_number	exact_full_identifier	NCPPB 1633																				no_hit	
f17988fcf6e10bfe5ecb	NCPPB 1645	ncppb_number	exact_full_identifier	NCPPB 1645																				no_hit	
c51acf9226c10f570965	NCPPB 1646	ncppb_number	exact_full_identifier	NCPPB 1646																				no_hit	
573a36fc43e0f8590713	NCPPB 1648	ncppb_number	exact_full_identifier	NCPPB 1648																				no_hit	
ff1b086b53539cb6cd4d	NCPPB 1659	ncppb_number	exact_full_identifier	NCPPB 1659																				no_hit	
68bd7eebf7bbd5537c05	NCPPB 1668	ncppb_number	exact_full_identifier	NCPPB 1668																				no_hit	
be85da88929baff7e57e	NCPPB 1671	ncppb_number	exact_full_identifier	NCPPB 1671																				no_hit	
72a50d4dcfb8f5490505	NCPPB 1672	ncppb_number	exact_full_identifier	NCPPB 1672																				no_hit	
41c4b80417dc11f53a1f	NCPPB 1683	ncppb_number	exact_full_identifier	NCPPB 1683																				no_hit	
d9fc98e5463d1f0f2aec	NCPPB 1685	ncppb_number	exact_full_identifier	NCPPB 1685																				no_hit	
87ea2b13ad9737d87aa8	NCPPB 1697	ncppb_number	exact_full_identifier	NCPPB 1697																				no_hit	
cdb747bc2bf1ac97e674	NCPPB 1698	ncppb_number	exact_full_identifier	NCPPB 1698																				no_hit	
cb7c864e898ec66de758	NCPPB 1699	ncppb_number	exact_full_identifier	NCPPB 1699																				no_hit	
902fa4308924f04f6885	NCPPB 1700	ncppb_number	exact_full_identifier	NCPPB 1700																				no_hit	
aa6a0e91cad32296aa3a	NCPPB 1701	ncppb_number	exact_full_identifier	NCPPB 1701																				no_hit	
de072d990e775cd67d9c	NCPPB 1711	ncppb_number	exact_full_identifier	NCPPB 1711																				no_hit	
26b0e227b17769240624	NCPPB 1712	ncppb_number	exact_full_identifier	NCPPB 1712																				no_hit	
8648b8b98223f6547313	NCPPB 1714	ncppb_number	exact_full_identifier	NCPPB 1714																				no_hit	
af5a200547d85634dc13	NCPPB 1715	ncppb_number	exact_full_identifier	NCPPB 1715																				no_hit	
f636722ffae407e165e3	NCPPB 1717	ncppb_number	exact_full_identifier	NCPPB 1717																				no_hit	
8998e02f2809e53313a6	NCPPB 1737	ncppb_number	exact_full_identifier	NCPPB 1737																				no_hit	
28101e0b84a1f5b20054	NCPPB 1738	ncppb_number	exact_full_identifier	NCPPB 1738																				no_hit	
402c2276349775ad9190	NCPPB 1755	ncppb_number	exact_full_identifier	NCPPB 1755																				no_hit	
78f41a5b73ee154e902d	NCPPB 1765	ncppb_number	exact_full_identifier	NCPPB 1765																				no_hit	
ef91414bf4cad8585860	NCPPB 1774	ncppb_number	exact_full_identifier	NCPPB 1774																				no_hit	
56ea4aca73400fd51f07	NCPPB 1785	ncppb_number	exact_full_identifier	NCPPB 1785																				no_hit	
4937630981d3822805f4	NCPPB 1786	ncppb_number	exact_full_identifier	NCPPB 1786																				no_hit	
085e34f48c0fbe3779e8	NCPPB 1811	ncppb_number	exact_full_identifier	NCPPB 1811	18440089	SAMN18440089	Xanthomonas phaseoli pv. phaseoli	317013	xanth_NCPPB1811	NCPPB1811						BioSample: SAMN18440089; NCPPB1811	Phaseoli vulgaris	Romania	1966	missing	"{""collection_date"":[""1966""],""geo_loc_name"":[""Romania""],""host"":[""Phaseoli vulgaris""],""isolation_source"":[""missing""],""pathovar"":[""phaseoli""],""sample_type"":[""cell culture""],""strain"":[""NCPPB1811""]}"	.cache/ncbi/v2_1/efetch_cbe376b0c133682caa7daeaad578e491957f7de946720278e1c8d38e13a3b4b6.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN18440089	ok	
4c65aac1a8c886f1f7aa	NCPPB 1821	ncppb_number	exact_full_identifier	NCPPB 1821																				no_hit	
2e46a9310980adf2ab07	NCPPB 1829	ncppb_number	exact_full_identifier	NCPPB 1829																				no_hit	
bf3c1282245c7f23998a	NCPPB 1830	ncppb_number	exact_full_identifier	NCPPB 1830																				no_hit	
2b7e0b20264c3ae3ae1f	NCPPB 1832	ncppb_number	exact_full_identifier	NCPPB 1832																				no_hit	
28974bf5cb94af563895	NCPPB 1834	ncppb_number	exact_full_identifier	NCPPB 1834																				no_hit	
71affb1dca25182ea2ea	NCPPB 1836	ncppb_number	exact_full_identifier	NCPPB 1836																				no_hit	
c0c4659e98f5cebe4a95	NCPPB 1837	ncppb_number	exact_full_identifier	NCPPB 1837																				no_hit	
803ca09a5eb034bcce8c	NCPPB 1839	ncppb_number	exact_full_identifier	NCPPB 1839																				no_hit	
34c6483c30d8f9dc38ef	NCPPB 1841	ncppb_number	exact_full_identifier	NCPPB 1841																				no_hit	
77aef057d9ed944dc7e7	NCPPB 1925	ncppb_number	exact_full_identifier	NCPPB 1925																				no_hit	
2deb1e72ebc7618449f5	NCPPB 1929	ncppb_number	exact_full_identifier	NCPPB 1929																				no_hit	
606409e9701e552db6bf	NCPPB 1930	ncppb_number	exact_full_identifier	NCPPB 1930																				no_hit	
6d8978b4dd02b86adf8a	NCPPB 1934	ncppb_number	exact_full_identifier	NCPPB 1934																				no_hit	
7f8b4181379e9c0ffc3a	NCPPB 1936	ncppb_number	exact_full_identifier	NCPPB 1936																				no_hit	
ac54e8e51f2ba68266ea	NCPPB 1938	ncppb_number	exact_full_identifier	NCPPB 1938																				no_hit	
52431946569ec1506331	NCPPB 1942	ncppb_number	exact_full_identifier	NCPPB 1942																				no_hit	
17e60ba80b320bbc35da	NCPPB 1944	ncppb_number	exact_full_identifier	NCPPB 1944																				no_hit	
a22715f352fcca0e07a8	NCPPB 1945	ncppb_number	exact_full_identifier	NCPPB 1945																				no_hit	
5b2b0bdcf6162c9957b2	NCPPB 1975	ncppb_number	exact_full_identifier	NCPPB 1975																				no_hit	
9ecd8010c9207310af4d	NCPPB 1981	ncppb_number	exact_full_identifier	NCPPB 1981																				no_hit	
400f232619a262ca344a	NCPPB 2011	ncppb_number	exact_full_identifier	NCPPB 2011																				no_hit	
95567d1a1b37b17f21a5	NCPPB 2016	ncppb_number	exact_full_identifier	NCPPB 2016																				no_hit	
4a180f14823a44fecffd	NCPPB 2031	ncppb_number	exact_full_identifier	NCPPB 2031																				no_hit	
5b9e8a3f47b4adc490c6	NCPPB 2044	ncppb_number	exact_full_identifier	NCPPB 2044																				no_hit	
15d3aef5764598b821fb	NCPPB 2059	ncppb_number	exact_full_identifier	NCPPB 2059																				no_hit	
fa22cc619bde66c5187c	NCPPB 2061	ncppb_number	exact_full_identifier	NCPPB 2061																				no_hit	
284e5f979a7bf5e2f9c5	NCPPB 2062	ncppb_number	exact_full_identifier	NCPPB 2062																				no_hit	
64ee2241d49737926e81	NCPPB 2067	ncppb_number	exact_full_identifier	NCPPB 2067																				no_hit	
f928d9487f314a71d14e	NCPPB 2095	ncppb_number	exact_full_identifier	NCPPB 2095																				no_hit	
29dd782999a761656d1d	NCPPB 2097	ncppb_number	exact_full_identifier	NCPPB 2097																				no_hit	
d468325335398c05c236	NCPPB 2099	ncppb_number	exact_full_identifier	NCPPB 2099																				no_hit	
84de1e7ba7d05dbb2bfd	NCPPB 2147	ncppb_number	exact_full_identifier	NCPPB 2147																				no_hit	
eec2123f6cb777b97da1	NCPPB 2181	ncppb_number	exact_full_identifier	NCPPB 2181																				no_hit	
e2d15c9a88994f943e8b	NCPPB 2183	ncppb_number	exact_full_identifier	NCPPB 2183																				no_hit	
811f0e1c47c926d4319d	NCPPB 2218	ncppb_number	exact_full_identifier	NCPPB 2218																				no_hit	
50bccac8de9d4d00d15c	NCPPB 2226	ncppb_number	exact_full_identifier	NCPPB 2226																				no_hit	
e97dccda4167fad96fb1	NCPPB 2229	ncppb_number	exact_full_identifier	NCPPB 2229																				no_hit	
a6232e59a4f7f318594d	NCPPB 2247	ncppb_number	exact_full_identifier	NCPPB 2247																				no_hit	
4909a0bd0623b8b29992	NCPPB 2248	ncppb_number	exact_full_identifier	NCPPB 2248																				no_hit	
d68b0de63e9fa6e68c99	NCPPB 2249	ncppb_number	exact_full_identifier	NCPPB 2249																				no_hit	
0a002761229da32dcf1c	NCPPB 2255	ncppb_number	exact_full_identifier	NCPPB 2255																				no_hit	
9d62c83a1ebf6a4becfb	NCPPB 2257	ncppb_number	exact_full_identifier	NCPPB 2257																				no_hit	
26b450397e26d72e5e1f	NCPPB 2258	ncppb_number	exact_full_identifier	NCPPB 2258																				no_hit	
54786bf003c426fdd662	NCPPB 2269	ncppb_number	exact_full_identifier	NCPPB 2269																				no_hit	
6420269dcad134583615	NCPPB 2297	ncppb_number	exact_full_identifier	NCPPB 2297																				no_hit	
2bc63700c21b739dc042	NCPPB 2336	ncppb_number	exact_full_identifier	NCPPB 2336																				no_hit	
73f01551bb94560ccf3e	NCPPB 2370	ncppb_number	exact_full_identifier	NCPPB 2370																				no_hit	
c317507bc82719fcd1f2	NCPPB 2371	ncppb_number	exact_full_identifier	NCPPB 2371																				no_hit	
08ef2469040f5a359f5d	NCPPB 2374	ncppb_number	exact_full_identifier	NCPPB 2374																				no_hit	
51189b2194e3a9741705	NCPPB 2375	ncppb_number	exact_full_identifier	NCPPB 2375																				no_hit	
7d379153fb7185afacc9	NCPPB 2376	ncppb_number	exact_full_identifier	NCPPB 2376																				no_hit	
