ncppb_number	presence_pattern	v1_present	v2_present	v3_present	v1_v2_status	v2_v3_status	v1_v3_status	v1_v2_changed_fields	v2_v3_changed_fields	v1_v3_changed_fields	v1_current_name	v2_current_name	v3_current_name	latest_catalogue_url
NCPPB 2965	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/2965
NCPPB 2967	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/2967
NCPPB 2968	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/2968
NCPPB 2969	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/2969
NCPPB 2970	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/2970
NCPPB 2973	v1+v2+v3	yes	yes	yes	changed	unchanged	changed	name_as_received		name_as_received	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/2973
NCPPB 2977	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/2977
NCPPB 2978	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/2978
NCPPB 2982	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	https://ncppb.fera.co.uk/furtherinfo/2982
NCPPB 2983	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/2983
NCPPB 2985	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/2985
NCPPB 2986	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/2986
NCPPB 2987	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	https://ncppb.fera.co.uk/furtherinfo/2987
NCPPB 2997	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/2997
NCPPB 2998	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/2998
NCPPB 3002	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/3002
NCPPB 3003	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3003
NCPPB 3005	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas marantae Zagatto & Pereira 1963	Xanthomonas marantae Zagatto & Pereira 1963	Xanthomonas marantae Zagatto & Pereira 1963	https://ncppb.fera.co.uk/furtherinfo/3005
NCPPB 3020	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3020
NCPPB 3022	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/3022
NCPPB 3024	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/3024
NCPPB 3026	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	https://ncppb.fera.co.uk/furtherinfo/3026
NCPPB 3027	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	https://ncppb.fera.co.uk/furtherinfo/3027
NCPPB 3028	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	https://ncppb.fera.co.uk/furtherinfo/3028
NCPPB 3035	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3035
NCPPB 3040	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3040
NCPPB 3041	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3041
NCPPB 3058	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3058
NCPPB 3059	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3059
NCPPB 3060	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3060
NCPPB 3061	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3061
NCPPB 3062	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3062
NCPPB 3066	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3066
NCPPB 3078	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas arboricola Vauterin et al. 1995	Xanthomonas arboricola Vauterin et al. 1995	Xanthomonas arboricola Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3078
NCPPB 3079	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3079
NCPPB 3082	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3082
NCPPB 3086	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3086
NCPPB 3092	v1+v2+v3	yes	yes	yes	changed	unchanged	changed	name_as_received		name_as_received	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3092
NCPPB 3110	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3110
NCPPB 3114	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3114
NCPPB 3119	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3119
NCPPB 3125	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3125
NCPPB 3135	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3135
NCPPB 3136	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3136
NCPPB 3140	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3140
NCPPB 3155	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3155
NCPPB 3156	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3156
NCPPB 3161	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3161
NCPPB 3162	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3162
NCPPB 3168	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3168
NCPPB 3169	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3169
NCPPB 3170	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3170
NCPPB 3172	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3172
NCPPB 3173	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3173
NCPPB 3174	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3174
NCPPB 3176	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3176
NCPPB 3177	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/3177
NCPPB 3178	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3178
NCPPB 3182	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/3182
NCPPB 3187	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3187
NCPPB 3191	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3191
NCPPB 3192	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3192
NCPPB 3194	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3194
NCPPB 3200	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name; name_as_received	current_name; name_as_received; notes	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3200
NCPPB 3204	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3204
NCPPB 3207	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3207
NCPPB 3212	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3212
NCPPB 3213	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	https://ncppb.fera.co.uk/furtherinfo/3213
NCPPB 3215	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3215
NCPPB 3218	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name; name_as_received	current_name; name_as_received	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3218
