ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	catalogue_host	catalogue_country	ncbi_biosample_match_count	ncbi_assembly_count	ncbi_sra_run_count	ncbi_bioproject_count	ncbi_sequence_resource_count	ncbi_record_match_count	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_eligible_sequence_resource_count	ncbi_taxonomy_blocked_resource_count	has_confirmed_ncbi_data	ncbi_data_status	sequence_availability_category	phylogeny_readiness	manual_review_required	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	assembly_accessions	sra_run_accessions	bioproject_accessions	taxonomy_blocked_biosample_accessions
NCPPB 4373	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus aurantifolia	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4374	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus aurantifolia	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4375	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus sinensis - common sweet orange	Brazil (Parana).	0	0	0	0	0	0	0	0	0	0	no	provisional_match_requires_review	ambiguous_needs_review	identity_review_required_before_use	yes							
NCPPB 4376	present_in_both	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus paradisi x Poncirus trifoliata	USA	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMEA114332027	GCF_963669575.1	ERR12095366	GCF_963669575.1	ERR12095366	PRJEB65884	
NCPPB 4377	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus - lemon	Argentina	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4378	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN20034692	GCF_019209705.1	SRR29823136	GCF_019209705.1	SRR29823136	PRJNA743420	
NCPPB 4379	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	2	2	3	5	5	12	2	3	5	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN49535423; SAMN00991242	GCF_000277895.2; GCF_055597685.1	SRR34103838; SRR34105446; SRR494484	GCF_055597685.1; GCF_000277895.2	SRR34103838; SRR34105446; SRR494484	PRJNA1280879; PRJNA73877; PRJNA73875	
NCPPB 4380	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	1	1	1	4	2	7	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN00991243	GCF_000277915.1	SRR494485	GCF_000277915.1	SRR494485	PRJNA73879; PRJNA73875	
NCPPB 4381	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	2	2	3	4	5	11	2	3	5	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN49535422; SAMN00002877	GCF_000159815.1; GCF_055598165.1	SRR020203; SRR34103839; SRR34105447	GCF_055598165.1; GCF_000159815.1	SRR34103839; SRR34105447; SRR020203	PRJNA1280879; PRJNA31215	
NCPPB 4383	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN00991249		SRR494493		SRR494493	PRJNA163289	
NCPPB 4384	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN00991244	GCF_000277935.1	SRR494488	GCF_000277935.1	SRR494488	PRJNA73881; PRJNA73875	
NCPPB 4385	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4386	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Uganda	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4387	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	D.R.Congo	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN00991250		SRR494494		SRR494494	PRJNA163291	
NCPPB 4388	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	D.R.Congo	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4389	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Rwanda	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN00991251		SRR494495		SRR494495	PRJNA163293	
NCPPB 4390	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Rwanda	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN20034693	GCF_019209735.1	SRR29823135	GCF_019209735.1	SRR29823135	PRJNA743420	
NCPPB 4391	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Rwanda	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN41763921		SRR29334731		SRR29334731	PRJNA743420	
NCPPB 4392	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Tanzania	2	1	1	4	2	8	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN02471739; SAMN00991254	GCF_000277955.1	SRR494498	GCF_000277955.1	SRR494498	PRJNA163301; PRJNA73875	
NCPPB 4393	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Tanzania	3	1	2	4	3	10	0	1	1	7	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	yes	SAMN42486834; SAMN02471171; SAMN00752561	GCF_000225975.1	SRR29823053; SRR364088		SRR29823053	PRJNA743420	SAMN00752561; SAMN02471171
NCPPB 4394	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Tanzania	1	1	1	4	2	7	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN00991245	GCF_000277975.1	SRR494489	GCF_000277975.1	SRR494489	PRJNA73883; PRJNA73875	
NCPPB 4395	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa	Tanzania	2	1	3	4	4	10	1	3	4	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN49535421; SAMN00991246	GCF_055597605.1	SRR34103840; SRR34105448; SRR494490	GCF_055597605.1	SRR34103840; SRR34105448; SRR494490	PRJNA1280879; PRJNA73875	
NCPPB 4397	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Allium cepa	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4398	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Allium cepa	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4399	present_in_both	Xanthomonas campestris pv. tardicrescens (McCulloch 1937) Dye 1978	Xanthomonas	current_xanthomonas	Iris germanica	New Zealand	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4402	present_in_both	Xanthomonas axonopodis	Xanthomonas	current_xanthomonas	Manihot esculenta	Niger	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4403	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Gossypium sp. (cotton)	USA	3	1	0	5	1	9	1	0	1	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN43282785; SAMN43281686; SAMD00253057	GCF_042431565.1		GCF_042431565.1		PRJNA595761	
NCPPB 4404	present_in_both	Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981	Xanthomonas	current_xanthomonas	Thespesia populnea, leaf spot	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4405	present_in_both	Xanthomonas bromi Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Bromus willdenowii	New Zealand	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4407	present_in_both	Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Saccharum officinarus	Guadaloupe	1	1	0	3	1	5	1	0	1	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN03265443	GCF_000831625.1		GCF_000831625.1		PRJNA270308	
NCPPB 4409	present_in_both	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas	current_xanthomonas	Fragariae ananassa	Italy (Cesena)	1	1	0	3	1	5	1	0	1	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMEA104393682	GCF_900240435.1		GCF_900240435.1		PRJEB23514	
NCPPB 4410	present_in_both	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Daucus carota		0	0	0	0	0	0	0	0	0	0	no	provisional_match_requires_review	ambiguous_needs_review	identity_review_required_before_use	yes							
NCPPB 4411	present_in_both	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Daucus carota		0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4412	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Medicago sativa	India	2	1	2	4	3	9	1	2	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN05003921; SAMN02903171	GCF_001401625.1	SRR1510075; SRR3530426	GCF_001401625.1	SRR3530426; SRR1510075	PRJNA321805; PRJNA254238	
NCPPB 4413	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Wallflower	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4414	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Wallflower		0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4415	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Wallflower		0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4416	missing_from_v2_snapshot	Xanthomonas campestris (Pammel 1895) Dowson 1939		historical_missing_from_current_snapshot			0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	not_in_current_snapshot	not_in_current_snapshot	no							
NCPPB 4418	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas			0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4433	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa - Banana	Burundi	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN00991252		SRR494496		SRR494496	PRJNA163297	
NCPPB 4434	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas	current_xanthomonas	Musa - Banana	Kenya	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN00991253		SRR494497		SRR494497	PRJNA163299	
NCPPB 4435	present_in_both	Xanthomonas hortorum Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Artemesia annua	Uganda	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4446	present_in_both	Xanthomonas dyei Young et al. 2010	Xanthomonas	current_xanthomonas	Metrosideros excelsa	New Zealand	6	4	2	7	6	19	4	2	6	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN56511376; SAMN05560230; SAMN43282364; SAMN43282128; SAMN43281663; SAMD00253031	GCF_002939865.1; GCF_042432045.1; GCF_042648245.1; GCF_042685705.1	SRR37629082; SRR37789899	GCF_002939865.1; GCF_042685705.1; GCF_042648245.1; GCF_042432045.1	SRR37629082; SRR37789899	PRJNA1437458; PRJNA338624; PRJNA595761	
NCPPB 4448	present_in_both	Xanthomonas translucens pv. pistaciae Giblot-Ducray et al 2009	Xanthomonas	current_xanthomonas	Pistachio	Australia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4449	present_in_both	Xanthomonas cerealis pv. pistaciae Tambong et al. 2024	Xanthomonas	current_xanthomonas	Pistachio	Australia	1	1	0	3	1	5	0	0	0	5	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN21172023	GCF_021906995.1					SAMN21172023
NCPPB 4450	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Cheiranthus (wallflower)	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4451	present_in_both	Xanthomonas campestris pv. raphani (White 1930) Dye 1978	Xanthomonas	current_xanthomonas	Cheiranthus	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4466	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Lobelia erinus	UK	2	2	4	4	6	12	2	4	6	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42161493; SAMN40354561	GCF_040203125.2; GCF_056725105.1	SRR28281429; SRR29644153; SRR30040128; SRR30293598	GCF_056725105.1; GCF_040203125.2	SRR29644153; SRR30040128; SRR28281429; SRR30293598	PRJNA1129555; PRJNA991976	
NCPPB 4468	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Lobelia erinus	UK	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42161495	GCF_041475675.1	SRR29644181; SRR30040126	GCF_041475675.1	SRR29644181; SRR30040126	PRJNA1129555	
NCPPB 4584	present_in_both	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	Xanthomonas	current_xanthomonas	Arrenatherum elatius	SWITZERLAND	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4590	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus aurantifolia	USA	5	4	6	7	10	22	4	6	10	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN40354539; SAMN47254572; SAMEA114332011; SAMN05003919; SAMN02903175	GCF_001401655.1; GCF_040202855.1; GCF_056846615.1; GCF_963669775.1	ERR12095350; SRR1509921; SRR28281414; SRR30293561; SRR32606474; SRR3530231	GCF_040202855.1; GCF_056846615.1; GCF_963669775.1; GCF_001401655.1	SRR28281414; SRR30293561; SRR32606474; ERR12095350; SRR3530231; SRR1509921	PRJNA991976; PRJNA1232944; PRJEB65884; PRJNA321802; PRJNA254373	
NCPPB 4594	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Phaseolus vulgaris	Rwanda	1	0	2	1	2	4	0	0	0	4	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN56511377		SRR37629081; SRR37789898				SAMN56511377
NCPPB 4600	present_in_both	Xanthomonas nasturtii Vicente et al. 2017	Xanthomonas	current_xanthomonas	Nasturtium officinale	Florida, USA	2	2	3	4	5	11	2	3	5	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN27412262; SAMN04922375	GCF_001660815.1; GCF_023337295.3	SRR25378124; SRR27397231; SRR6131963	GCF_023337295.3; GCF_001660815.1	SRR25378124; SRR27397231; SRR6131963	PRJNA982082; PRJNA320159	
NCPPB 4601	present_in_both	Xanthomonas floridensis Vicente et al. 2017	Xanthomonas	current_xanthomonas	Nasturtium officinale	Florida, USA	2	2	2	4	4	10	2	2	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN36318506; SAMN04922374	GCF_001642575.1; GCF_034929335.1	SRR25160157; SRR6130696	GCF_034929335.1; GCF_001642575.1	SRR25160157; SRR6130696	PRJNA991923; PRJNA320158	
NCPPB 4613	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas	current_xanthomonas	Zea mays	USA	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN36357967	GCF_030551435.2	SRR25194058	GCF_030551435.2	SRR25194058	PRJNA992549	
NCPPB 4614	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas	current_xanthomonas	Zea mays	South Africa	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	yes	SAMN36357968	GCF_030551355.2	SRR25194047	GCF_030551355.2	SRR25194047	PRJNA992549	
NCPPB 4615	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Unknown	Germany	0	0	0	0	0	0	0	0	0	0	no	provisional_match_requires_review	ambiguous_needs_review	identity_review_required_before_use	yes							
NCPPB 4618	present_in_both	Xanthomonas phaseoli (ex Smith) Gabriel et al. 1989 VP	Xanthomonas	current_xanthomonas	Phaeolus vulgaris	USA	1	1	0	1	1	3	1	0	1	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN26806290	GCA_022749655.1		GCA_022749655.1		PRJNA817702	
NCPPB 4622	present_in_both	Xanthomonas nasturtii	Xanthomonas	current_xanthomonas	Nasturtium officinale	Spain	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4623	present_in_both	Xanthomonas arboricola pv. pruni (Smith) Vauterin et al.	Xanthomonas	current_xanthomonas	Prunus laurocerasus	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4625	present_in_both	Xanthomonas campestris pv. armoraciae	Xanthomonas	current_xanthomonas	Iberis sp.	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4629	present_in_both	Xanthomonas dyei Young et al. 2010	Xanthomonas	current_xanthomonas	Eriostemon myoporoides	New Zealand	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN56511378		SRR37629080; SRR37789897		SRR37629080; SRR37789897	PRJNA1437458	
NCPPB 4630	present_in_both	Xanthomonas dyei Young et al. 2010	Xanthomonas	current_xanthomonas	Aralia sp.	New Zealand	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN56511379		SRR37629079; SRR37789896		SRR37629079; SRR37789896	PRJNA1437458	
NCPPB 4631	present_in_both	Xanthomonas campestris	Xanthomonas	current_xanthomonas	Erysimum cheiri	UK	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN40354518	GCF_040194495.1	SRR28281129; SRR30295612	GCF_040194495.1	SRR28281129; SRR30295612	PRJNA991952	
NCPPB 4632	present_in_both	Xanthomonas dyei pv. eucalypti Young et al. 2010	Xanthomonas	current_xanthomonas	Eucalyptus sp. (Gum Tree)	New Zealand	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN56511380		SRR37629078; SRR37789895		SRR37629078; SRR37789895	PRJNA1437458	
