ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 4373	SAMN17386098	17386098	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386098
NCPPB 4373	SAMN17386097	17386097	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386097
NCPPB 4373	SAMN17386096	17386096	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386096
NCPPB 4373	SAMN17386095	17386095	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386095
NCPPB 4373	SAMN17386094	17386094	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386094
NCPPB 4373	SAMN17386093	17386093	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386093
NCPPB 4373	SAMN17386092	17386092	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386092
NCPPB 4373	SAMN17386091	17386091	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386091
NCPPB 4373	SAMN17386090	17386090	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386090
NCPPB 4373	SAMN17386089	17386089	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386089
NCPPB 4373	SAMN17386088	17386088	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386088
NCPPB 4373	SAMN17386087	17386087	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386087
NCPPB 4373	SAMN17386086	17386086	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386086
NCPPB 4373	SAMN17386085	17386085	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386085
NCPPB 4373	SAMN17386084	17386084	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386084
NCPPB 4373	SAMN17386083	17386083	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386083
NCPPB 4373	SAMN17386082	17386082	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386082
NCPPB 4373	SAMN17386081	17386081	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386081
NCPPB 4373	SAMN17386080	17386080	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386080
NCPPB 4373	SAMN17386079	17386079	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386079
NCPPB 4373	SAMN17386078	17386078	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386078
NCPPB 4373	SAMN17386077	17386077	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386077
NCPPB 4373	SAMN17386076	17386076	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386076
NCPPB 4373	SAMN17386075	17386075	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386075
NCPPB 4373	SAMN17386074	17386074	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386074
NCPPB 4373	SAMN17386073	17386073	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386073
NCPPB 4373	SAMN17386072	17386072	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386072
NCPPB 4373	SAMN17386071	17386071	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386071
NCPPB 4373	SAMN17386070	17386070	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386070
NCPPB 4373	SAMN17386069	17386069	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386069
NCPPB 4373	SAMN17386068	17386068	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386068
NCPPB 4373	SAMN17386067	17386067	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386067
NCPPB 4373	SAMN17386066	17386066	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386066
NCPPB 4373	SAMN17386065	17386065	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386065
NCPPB 4373	SAMN17386064	17386064	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386064
NCPPB 4373	SAMN17386063	17386063	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386063
NCPPB 4373	SAMN17386062	17386062	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386062
NCPPB 4373	SAMN17386061	17386061	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386061
NCPPB 4373	SAMN17386060	17386060	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386060
NCPPB 4373	SAMN17386059	17386059	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386059
NCPPB 4373	SAMN17386058	17386058	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386058
NCPPB 4373	SAMN17386057	17386057	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386057
NCPPB 4373	SAMN17386056	17386056	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386056
NCPPB 4373	SAMN17386055	17386055	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386055
NCPPB 4373	SAMN17386054	17386054	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386054
NCPPB 4373	SAMN17386053	17386053	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386053
NCPPB 4373	SAMN17386052	17386052	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386052
NCPPB 4373	SAMN17386051	17386051	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386051
NCPPB 4373	SAMN17386050	17386050	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386050
NCPPB 4373	SAMN17386049	17386049	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386049
NCPPB 4373	SAMN17386048	17386048	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386048
NCPPB 4373	SAMN17386047	17386047	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386047
NCPPB 4373	SAMN17386046	17386046	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386046
NCPPB 4373	SAMN17386045	17386045	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386045
NCPPB 4373	SAMN17386044	17386044	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386044
NCPPB 4373	SAMN17386043	17386043	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386043
NCPPB 4373	SAMN17386042	17386042	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386042
NCPPB 4373	SAMN17386041	17386041	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386041
NCPPB 4373	SAMN17386040	17386040	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386040
NCPPB 4373	SAMN17386039	17386039	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386039
NCPPB 4373	SAMN17386038	17386038	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386038
NCPPB 4373	SAMN17386037	17386037	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386037
NCPPB 4373	SAMN17386036	17386036	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386036
NCPPB 4373	SAMN17386035	17386035	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386035
NCPPB 4373	SAMN17386034	17386034	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386034
NCPPB 4373	SAMN17386033	17386033	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386033
NCPPB 4373	SAMN17386032	17386032	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386032
NCPPB 4373	SAMN17386031	17386031	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386031
NCPPB 4373	SAMN17386030	17386030	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386030
NCPPB 4373	SAMN17386029	17386029	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386029
NCPPB 4373	SAMN17386028	17386028	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386028
NCPPB 4373	SAMN17386027	17386027	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386027
NCPPB 4373	SAMN17386026	17386026	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386026
NCPPB 4373	SAMN17386025	17386025	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386025
NCPPB 4373	SAMN17386024	17386024	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386024
NCPPB 4373	SAMN17386023	17386023	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386023
NCPPB 4373	SAMN17386022	17386022	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386022
NCPPB 4373	SAMN17386021	17386021	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386021
NCPPB 4373	SAMN17386020	17386020	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386020
NCPPB 4373	SAMN17386019	17386019	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386019
NCPPB 4373	SAMN17386018	17386018	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386018
NCPPB 4373	SAMN17386017	17386017	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386017
NCPPB 4373	SAMN17386016	17386016	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386016
NCPPB 4373	SAMN17386015	17386015	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386015
NCPPB 4373	SAMN17386014	17386014	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386014
NCPPB 4373	SAMN17386013	17386013	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386013
NCPPB 4373	SAMN17386012	17386012	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386012
NCPPB 4373	SAMN17386011	17386011	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386011
NCPPB 4373	SAMN17386010	17386010	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386010
NCPPB 4373	SAMN17386009	17386009	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386009
NCPPB 4373	SAMN17386008	17386008	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386008
NCPPB 4373	SAMN17386007	17386007	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386007
NCPPB 4373	SAMN17386006	17386006	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386006
NCPPB 4373	SAMN17386005	17386005	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386005
NCPPB 4373	SAMN17386004	17386004	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386004
NCPPB 4373	SAMN17386003	17386003	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386003
NCPPB 4373	SAMN17386002	17386002	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386002
NCPPB 4373	SAMN17386001	17386001	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386001
NCPPB 4373	SAMN17386000	17386000	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386000
NCPPB 4373	SAMN17385999	17385999	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385999
NCPPB 4373	SAMN17385998	17385998	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385998
NCPPB 4373	SAMN17385997	17385997	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385997
NCPPB 4373	SAMN17385996	17385996	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385996
NCPPB 4373	SAMN17385995	17385995	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385995
NCPPB 4373	SAMN17385994	17385994	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385994
NCPPB 4373	SAMN17385993	17385993	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385993
NCPPB 4373	SAMN17385992	17385992	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385992
NCPPB 4373	SAMN17385991	17385991	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385991
NCPPB 4373	SAMN17385990	17385990	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385990
NCPPB 4373	SAMN17385989	17385989	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385989
NCPPB 4373	SAMN17385988	17385988	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385988
NCPPB 4373	SAMN17385987	17385987	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385987
NCPPB 4373	SAMN17385986	17385986	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385986
NCPPB 4373	SAMN17385985	17385985	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385985
NCPPB 4373	SAMN17385984	17385984	other_references	expected_genus	Xanthomonas campestris	339					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385984
