ncppb_number	snapshot_status	v1_current_name	v2_current_name	v1_other_references	v2_other_references	name_changed	other_references_changed
NCPPB 3060	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	This isolate was isolated by H. Maraite N578	This isolate was isolated by H. Maraite N578	no	no
NCPPB 3061	present_in_both	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	This isolate is also in the collections; ICMP 8816, LMG 671 This isolate was isolated by M. Maraite R662	This isolate is also in the collections; ICMP 8816, LMG 671 This isolate was isolated by M. Maraite R662	no	no
NCPPB 3062	present_in_both	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	This isolate is also in the collections; LMG 672 This isolate was isolated by M. Maraite R704	This isolate is also in the collections; LMG 672 This isolate was isolated by M. Maraite R704	no	no
NCPPB 3066	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	This isolate was isolated by J.E. Sellwood A960	This isolate was isolated by J.E. Sellwood A960	no	no
NCPPB 3078	present_in_both	Xanthomonas arboricola Vauterin et al. 1995	Xanthomonas arboricola Vauterin et al. 1995	The donor reference is ENA503 This isolate was isolated by ex A. Frenhani	The donor reference is ENA503 This isolate was isolated by ex A. Frenhani	no	no
NCPPB 3079	present_in_both	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	This isolate is also in the collections; ICMP 8919, LMG 9053 This isolate was isolated by C.F. Robbs ENA 2154	This isolate is also in the collections; ICMP 8919, LMG 9053 This isolate was isolated by C.F. Robbs ENA 2154	no	no
NCPPB 3082	present_in_both	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	This isolate was isolated by C.F. Robbs ENA 2564	This isolate was isolated by C.F. Robbs ENA 2564	no	no
NCPPB 3086	present_in_both	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	This isolate is also in the collections; ICMP 6502, LMG 9046 The source of this isolate was ex ITCC 29 ex N.M. Pant	This isolate is also in the collections; ICMP 6502, LMG 9046 The source of this isolate was ex ITCC 29 ex N.M. Pant	no	no
NCPPB 3092	present_in_both	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	The donor reference is B7090 This isolate is also in the collections; ICMP 6574, LMG 9045 This isolate was isolated by ex Y.S. Kulkarni	The donor reference is B7090 This isolate is also in the collections; ICMP 6574, LMG 9045 This isolate was isolated by ex Y.S. Kulkarni	no	no
NCPPB 3110	present_in_both	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	This isolate was isolated by C.F. Robbs ENA 2530	This isolate was isolated by C.F. Robbs ENA 2530	no	no
NCPPB 3114	present_in_both	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	This isolate is also in the collections; ICMP 6747, LMG 9051 This isolate was isolated by ex N.M. Pant P30 The source of this isolate was ex ITCC	This isolate is also in the collections; ICMP 6747, LMG 9051 This isolate was isolated by ex N.M. Pant P30 The source of this isolate was ex ITCC	no	no
NCPPB 3119	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	This isolate was isolated by ex J. Mahillon	This isolate was isolated by ex J. Mahillon	no	no
NCPPB 3125	present_in_both	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	This isolate was isolated by M.L. Moffett 0839	This isolate was isolated by M.L. Moffett 0839	no	no
NCPPB 3135	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.			no	no
NCPPB 3136	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	This isolate was isolated by J.R. Neto 246	This isolate was isolated by J.R. Neto 246	no	no
NCPPB 3140	present_in_both	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	The donor reference is 120	The donor reference is 120	no	no
NCPPB 3155	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	This isolate was isolated by C. Bazzi 1192-IPV-BO	This isolate was isolated by C. Bazzi 1192-IPV-BO	no	no
NCPPB 3156	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	This isolate was isolated by U. Mazzucchi 1236 IPV-BO	This isolate was isolated by U. Mazzucchi 1236 IPV-BO	no	no
NCPPB 3161	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	The donor reference is B6812 This isolate was isolated by ex G. Persley C6	The donor reference is B6812 This isolate was isolated by ex G. Persley C6	no	no
NCPPB 3162	present_in_both	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	This isolate was isolated by J.F. Bradbury B6892b	This isolate was isolated by J.F. Bradbury B6892b	no	no
NCPPB 3168	present_in_both	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	The donor reference is B7147	The donor reference is B7147	no	no
NCPPB 3169	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; CFBP 7114 This isolate was isolated by J.F. Bradbury B 7166	This isolate is also in the collections; CFBP 7114 This isolate was isolated by J.F. Bradbury B 7166	no	no
NCPPB 3170	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	This isolate was isolated by J.F. Bradbury B7205	This isolate was isolated by J.F. Bradbury B7205	no	no
NCPPB 3172	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	The donor reference is B7299 This isolate was isolated by ex G. Persley 1	The donor reference is B7299 This isolate was isolated by ex G. Persley 1	no	no
NCPPB 3173	present_in_both	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	This isolate was isolated by J.F. Bradbury B7343	This isolate was isolated by J.F. Bradbury B7343	no	no
NCPPB 3174	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B7344b This isolate was isolated by J.f. Bradbury	The donor reference is B7344b This isolate was isolated by J.f. Bradbury	no	no
NCPPB 3176	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	This isolate was isolated by J.F. Bradbury B7380	This isolate was isolated by J.F. Bradbury B7380	no	no
NCPPB 3177	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	The donor reference is B7385 This isolate was isolated by ex N.M. Kalyni No3	The donor reference is B7385 This isolate was isolated by ex N.M. Kalyni No3	no	no
NCPPB 3178	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	This isolate was isolated by J.F. Bradbury B7440a	This isolate was isolated by J.F. Bradbury B7440a	no	no
NCPPB 3182	present_in_both	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	This isolate was isolated by J.F. Bradbury B 7567	This isolate was isolated by J.F. Bradbury B 7567	no	no
NCPPB 3187	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; CFBP 7115 This isolate was isolated by J.F. Bradbury B 7613a	This isolate is also in the collections; CFBP 7115 This isolate was isolated by J.F. Bradbury B 7613a	no	no
NCPPB 3191	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	The donor reference is B7790 This isolate was isolated by ex A.L.G. Pereira BM12 The source of this isolate was ex H. Maraite	The donor reference is B7790 This isolate was isolated by ex A.L.G. Pereira BM12 The source of this isolate was ex H. Maraite	no	no
NCPPB 3192	present_in_both	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	The donor reference is B7791 This isolate is also in the collections; NCPPB 3061 This isolate was isolated by ex M. Maraite R662	The donor reference is B7791 This isolate is also in the collections; NCPPB 3061 This isolate was isolated by ex M. Maraite R662	no	no
NCPPB 3194	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	This isolate was isolated by J.F. Bradbury B7797	This isolate was isolated by J.F. Bradbury B7797	no	no
NCPPB 3200	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B8059 This isolate was isolated by J.F. Bradbury	The donor reference is B8059 This isolate was isolated by J.F. Bradbury	no	no
NCPPB 3204	present_in_both	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	The donor reference is B8327 This isolate was isolated by ex R. Billington	The donor reference is B8327 This isolate was isolated by ex R. Billington	no	no
NCPPB 3207	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	This isolate was isolated by J.F. Bradbury B8511	This isolate was isolated by J.F. Bradbury B8511	no	no
NCPPB 3212	present_in_both	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	This isolate was isolated by J.F. Bradbury B 8597	This isolate was isolated by J.F. Bradbury B 8597	no	no
NCPPB 3213	present_in_both	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	The donor reference is B 8600 This isolate is also in the collections; ICMP 8918 This isolate was isolated by ex B.P. Chakravarti BlP	The donor reference is B 8600 This isolate is also in the collections; ICMP 8918 This isolate was isolated by ex B.P. Chakravarti BlP	no	no
NCPPB 3215	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	The donor reference is B8613 This isolate was isolated by ex R. Raemakers 4	The donor reference is B8613 This isolate was isolated by ex R. Raemakers 4	no	no
NCPPB 3218	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B8718 This isolate was isolated by C.P. Bennett Y3	The donor reference is B8718 This isolate was isolated by C.P. Bennett Y3	no	no
NCPPB 3229	present_in_both	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	The donor reference is Xg 719 This isolate is also in the collections; ICMP 7727, LMG 727, CFBP 2056, ATCC 33803 This isolate was isolated by ex J. Herzog Xg 102	The donor reference is Xg 719 This isolate is also in the collections; ICMP 7727, LMG 727, CFBP 2056, ATCC 33803 This isolate was isolated by ex J. Herzog Xg 102	no	no
NCPPB 3230	present_in_both	Xanthomonas graminis pv. poae Tambong et al. 2024	Xanthomonas graminis pv. poae Tambong et al. 2024	The donor reference is 724 This isolate is also in the collections; ICMP 7726, LMG 728, CFBP 2057, ATCC 33804 This isolate was isolated by ex J. Herzog Xg 122	The donor reference is 724 This isolate is also in the collections; ICMP 7726, LMG 728, CFBP 2057, ATCC 33804 This isolate was isolated by ex J. Herzog Xg 122	no	no
NCPPB 3231	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	The donor reference is Xg 729 This isolate is also in the collections; ICMP 7725, LMG 730, CFBP 2062, ATCC 33805 This isolate was isolated by ex D. Schmidt Xg 135	The donor reference is Xg 729 This isolate is also in the collections; ICMP 7725, LMG 730, CFBP 2062, ATCC 33805 This isolate was isolated by ex D. Schmidt Xg 135	no	no
NCPPB 3232	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	The donor reference is XC59 This isolate was isolated by ex V. Rossetti IBSP-164	The donor reference is XC59 This isolate was isolated by ex V. Rossetti IBSP-164	no	no
NCPPB 3233	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is XC70 This isolate is also in the collections; LMG 9181, CIVEROLO XC70 This isolate was isolated by ex V. Rossetti The source of this isolate was ex J.W. Miller IBSF 512 'C' type 1	The donor reference is XC70 This isolate is also in the collections; LMG 9181, CIVEROLO XC70 This isolate was isolated by ex V. Rossetti The source of this isolate was ex J.W. Miller IBSF 512 'C' type 1	no	no
NCPPB 3234	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	The donor reference is XC62 This isolate was isolated by ex M. Koizumi 6501S	The donor reference is XC62 This isolate was isolated by ex M. Koizumi 6501S	no	no
NCPPB 3235	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	The donor reference is XC63 This isolate was isolated by ex M. Koizumi 7801	The donor reference is XC63 This isolate was isolated by ex M. Koizumi 7801	no	no
NCPPB 3236	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is XC64 This isolate is also in the collections; ICMP 15806, LMG 9179, CFBP 2901, CIVEROLO XC64 The source of this isolate was ex M. Goto B-4	The donor reference is XC64 This isolate is also in the collections; ICMP 15806, LMG 9179, CFBP 2901, CIVEROLO XC64 The source of this isolate was ex M. Goto B-4	no	no
NCPPB 3237	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is XC69 The source of this isolate was ex J.W. Miller XCll 'B' type 4	The donor reference is XC69 The source of this isolate was ex J.W. Miller XCll 'B' type 4	no	no
