ncppb_number	ncppb_current_name	snapshot_status	all_searchable_identifiers	confirmed_biosample_accessions	provisional_biosample_accessions	ncppb_track_biosample_accessions	other_references_track_biosample_accessions	historical_v1_recheck_biosample_accessions	assembly_accessions	assembly_levels	sra_run_accessions	bioproject_accessions	provisional_assembly_accessions	provisional_sra_run_accessions	provisional_bioproject_accessions	sequence_availability_category	identity_match_status	taxonomy_consistency_status	taxonomy_review_required	manual_review_required	review_reason	accepted_candidate_count	review_candidate_count	rejected_candidate_count
NCPPB 45	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 45	SAMN36346970		SAMN36346970			GCA_035026565.1	Contig	SRR25183331	PRJNA988133				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 101	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 101; ICMP 204; LMG 673; DSM 18958	SAMN22555467		SAMN22555467			GCF_020783895.1	Contig	SRR22272561	PRJNA774146				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 109	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 109													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 113	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 113	SAMN42178446		SAMN42178446			GCF_053571385.1	Contig	SRR29654663; SRR30041332	PRJNA1129907				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 151	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	present_in_v2_snapshot	NCPPB 151	SAMN56511362		SAMN56511362					SRR37629063; SRR37789880	PRJNA1437458				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 174	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 174													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 181	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 181													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 182	Xanthomonas sp. (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 182; ATCC 13901; ICMP 305; LMG 896													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 184	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 184; ATCC 13902; ICPB XV101													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 185	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 185													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 186	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 186													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 187	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 187													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 195	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 195													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 196	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 196													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 200	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 200													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 205	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 205													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 206	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	present_in_v2_snapshot	NCPPB 206; ICMP 326; LMG 8284; CFBP 7162	SAMN36357966; SAMN00991256		SAMN36357966; SAMN00991256			GCF_030551425.2; GCF_000278035.1	Contig; Scaffold	SRR25194059; SRR494500	PRJNA992549; PRJNA73871; PRJNA73853				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 208	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 208													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 210	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 210													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 211	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 211	SAMN13783128		SAMN13783128			GCF_014798375.1	Contig	SRR11234665	PRJNA599566				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 212	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 212													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 220	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 220	SAMN03262509		SAMN03262509			GCF_000808715.2	Contig	SRR2052885	PRJNA270010				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 226	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 226	SAMN13783184		SAMN13783184			GCF_014797395.1	Contig	SRR11234664	PRJNA599566				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 230	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 230	SAMN40354569		SAMN40354569			GCF_040202495.1	Scaffold	SRR28281421; SRR30293564	PRJNA991976				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 232	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 232	SAMEA6962647		SAMEA6962647			GCF_903978195.1	Complete Genome	ERR4326259; ERR4327117	PRJEB38812				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 240	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 240													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 241	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 241													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 243	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 243													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 273	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 273													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 279	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 279													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 290	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 290													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 293	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 293													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 301	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 301	SAMN03175018		SAMN03175018			GCF_000785945.1	Contig	SRR2052879	PRJNA266886				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 302	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 302													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 305	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 305													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 315	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 315; XS52/5													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	present_in_v2_snapshot	NCPPB 347; ICMP 7; LMG 535	SAMN22552829; SAMN17385947		SAMN22552829; SAMN17385947	SAMN17385947		GCF_020731405.1	Contig	SRR29823152; SRR14648465	PRJNA774128; PRJNA693392				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 348	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 348													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 362	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 362													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 381; ATCC 19315; LMG 826; ICMP 239; CFBP 6165	SAMN03142398; SAMN40354536; SAMN06829306; SAMN02903172		SAMN03142398; SAMN40354536	SAMN06829306; SAMN02903172		GCF_000788075.1; GCF_040202995.2; GCF_002759215.2; GCF_001401605.1	Contig; Complete Genome	SRR2052644; SRR28281417; SRR30293625; SRR13975653; SRR13997422; SRR1510073	PRJNA264772; PRJNA991976; PRJNA384145; PRJNA254368				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		4	0	0
NCPPB 400	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 400													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 403	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 403													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 404	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 404	SAMN36346971		SAMN36346971			GCA_035026745.1	Contig	SRR25183330	PRJNA988133				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 405	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 405													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 406	SAMN13783185		SAMN13783185			GCF_014797385.1	Contig	SRR11234661	PRJNA599566				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 407	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 407													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 408	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 408													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	present_in_v2_snapshot	NCPPB 409; ICMP 24; LMG 682; CFBP 2525	SAMEA114331998; SAMN13783182		SAMEA114331998	SAMN13783182		GCF_963669875.1; GCF_014797425.1	Contig	ERR12095337; SRR11234614	PRJEB65884; PRJNA599566				draft_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 410	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 410													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 411	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 411; ICMP 35; CFBP 2528; LMG 747; ATCC 49083	SAMN43400626; SAMN03352151			SAMN43400626; SAMN03352151		GCF_001013475.1	Scaffold		PRJNA275685				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 412	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 412													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 414	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 414													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 415	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 415													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 416	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 416; ATCC 19316; ICMP 51; LMG 852; CFBP 2535	SAMN41996497; SAMN39942831; SAMN00188641		SAMN41996497; SAMN39942831	SAMN00188641		GCF_041464225.1	Complete Genome	SRR29500231; SRR30016867; SRR27966376	PRJNA1127218; PRJNA1076490				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 418	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 418													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 419	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 419													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 420	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 420													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 421	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 421													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 422	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 422; ICMP 63; LMG 911; ATCC 35937	SAMN02471773; SAMN05823154			SAMN02471773; SAMN05823154		GCF_000192025.1; GCF_001908725.1	Contig; Complete Genome		PRJNA60019; PRJNA344031				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 423	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 423; ICMP 65; LMG 916													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 424	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 424; ICMP 66; LMG 917													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 425	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 425	SAMN40354566		SAMN40354566					SRR28281424	PRJNA991976				raw_reads_only	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 457	Xanthomonas axonopodis pv. axonopodis Starr & Garces 1950	present_in_v2_snapshot	NCPPB 457; ATCC 19312; ICMP 50; LMG 982; DSMZ 3585; XA103	SAMN02903173			SAMN02903173		GCF_001401595.1	Contig	SRR1509983	PRJNA254369				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 464	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	present_in_v2_snapshot	NCPPB 464; ICMP 359; LMG 9052	SAMN41997686; SAMN19988989		SAMN41997686; SAMN19988989			GCA_041281645.2; GCA_019201065.3	Complete Genome	SRR29501486; SRR30017108; SRR15305434; SRR27397079	PRJNA1127243; PRJNA742925				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 465	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	present_in_v2_snapshot	NCPPB 465	SAMN41997687		SAMN41997687			GCA_041464235.1	Complete Genome	SRR29501485; SRR30017107	PRJNA1127243				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 466	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 466; ICMP 360; LMG 859	SAMN09425328; SAMEA3138416			SAMN09425328; SAMEA3138416		GCF_000285775.1	Contig		PRJNA73081				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 473	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 473													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 476	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 476													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 477	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 477													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 478	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 478	SAMN42178451		SAMN42178451			GCF_053646535.1	Contig	SRR29654630	PRJNA1129911				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 479	Xanthomonas axonopodis pv. melhusii (Patel et al. 1952) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 479													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 480	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 480; CFBP 7121													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 481	Xanthomonas axonopodis pv. desmodii (Patel 1949) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 481; ATCC 11640; ICMP 315; LMG 692; ICPB XD105	SAMN42278566		SAMN42278566					SRR29692761; SRR30016545	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 485	Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 485; XB109; ICPB XB109	SAMN42284446		SAMN42284446					SRR29695153; SRR30036952	PRJNA1131447				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 488	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 488; ICPB XR101; ATCC 11767; LMG 7441; ICMP 248	SAMN42178439		SAMN42178439			GCF_053571405.1	Complete Genome	SRR29654670; SRR30041327	PRJNA1129907				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 490	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 490; ATCC 11637; ICMP 5740; LMG 941; CFBP 1716; ICPB PM114	SAMN41471108; SAMEA2272013			SAMN41471108; SAMEA2272013		GCF_042638415.1; GCF_000263335.2	Complete Genome		PRJNA1113937; PRJEA86101				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 509	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 509; LMG 919	SAMN03175433			SAMN03175433		GCF_001469445.1	Contig	SRR4717825	PRJNA266916				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 510	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 510													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 526	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 526													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 528	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 528; ICMP 13; ATCC 33913; LMG 568; CIP 100069	SAMN22552834; SAMN36368329; SAMN02603845		SAMN22552834; SAMN36368329	SAMN02603845		GCF_020813135.1; GCA_035023825.1; GCF_000007145.1	Contig; Complete Genome	SRR29823160; SRR25205299	PRJNA774128; PRJNA988133; PRJNA296				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 529	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 529; P33/1	SAMN36346972		SAMN36346972			GCA_035026845.1	Contig	SRR25183329	PRJNA988133				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	2
NCPPB 535	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 535	SAMN42178440		SAMN42178440			GCF_041463965.1	Complete Genome	SRR29654669; SRR30041326	PRJNA1129907				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 536	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 536; ICMP 671; LMG 753	SAMN42284536		SAMN42284536			GCF_053615305.1	Contig	SRR29695060; SRR30037788	PRJNA1131458				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 554	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 554; ICMP 5732; LMG 712; CFBP 2526; ATCC 43911	SAMN02469936; SAMN18397212			SAMN02469936; SAMN18397212		GCF_000495275.1; GCF_017723855.1	Chromosome; Complete Genome	SRR14026742; SRR14028219	PRJNA212247; PRJNA716184				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 555	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 555													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 556	Xanthomonas axonopodis Starr & Garcés 1950	present_in_v2_snapshot	NCPPB 556	SAMN56511388; SAMN03203484		SAMN56511388; SAMN03203484			GCF_000818835.2	Contig	SRR37629069; SRR37789886; SRR2051461	PRJNA1437458; PRJNA268142				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species; compatible_synonym	yes	yes	same_genus_different_species	2	0	0
NCPPB 557	Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995	present_in_v2_snapshot	NCPPB 557	SAMN56511389; SAMN03257620		SAMN56511389; SAMN03257620			GCF_000808655.2	Contig	SRR37629068; SRR37789885; SRR2051462	PRJNA1437458; PRJNA269801				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species; compatible_synonym	yes	yes	same_genus_different_species	2	0	0
NCPPB 570	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	present_in_v2_snapshot	NCPPB 570; ATCC 11645; ICMP 441; LMG 498	SAMN42488058		SAMN42488058					SRR29823100	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 571	Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978	present_in_v2_snapshot	NCPPB 571; ATCC 11672; ICMP 571; LMG 546	SAMN14601050			SAMN14601050		GCF_012848175.1	Complete Genome	SRR11568976	PRJNA622823				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 573	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 573; ATCC 11639; ICMP 444; LMG 558	SAMN42284473		SAMN42284473			GCF_053614595.1	Contig	SRR29694809; SRR30037371	PRJNA1131453				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 575	Xanthomonas euvesicatoria pv. clerodendri (Patel et al. 1952) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 575; ATCC 11676; ICMP 445; CIP 106789; LMG 684; DSMZ 13067; CCUG 43811	SAMN19988990		SAMN19988990			GCF_019201225.1	Contig	SRR15305412	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 577	Xanthomonas axonopodis pv. desmodiigangetici (Patel & Moniz 1948) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 577; ATCC 11671; ICMP 577; LMG 693	SAMN42278567		SAMN42278567			GCF_041464215.1	Complete Genome	SRR29692759; SRR30016544	PRJNA742925				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
