ncppb_number	ncppb_current_name	snapshot_status	all_searchable_identifiers	confirmed_biosample_accessions	provisional_biosample_accessions	ncppb_track_biosample_accessions	other_references_track_biosample_accessions	historical_v1_recheck_biosample_accessions	assembly_accessions	assembly_levels	sra_run_accessions	bioproject_accessions	provisional_assembly_accessions	provisional_sra_run_accessions	provisional_bioproject_accessions	sequence_availability_category	identity_match_status	taxonomy_consistency_status	taxonomy_review_required	manual_review_required	review_reason	accepted_candidate_count	review_candidate_count	rejected_candidate_count
NCPPB 3890	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 3890; A6220													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3925	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3925													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3926	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3926													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3927	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 3927; IBSBF 1080	SAMN43286079		SAMN43286079			GCF_041521265.1	Contig	SRR30327315	PRJNA774128				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3931	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 3931; A6520/1													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3932	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 3932; A5420/2													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3942	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3942													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3943	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3943													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3944	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3944													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3947	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	present_in_v2_snapshot	NCPPB 3947; IMI B9313													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3948	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3948; IMI B9336	SAMN42178462		SAMN42178462			GCF_041489455.1	Complete Genome	SRR29654625; SRR30037950	PRJNA1129913				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3949	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	present_in_v2_snapshot	NCPPB 3949; IMI B11542													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3950	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3950; IMI B11688													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3951	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	present_in_v2_snapshot	NCPPB 3951; IMI B9658													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3953	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3953; IMI B9124													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3954	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3954; IMI B11393													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3955	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3955; IMI B11426													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3956	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3956; IMI B11680b													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3957	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3957; IMI B11059													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3959	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3959; IMI B102166	SAMN42161491		SAMN42161491			GCF_056675575.1	Contig	SRR29644155	PRJNA1129555				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3960	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3960; CSL962462													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4013	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	present_in_v2_snapshot	NCPPB 4013; ICMP 10007	SAMN56511371; SAMN22555464		SAMN56511371; SAMN22555464			GCF_020784175.1	Contig	SRR37629088; SRR37789905; SRR22272570	PRJNA1437458; PRJNA774146				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 4014	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	present_in_v2_snapshot	NCPPB 4014													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4015	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	present_in_v2_snapshot	NCPPB 4015													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4031	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4031; 972200; ADAS 97001669													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4032	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4032; 972270													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4033	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 4033; 700a													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4034	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 4034; 701a													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4037	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 4037; 981703	SAMN42161492; SAMN22552836		SAMN42161492; SAMN22552836			GCF_041475695.1; GCF_020812955.1	Complete Genome; Contig	SRR29644154; SRR30040129; SRR29823163	PRJNA1129555; PRJNA774128				complete_genome_available	confirmed_exact_ncppb_identifier	same_name; compatible_synonym	no	no		2	0	0
NCPPB 4058	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 4058; 985855	SAMN24251536		SAMN24251536			GCF_021352915.1	Scaffold	SRR17286009	PRJNA790934				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4181	Xanthomonas fragariae Kennedy and King 1962	present_in_v2_snapshot	NCPPB 4181	SAMN39942677		SAMN39942677					SRR27965825	PRJNA991941				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4183	Xanthomonas arboricola pv. fragariae Janse et al 2001	present_in_v2_snapshot	NCPPB 4183; PD2806													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4210	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 4210													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4231	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 4231; 2011627	SAMN22552841		SAMN22552841			GCF_020812995.1	Contig	SRR29823162	PRJNA774128				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 4232	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 4232; 2011626	SAMN22552842		SAMN22552842			GCF_020813195.1	Contig	SRR29823161	PRJNA774128				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4321; XV938; DSM 18975	SAMN14837221			SAMN14837221		GCF_013112235.1	Contig	SRR11788032	PRJNA630460				draft_assembly_available	confirmed_exact_collection_identifier	compatible_synonym	no	no		1	0	0
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4322; XV1220		SAMN23026091								GCF_020879955.1	SRR16936522	PRJNA779265	ambiguous_needs_review	provisional_exact_other_reference_identifier	compatible_synonym	no	yes	medium_identifier_requires_corroboration	0	1	0
NCPPB 4323	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	present_in_v2_snapshot	NCPPB 4323; XV444													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4324	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	present_in_v2_snapshot	NCPPB 4324; XV448													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4326	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	present_in_v2_snapshot	NCPPB 4326; Xcz A5													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4340	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	present_in_v2_snapshot	NCPPB 4340; UN-20506424													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4341	Xanthomonas sacchari Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4341; VdM4; LMG 471													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4342	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4342; Dsk 129; ICMP 8923; LMG 12141													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4343	Xanthomonas bromi Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4343; 1601-1; ICMP 12545; CFBP 1976; LMG 947													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4344	Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	present_in_v2_snapshot	NCPPB 4344; 03-29991; ICMP 9991													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4345	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	present_in_v2_snapshot	NCPPB 4345; ICMP 8306; LMG 9043	SAMN22555471		SAMN22555471			GCA_020783755.1	Contig	SRR22272565	PRJNA774146				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	present_in_v2_snapshot	NCPPB 4346; ICMP 8788	SAMN10956069; SAMN03862116		SAMN10956069; SAMN03862116			GCF_001276975.2	Complete Genome	SRR8618953; SRR2133447	PRJNA522811; PRJNA257008				complete_genome_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	2	0	0
NCPPB 4347	Xanthomonas campestris pv. malloti Goto 1993	present_in_v2_snapshot	NCPPB 4347; ICMP 11536; ATCC 51262	SAMN42488056		SAMN42488056					SRR29823102	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 4348; ICMP 8949	SAMN19988985		SAMN19988985			GCF_019201145.1	Contig	SRR15305428	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	compatible_synonym	no	no		1	0	0
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 4349; ICMP 9627; ATCC 49152	SAMN19988986		SAMN19988986			GCF_019201165.1	Contig	SRR15305416	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	compatible_synonym	no	no		1	0	0
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4350; X259 (87-56A); LMG 8678; ICMP 9513; ATCC 700187	SAMN56511372; SAMN44672901; SAMD00253079		SAMN56511372; SAMN44672901	SAMD00253079		GCF_046365405.1	Contig	SRR37629087; SRR37789904; SRR31305555	PRJNA1437458; PRJNA1129913				draft_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 4351	SAMN19988987		SAMN19988987			GCF_019201265.1	Contig	SRR15305410	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	compatible_synonym	no	no		1	0	0
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 4352; ICMP 8787; LMG 9060	SAMN19988988		SAMN19988988			GCF_019201205.1	Contig	SRR15305413	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	compatible_synonym	no	no		1	0	0
NCPPB 4353	Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4353; ICMP 6774; LMG 8684													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4355	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4355; CFBP 6369	SAMN02646549			SAMN02646549		GCF_000730305.1	Chromosome		PRJNA231977				chromosome_level_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	present_in_v2_snapshot	NCPPB 4356; CFBP 4188; ICMP 16775	SAMN09704276; SAMN24251551; SAMN05560222; SAMD00253043		SAMN09704276	SAMN24251551; SAMN05560222; SAMD00253043		GCF_021352995.1; GCF_002939985.1	Scaffold	SRR7628813; SRR17286016	PRJNA482368; PRJNA790934; PRJNA338618				draft_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		4	0	0
NCPPB 4363	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	present_in_v2_snapshot	NCPPB 4363; ICMP 2415; CFBP 7260	SAMN56511373		SAMN56511373					SRR37629086; SRR37789903	PRJNA1437458				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4364	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	present_in_v2_snapshot	NCPPB 4364; ICMP 6465; CFBP 7262	SAMN56511374		SAMN56511374					SRR37629085; SRR37789902	PRJNA1437458				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4367	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	present_in_v2_snapshot	NCPPB 4367; ICMP 16473	SAMN56511375		SAMN56511375					SRR37629084; SRR37789901	PRJNA1437458				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4372	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4372; IBSBF 618													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4373	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4373; 1472; IBSBF 1472													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	269
NCPPB 4374	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4374; 1497; IBSBF 1497													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4375	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4375; 1594; IBSBF 1594		SAMN56511363								GCF_056612795.1	SRR37629062; SRR37789879	PRJNA1437458	ambiguous_needs_review	conflicting_exact_identifier	compatible_synonym	no	yes	conflicting_ncppb_identifier	0	1	0
NCPPB 4376	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4376; 1925; IBSBF 1925; LMG 9325	SAMEA114332027			SAMEA114332027		GCF_963669575.1	Contig	ERR12095366	PRJEB65884				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 4377	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4377; 1583; IBSBF 1583													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4378	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4378; 034/LRA/05; CFBP 7166	SAMN20034692		SAMN20034692			GCF_019209705.1	Contig	SRR29823136	PRJNA743420				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4379; KY44	SAMN49535423; SAMN00991242		SAMN49535423; SAMN00991242			GCF_055597685.1; GCF_000277895.2	Complete Genome	SRR34103838; SRR34105446; SRR494484	PRJNA1280879; PRJNA73877; PRJNA73875				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 4380	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4380; 038/KBA/05	SAMN00991243		SAMN00991243			GCF_000277915.1	Scaffold	SRR494485	PRJNA73879; PRJNA73875				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4381	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4381; 014/LUW/05	SAMN49535422; SAMN00002877		SAMN49535422; SAMN00002877			GCF_055598165.1; GCF_000159815.1	Complete Genome; Scaffold	SRR34103839; SRR34105447; SRR020203	PRJNA1280879; PRJNA31215				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 4383	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4383; 071/WSK/05	SAMN00991249		SAMN00991249					SRR494493	PRJNA163289				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4384	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4384; 041/NSG/05	SAMN00991244		SAMN00991244			GCF_000277935.1	Scaffold	SRR494488	PRJNA73881; PRJNA73875				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4385	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4385; 031/KIB/05													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4386	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4386; 005/WKS/05; CFBP 7167													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4387	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4387; IMI 392223; CFBP 7168	SAMN00991250		SAMN00991250					SRR494494	PRJNA163291				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4388	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4388; IMI 392224; CFBP 7169													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4389	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4389; IMI 393640; CFBP 7170	SAMN00991251		SAMN00991251					SRR494495	PRJNA163293				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4390	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4390; IMI 393641; CFBP 7171	SAMN20034693		SAMN20034693			GCF_019209735.1	Contig	SRR29823135	PRJNA743420				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4391	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4391; IMI 393646; CFBP 7172	SAMN41763921		SAMN41763921					SRR29334731	PRJNA743420				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4392	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4392; 394051; CFBP 7173	SAMN02471739; SAMN00991254		SAMN02471739; SAMN00991254			GCF_000277955.1	Scaffold	SRR494498	PRJNA163301; PRJNA73875				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 4393	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4393; 394052; CFBP 7174	SAMN42486834; SAMN02471171; SAMN00752561		SAMN42486834; SAMN02471171; SAMN00752561			GCF_000225975.1	Contig	SRR29823053; SRR364088	PRJNA743420; PRJNA73027				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name; same_genus_different_species	yes	yes	same_genus_different_species	3	0	0
NCPPB 4394	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4394; 354053; CFBP 7175	SAMN00991245		SAMN00991245			GCF_000277975.1	Scaffold	SRR494489	PRJNA73883; PRJNA73875				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 4395	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 4395; CFBP 7176	SAMN49535421; SAMN00991246		SAMN49535421; SAMN00991246			GCF_055597605.1	Complete Genome	SRR34103840; SRR34105448; SRR494490	PRJNA1280879; PRJNA73875				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 4397	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4397; ISBF 594; ICMP 9278													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4398	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4398; ISBF 595; ICMP 9279													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4399	Xanthomonas campestris pv. tardicrescens (McCulloch 1937) Dye 1978	present_in_v2_snapshot	NCPPB 4399; ICMP 15863													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4402	Xanthomonas axonopodis	present_in_v2_snapshot	NCPPB 4402; LMG 8237; PD 772													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4403	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 4403; ICMP 217-62; ICMP 217; ATCC 9924	SAMN43282785; SAMN43281686; SAMD00253057			SAMN43282785; SAMN43281686; SAMD00253057		GCF_042431565.1	Scaffold		PRJNA595761				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 4404	Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981	present_in_v2_snapshot	NCPPB 4404; LMG 9057; ICMP 7466; ITCC P33													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4405	Xanthomonas bromi Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4405; LMG 8273; ICMP 6482													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 4407	Xanthomonas sacchari Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4407; LMG 476	SAMN03265443			SAMN03265443		GCF_000831625.1	Scaffold		PRJNA270308				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 4409	Xanthomonas arboricola pv. fragariae Janse et al 2001	present_in_v2_snapshot	NCPPB 4409; LMG 19145; PD 2780	SAMEA104393682			SAMEA104393682		GCF_900240435.1	Contig		PRJEB23514				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 4410	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4410; 8356		SAMN40354567								GCF_040202675.1	SRR28281423; SRR30293566	PRJNA991976	ambiguous_needs_review	provisional_exact_other_reference_identifier	same_genus_different_species	yes	yes	medium_identifier_requires_corroboration; same_genus_different_species	0	1	0
NCPPB 4411	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 4411; 8394													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
