ncppb_number	biosample_uid	biosample_accession	linked_database	linked_uid	linked_accession	title	assembly_level	extra_json	source_url	status	error
NCPPB 4678	56511383	SAMN56511383	sra	43419110	SRR37629075	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4678</Title><Platform instrument_model=""Illumina NovaSeq X"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""8569640"" total_bases=""2319625885"" total_size=""667259685"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2352219"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32509480"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4678""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""340"" ScientificName=""Xanthomonas campestris pv. campestris""/><Sample acc=""SRS28401797"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq X""/><Library_descriptor><LIBRARY_NAME>NCPPB_4678_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511383</Biosample>"		"{""createdate"":""2026/03/14"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4678</Title><Platform instrument_model=\""Illumina NovaSeq X\"">ILLUMINA</Platform><Statistics total_runs=\""1\"" total_spots=\""8569640\"" total_bases=\""2319625885\"" total_size=\""667259685\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2352219\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32509480\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4678\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""340\"" ScientificName=\""Xanthomonas campestris pv. campestris\""/><Sample acc=\""SRS28401797\"" name=\""\""/><Instrument ILLUMINA=\""Illumina NovaSeq X\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4678_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511383</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37629075\"" total_spots=\""8569640\"" total_bases=\""2319625885\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43419110"",""updatedate"":""2026/03/14""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37629075	ok	
NCPPB 4678	56511383	SAMN56511383	sra	43613080	SRR37789892	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4678</Title><Platform instrument_model=""PromethION"">OXFORD_NANOPORE</Platform><Statistics total_runs=""1"" total_spots=""273709"" total_bases=""1801836179"" total_size=""1199793859"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2358834"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32659719"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4678""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""340"" ScientificName=""Xanthomonas campestris pv. campestris""/><Sample acc=""SRS28401797"" name=""""/><Instrument OXFORD_NANOPORE=""PromethION""/><Library_descriptor><LIBRARY_NAME>NCPPB_4678_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511383</Biosample>"		"{""createdate"":""2026/03/25"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4678</Title><Platform instrument_model=\""PromethION\"">OXFORD_NANOPORE</Platform><Statistics total_runs=\""1\"" total_spots=\""273709\"" total_bases=\""1801836179\"" total_size=\""1199793859\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2358834\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32659719\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4678\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""340\"" ScientificName=\""Xanthomonas campestris pv. campestris\""/><Sample acc=\""SRS28401797\"" name=\""\""/><Instrument OXFORD_NANOPORE=\""PromethION\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4678_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511383</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37789892\"" total_spots=\""273709\"" total_bases=\""1801836179\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43613080"",""updatedate"":""2026/03/25""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37789892	ok	
NCPPB 4634	56511382	SAMN56511382	bioproject	1437458	PRJNA1437458	Genome sequencing of phylogenetically important Xanthomonas strains		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA1437458"",""project_data_type"":""Genome sequencing"",""project_description"":""We sequenced genomes of Xanthomonas strains from the National Collection of Plant Pathogenic bacteria. They were chosen on the basis of being phylogenetically important, to support the PhytoBacExplorer tool"",""project_id"":1437458,""project_method"":"""",""project_methodtype"":""Sequencing"",""project_name"":"""",""project_objectives_list"":[{""project_objectives"":"""",""project_objectivestype"":""Raw Sequence Reads""}],""project_subtype"":"""",""project_target_capture"":""Whole"",""project_target_material"":""Genome"",""project_target_scope"":""Multispecies"",""project_title"":""Genome sequencing of phylogenetically important Xanthomonas strains"",""project_type"":""Primary submission"",""registration_date"":""2026/03/14 00:00"",""relevance_agricultural"":""yes"",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":"""",""sequencing_status"":""Complete"",""sort_by_datatype"":20595,""sort_by_organism"":763155,""sort_by_projecttype"":55104,""submitter_organization"":""University of Exeter"",""submitter_organization_list"":[""University of Exeter""],""supergroup"":"""",""taxid"":"""",""uid"":""1437458""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458	ok	
NCPPB 4634	56511382	SAMN56511382	sra	43419109	SRR37629076	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4634</Title><Platform instrument_model=""Illumina NovaSeq X"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""8596544"" total_bases=""2258024708"" total_size=""656529941"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2352219"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32509479"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4634""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""743699"" ScientificName=""Xanthomonas dyei""/><Sample acc=""SRS28401796"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq X""/><Library_descriptor><LIBRARY_NAME>NCPPB_4634_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511382</Biosample>"		"{""createdate"":""2026/03/14"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4634</Title><Platform instrument_model=\""Illumina NovaSeq X\"">ILLUMINA</Platform><Statistics total_runs=\""1\"" total_spots=\""8596544\"" total_bases=\""2258024708\"" total_size=\""656529941\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2352219\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32509479\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4634\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""743699\"" ScientificName=\""Xanthomonas dyei\""/><Sample acc=\""SRS28401796\"" name=\""\""/><Instrument ILLUMINA=\""Illumina NovaSeq X\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4634_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511382</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37629076\"" total_spots=\""8596544\"" total_bases=\""2258024708\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43419109"",""updatedate"":""2026/03/14""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37629076	ok	
NCPPB 4634	56511382	SAMN56511382	sra	43613079	SRR37789893	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4634</Title><Platform instrument_model=""PromethION"">OXFORD_NANOPORE</Platform><Statistics total_runs=""1"" total_spots=""299502"" total_bases=""1843735225"" total_size=""1253275592"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2358834"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32659718"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4634""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""743699"" ScientificName=""Xanthomonas dyei""/><Sample acc=""SRS28401796"" name=""""/><Instrument OXFORD_NANOPORE=""PromethION""/><Library_descriptor><LIBRARY_NAME>NCPPB_4634_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511382</Biosample>"		"{""createdate"":""2026/03/25"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4634</Title><Platform instrument_model=\""PromethION\"">OXFORD_NANOPORE</Platform><Statistics total_runs=\""1\"" total_spots=\""299502\"" total_bases=\""1843735225\"" total_size=\""1253275592\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2358834\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32659718\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4634\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""743699\"" ScientificName=\""Xanthomonas dyei\""/><Sample acc=\""SRS28401796\"" name=\""\""/><Instrument OXFORD_NANOPORE=\""PromethION\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4634_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511382</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37789893\"" total_spots=\""299502\"" total_bases=\""1843735225\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43613079"",""updatedate"":""2026/03/25""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37789893	ok	
NCPPB 4633	56511381	SAMN56511381	bioproject	1437458	PRJNA1437458	Genome sequencing of phylogenetically important Xanthomonas strains		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA1437458"",""project_data_type"":""Genome sequencing"",""project_description"":""We sequenced genomes of Xanthomonas strains from the National Collection of Plant Pathogenic bacteria. They were chosen on the basis of being phylogenetically important, to support the PhytoBacExplorer tool"",""project_id"":1437458,""project_method"":"""",""project_methodtype"":""Sequencing"",""project_name"":"""",""project_objectives_list"":[{""project_objectives"":"""",""project_objectivestype"":""Raw Sequence Reads""}],""project_subtype"":"""",""project_target_capture"":""Whole"",""project_target_material"":""Genome"",""project_target_scope"":""Multispecies"",""project_title"":""Genome sequencing of phylogenetically important Xanthomonas strains"",""project_type"":""Primary submission"",""registration_date"":""2026/03/14 00:00"",""relevance_agricultural"":""yes"",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":"""",""sequencing_status"":""Complete"",""sort_by_datatype"":20595,""sort_by_organism"":763155,""sort_by_projecttype"":55104,""submitter_organization"":""University of Exeter"",""submitter_organization_list"":[""University of Exeter""],""supergroup"":"""",""taxid"":"""",""uid"":""1437458""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458	ok	
NCPPB 4633	56511381	SAMN56511381	sra	43419108	SRR37629077	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4633</Title><Platform instrument_model=""Illumina NovaSeq X"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""7401036"" total_bases=""2026710869"" total_size=""581023354"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2352219"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32509478"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4633""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""743699"" ScientificName=""Xanthomonas dyei""/><Sample acc=""SRS28401795"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq X""/><Library_descriptor><LIBRARY_NAME>NCPPB_4633_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511381</Biosample>"		"{""createdate"":""2026/03/14"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4633</Title><Platform instrument_model=\""Illumina NovaSeq X\"">ILLUMINA</Platform><Statistics total_runs=\""1\"" total_spots=\""7401036\"" total_bases=\""2026710869\"" total_size=\""581023354\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2352219\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32509478\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4633\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""743699\"" ScientificName=\""Xanthomonas dyei\""/><Sample acc=\""SRS28401795\"" name=\""\""/><Instrument ILLUMINA=\""Illumina NovaSeq X\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4633_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511381</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37629077\"" total_spots=\""7401036\"" total_bases=\""2026710869\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43419108"",""updatedate"":""2026/03/14""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37629077	ok	
NCPPB 4633	56511381	SAMN56511381	sra	43613078	SRR37789894	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4633</Title><Platform instrument_model=""PromethION"">OXFORD_NANOPORE</Platform><Statistics total_runs=""1"" total_spots=""249945"" total_bases=""1461856357"" total_size=""1001549226"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2358834"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32659717"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4633""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""743699"" ScientificName=""Xanthomonas dyei""/><Sample acc=""SRS28401795"" name=""""/><Instrument OXFORD_NANOPORE=""PromethION""/><Library_descriptor><LIBRARY_NAME>NCPPB_4633_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511381</Biosample>"		"{""createdate"":""2026/03/25"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4633</Title><Platform instrument_model=\""PromethION\"">OXFORD_NANOPORE</Platform><Statistics total_runs=\""1\"" total_spots=\""249945\"" total_bases=\""1461856357\"" total_size=\""1001549226\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2358834\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32659717\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4633\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""743699\"" ScientificName=\""Xanthomonas dyei\""/><Sample acc=\""SRS28401795\"" name=\""\""/><Instrument OXFORD_NANOPORE=\""PromethION\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4633_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511381</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37789894\"" total_spots=\""249945\"" total_bases=\""1461856357\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43613078"",""updatedate"":""2026/03/25""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37789894	ok	
NCPPB 4632	56511380	SAMN56511380	bioproject	1437458	PRJNA1437458	Genome sequencing of phylogenetically important Xanthomonas strains		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA1437458"",""project_data_type"":""Genome sequencing"",""project_description"":""We sequenced genomes of Xanthomonas strains from the National Collection of Plant Pathogenic bacteria. They were chosen on the basis of being phylogenetically important, to support the PhytoBacExplorer tool"",""project_id"":1437458,""project_method"":"""",""project_methodtype"":""Sequencing"",""project_name"":"""",""project_objectives_list"":[{""project_objectives"":"""",""project_objectivestype"":""Raw Sequence Reads""}],""project_subtype"":"""",""project_target_capture"":""Whole"",""project_target_material"":""Genome"",""project_target_scope"":""Multispecies"",""project_title"":""Genome sequencing of phylogenetically important Xanthomonas strains"",""project_type"":""Primary submission"",""registration_date"":""2026/03/14 00:00"",""relevance_agricultural"":""yes"",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":"""",""sequencing_status"":""Complete"",""sort_by_datatype"":20595,""sort_by_organism"":763155,""sort_by_projecttype"":55104,""submitter_organization"":""University of Exeter"",""submitter_organization_list"":[""University of Exeter""],""supergroup"":"""",""taxid"":"""",""uid"":""1437458""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458	ok	
NCPPB 4632	56511380	SAMN56511380	sra	43419107	SRR37629078	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4632</Title><Platform instrument_model=""Illumina NovaSeq X"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""10168942"" total_bases=""2741555502"" total_size=""788306581"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2352219"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32509477"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4632""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""743699"" ScientificName=""Xanthomonas dyei""/><Sample acc=""SRS28401794"" name=""""/><Instrument ILLUMINA=""Illumina NovaSeq X""/><Library_descriptor><LIBRARY_NAME>NCPPB_4632_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511380</Biosample>"		"{""createdate"":""2026/03/14"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4632</Title><Platform instrument_model=\""Illumina NovaSeq X\"">ILLUMINA</Platform><Statistics total_runs=\""1\"" total_spots=\""10168942\"" total_bases=\""2741555502\"" total_size=\""788306581\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2352219\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32509477\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4632\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""743699\"" ScientificName=\""Xanthomonas dyei\""/><Sample acc=\""SRS28401794\"" name=\""\""/><Instrument ILLUMINA=\""Illumina NovaSeq X\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4632_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511380</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37629078\"" total_spots=\""10168942\"" total_bases=\""2741555502\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43419107"",""updatedate"":""2026/03/14""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37629078	ok	
NCPPB 4632	56511380	SAMN56511380	sra	43613077	SRR37789895	"<Summary><Title>Genome sequencing of Xanthomonas NCPPB 4632</Title><Platform instrument_model=""PromethION"">OXFORD_NANOPORE</Platform><Statistics total_runs=""1"" total_spots=""272510"" total_bases=""1511485564"" total_size=""1031125091"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA2358834"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX32659716"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas NCPPB 4632""/><Study acc=""SRP683687"" name=""Genome sequencing of phylogenetically important Xanthomonas strains""/><Organism taxid=""743699"" ScientificName=""Xanthomonas dyei""/><Sample acc=""SRS28401794"" name=""""/><Instrument OXFORD_NANOPORE=""PromethION""/><Library_descriptor><LIBRARY_NAME>NCPPB_4632_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511380</Biosample>"		"{""createdate"":""2026/03/25"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas NCPPB 4632</Title><Platform instrument_model=\""PromethION\"">OXFORD_NANOPORE</Platform><Statistics total_runs=\""1\"" total_spots=\""272510\"" total_bases=\""1511485564\"" total_size=\""1031125091\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA2358834\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX32659716\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas NCPPB 4632\""/><Study acc=\""SRP683687\"" name=\""Genome sequencing of phylogenetically important Xanthomonas strains\""/><Organism taxid=\""743699\"" ScientificName=\""Xanthomonas dyei\""/><Sample acc=\""SRS28401794\"" name=\""\""/><Instrument OXFORD_NANOPORE=\""PromethION\""/><Library_descriptor><LIBRARY_NAME>NCPPB_4632_Illumina</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>size fractionation</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA1437458</Bioproject><Biosample>SAMN56511380</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR37789895\"" total_spots=\""272510\"" total_bases=\""1511485564\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""43613077"",""updatedate"":""2026/03/25""}"	https://www.ncbi.nlm.nih.gov/sra/SRR37789895	ok	
