ncppb_number	biosample_uid	biosample_accession	linked_database	linked_uid	linked_accession	title	assembly_level	extra_json	source_url	status	error
NCPPB 1381	36701289	SAMN36701289	assembly	25811541	GCF_045897775.1	ASM4589777v1	Contig	"{""annotrpturl"":"""",""anomalouslist"":[],""asmreleasedate_genbank"":""2024/12/10 00:00"",""asmreleasedate_refseq"":""2024/12/11 00:00"",""asmupdatedate"":""2024/12/11 00:00"",""assemblyaccession"":""GCF_045897775.1"",""assemblydescription"":"""",""assemblyname"":""ASM4589777v1"",""assemblystatus"":""Contig"",""assemblystatussort"":6,""assemblytype"":""haploid"",""biosampleaccn"":""SAMN36701289"",""biosampleid"":""36701289"",""biosource"":{""infraspecieslist"":[{""sub_type"":""pathovar"",""sub_value"":""vasculorum""},{""sub_type"":""strain"",""sub_value"":""NCPPB 1381""}],""isolate"":"""",""sex"":""""},""busco"":{""buscolineage"":"""",""buscover"":"""",""complete"":"""",""duplicated"":"""",""fragmented"":"""",""missing"":"""",""refseqannotationrelease"":"""",""singlecopy"":"""",""totalcount"":""""},""chainid"":""45897775"",""contign50"":168706,""coverage"":""63"",""ensemblname"":"""",""exclfromrefseq"":[],""fromtype"":"""",""ftppath_assembly_rpt"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/775/GCF_045897775.1_ASM4589777v1/GCF_045897775.1_ASM4589777v1_assembly_report.txt"",""ftppath_genbank"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/897/775/GCA_045897775.1_ASM4589777v1"",""ftppath_refseq"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/775/GCF_045897775.1_ASM4589777v1"",""ftppath_regions_rpt"":"""",""ftppath_stats_rpt"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/775/GCF_045897775.1_ASM4589777v1/GCF_045897775.1_ASM4589777v1_assembly_stats.txt"",""gb_bioprojects"":[{""bioprojectaccn"":""PRJNA992549"",""bioprojectid"":992549}],""gb_projects"":[],""gbuid"":""67019618"",""lastmajorreleaseaccession"":""GCF_045897775.1"",""lastupdatedate"":""2024/12/11 00:00"",""latestaccession"":"""",""meta"":"" <Stats> <Stat category=\""alt_loci_count\"" sequence_tag=\""all\"">0</Stat> <Stat category=\""chromosome_count\"" sequence_tag=\""all\"">0</Stat> <Stat category=\""contig_count\"" sequence_tag=\""all\"">112</Stat> <Stat category=\""contig_l50\"" sequence_tag=\""all\"">10</Stat> <Stat category=\""contig_n50\"" sequence_tag=\""all\"">168706</Stat> <Stat category=\""non_chromosome_replicon_count\"" sequence_tag=\""all\"">0</Stat> <Stat category=\""replicon_count\"" sequence_tag=\""all\"">0</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""all\"">112</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""placed\"">0</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""unlocalized\"">0</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""unplaced\"">112</Stat> <Stat category=\""scaffold_l50\"" sequence_tag=\""all\"">10</Stat> <Stat category=\""scaffold_n50\"" sequence_tag=\""all\"">168706</Stat> <Stat category=\""total_length\"" sequence_tag=\""all\"">4969818</Stat> <Stat category=\""ungapped_length\"" sequence_tag=\""all\"">4969818</Stat> </Stats> <FtpSites>   <FtpPath type=\""Assembly_rpt\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/775/GCF_045897775.1_ASM4589777v1/GCF_045897775.1_ASM4589777v1_assembly_report.txt</FtpPath>   <FtpPath type=\""GenBank\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/897/775/GCA_045897775.1_ASM4589777v1</FtpPath>   <FtpPath type=\""RefSeq\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/775/GCF_045897775.1_ASM4589777v1</FtpPath>   <FtpPath type=\""Stats_rpt\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/775/GCF_045897775.1_ASM4589777v1/GCF_045897775.1_ASM4589777v1_assembly_stats.txt</FtpPath> </FtpSites> <assembly-level>1</assembly-level> <assembly-status>Contig</assembly-status> <representative-status>na</representative-status> <submitter-organization>The Xanthomonas Threats project</submitter-organization> <taxonomy-check-status>OK</taxonomy-check-status>    "",""organism"":""Xanthomonas vasicola pv. vasculorum (g-proteobacteria)"",""partialgenomerepresentation"":""false"",""primary"":""67147298"",""propertylist"":[""full-genome-representation"",""genbank_has_annotation"",""has_annotation"",""latest"",""latest_genbank"",""latest_refseq"",""refseq_has_annotation"",""wgs""],""refseq_category"":""na"",""releaselevel"":""Major"",""releasetype"":""Major"",""rs_bioprojects"":[{""bioprojectaccn"":""PRJNA224116"",""bioprojectid"":224116}],""rs_projects"":[],""rsuid"":""67147308"",""scaffoldn50"":168706,""seqreleasedate"":""2024/12/09 00:00"",""sortorder"":""5C6XB1B49998312930458977759898"",""speciesname"":""Xanthomonas vasicola"",""speciestaxid"":""56459"",""submissiondate"":""2024/12/09 00:00"",""submitterorganization"":""The Xanthomonas Threats project"",""synonym"":{""genbank"":""GCA_045897775.1"",""refseq"":""GCF_045897775.1"",""similarity"":""identical""},""taxid"":""325776"",""ucscname"":"""",""uid"":""25811541"",""wgs"":""JBJNUO01""}"	https://www.ncbi.nlm.nih.gov/assembly/GCF_045897775.1	ok	
NCPPB 1381	36701289	SAMN36701289	sra	28582495	SRR25411585	"<Summary><Title>Genome sequencing of Xanthomonas vasicola NCPPB 1381</Title><Platform instrument_model=""Illumina MiSeq"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""574795"" total_bases=""317173003"" total_size=""205794045"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1678868"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX21147177"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas vasicola NCPPB 1381""/><Study acc=""SRP447991"" name=""Re-sequencing of X. vasicola strains at Fera""/><Organism taxid=""325776"" ScientificName=""Xanthomonas vasicola pv. vasculorum""/><Sample acc=""SRS18410241"" name=""""/><Instrument ILLUMINA=""Illumina MiSeq""/><Library_descriptor><LIBRARY_NAME>NCPPB 1381</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>unspecified</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA992549</Bioproject><Biosample>SAMN36701289</Biosample>"		"{""createdate"":""2023/07/25"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas vasicola NCPPB 1381</Title><Platform instrument_model=\""Illumina MiSeq\"">ILLUMINA</Platform><Statistics total_runs=\""1\"" total_spots=\""574795\"" total_bases=\""317173003\"" total_size=\""205794045\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA1678868\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX21147177\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas vasicola NCPPB 1381\""/><Study acc=\""SRP447991\"" name=\""Re-sequencing of X. vasicola strains at Fera\""/><Organism taxid=\""325776\"" ScientificName=\""Xanthomonas vasicola pv. vasculorum\""/><Sample acc=\""SRS18410241\"" name=\""\""/><Instrument ILLUMINA=\""Illumina MiSeq\""/><Library_descriptor><LIBRARY_NAME>NCPPB 1381</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>unspecified</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA992549</Bioproject><Biosample>SAMN36701289</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR25411585\"" total_spots=\""574795\"" total_bases=\""317173003\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""28582495"",""updatedate"":""2023/07/25""}"	https://www.ncbi.nlm.nih.gov/sra/SRR25411585	ok	
NCPPB 1381	36701289	SAMN36701289	bioproject	224116	PRJNA224116	Refseq Prokaryotic Genome Annotation Project		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA224116"",""project_data_type"":""RefSeq Other"",""project_description"":""NCBI has developed an automatic annotation pipeline that combines ab initio gene prediction algorithms with homology based methods. See more details here. Historically RefSeq prokaryotic genomes retained on author submitted annotation. Annotation from different submitters varies in quality resulting in the inconsistent annotation even in closely related genomes. The NCBI Prokaryotic Annotation Pipeline can produce consistent high quality automatic annotation."",""project_id"":224116,""project_method"":""NCBI Prokaryotic Annotation Pipeline"",""project_methodtype"":""Other"",""project_name"":"""",""project_objectives_list"":[{""project_objectives"":"""",""project_objectivestype"":""Annotation""}],""project_subtype"":"""",""project_target_capture"":""Whole"",""project_target_material"":""Genome"",""project_target_scope"":""Multispecies"",""project_title"":""Refseq Prokaryotic Genome Annotation Project"",""project_type"":""Primary submission"",""registration_date"":""2013/10/23 00:00"",""relevance_agricultural"":"""",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":"""",""sequencing_status"":""Complete"",""sort_by_datatype"":967854,""sort_by_organism"":1056158,""sort_by_projecttype"":971774,""submitter_organization"":""NCBI"",""submitter_organization_list"":[""NCBI""],""supergroup"":"""",""taxid"":"""",""uid"":""224116""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116	ok	
NCPPB 1381	36701289	SAMN36701289	bioproject	608517	PRJNA608517	The Lactobacillus genus, a use case for Bactopia.		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA608517"",""project_data_type"":"""",""project_description"":""This project includes all 1,664 publicly available SRA samples marked as a part of the Lactobacillus genus with Illumina technology sequencing that were used in our demonstration of Bactopia. (2020-02-24)"",""project_id"":608517,""project_method"":"""",""project_methodtype"":"""",""project_name"":""Lactobacillus"",""project_objectives_list"":[],""project_subtype"":""Other"",""project_target_capture"":"""",""project_target_material"":"""",""project_target_scope"":"""",""project_title"":""The Lactobacillus genus, a use case for Bactopia."",""project_type"":""Umbrella project"",""registration_date"":""2020/02/24 00:00"",""relevance_agricultural"":"""",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":""Use case of a the bacterial genomics workflow, Bactopia."",""sequencing_status"":""Unknown"",""sort_by_datatype"":619322,""sort_by_organism"":988166,""sort_by_projecttype"":22306,""submitter_organization"":""Emory University"",""submitter_organization_list"":[""Emory University""],""supergroup"":"""",""taxid"":"""",""uid"":""608517""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517	ok	
NCPPB 1381	36701289	SAMN36701289	bioproject	992549	PRJNA992549	Re-sequencing of X. vasicola strains at Fera		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA992549"",""project_data_type"":""Genome sequencing and assembly"",""project_description"":""We performed genome sequencing on strains of Xanthomonas vasicola, most of which had been previously sequenced, for the purposes of verification and quality control and/or to update previous poor-quality genome assemblies. Genome sequencing was performed at Fera Science, using the Illumina MiSeq."",""project_id"":992549,""project_method"":"""",""project_methodtype"":""Sequencing"",""project_name"":"""",""project_objectives_list"":[{""project_objectives"":"""",""project_objectivestype"":""Raw Sequence Reads""}],""project_subtype"":"""",""project_target_capture"":""Whole"",""project_target_material"":""Genome"",""project_target_scope"":""Multispecies"",""project_title"":""Re-sequencing of X. vasicola strains at Fera"",""project_type"":""Primary submission"",""registration_date"":""2023/07/07 00:00"",""relevance_agricultural"":""yes"",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":"""",""sequencing_status"":""Contigs"",""sort_by_datatype"":313813,""sort_by_organism"":877418,""sort_by_projecttype"":337674,""submitter_organization"":""The Xanthomonas Threats project"",""submitter_organization_list"":[""The Xanthomonas Threats project"",""University of Exeter"",""Fera Science Ltd""],""supergroup"":"""",""taxid"":"""",""uid"":""992549""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549	ok	
NCPPB 1326	36701288	SAMN36701288	assembly	25811371	GCF_045897555.1	ASM4589755v1	Contig	"{""annotrpturl"":"""",""anomalouslist"":[],""asmreleasedate_genbank"":""2024/12/10 00:00"",""asmreleasedate_refseq"":""2024/12/11 00:00"",""asmupdatedate"":""2024/12/11 00:00"",""assemblyaccession"":""GCF_045897555.1"",""assemblydescription"":"""",""assemblyname"":""ASM4589755v1"",""assemblystatus"":""Contig"",""assemblystatussort"":6,""assemblytype"":""haploid"",""biosampleaccn"":""SAMN36701288"",""biosampleid"":""36701288"",""biosource"":{""infraspecieslist"":[{""sub_type"":""pathovar"",""sub_value"":""vasculorum""},{""sub_type"":""strain"",""sub_value"":""NCPPB 1326""}],""isolate"":"""",""sex"":""""},""busco"":{""buscolineage"":"""",""buscover"":"""",""complete"":"""",""duplicated"":"""",""fragmented"":"""",""missing"":"""",""refseqannotationrelease"":"""",""singlecopy"":"""",""totalcount"":""""},""chainid"":""45897555"",""contign50"":168706,""coverage"":""71"",""ensemblname"":"""",""exclfromrefseq"":[],""fromtype"":"""",""ftppath_assembly_rpt"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/555/GCF_045897555.1_ASM4589755v1/GCF_045897555.1_ASM4589755v1_assembly_report.txt"",""ftppath_genbank"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/897/555/GCA_045897555.1_ASM4589755v1"",""ftppath_refseq"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/555/GCF_045897555.1_ASM4589755v1"",""ftppath_regions_rpt"":"""",""ftppath_stats_rpt"":""ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/555/GCF_045897555.1_ASM4589755v1/GCF_045897555.1_ASM4589755v1_assembly_stats.txt"",""gb_bioprojects"":[{""bioprojectaccn"":""PRJNA992549"",""bioprojectid"":992549}],""gb_projects"":[],""gbuid"":""67019308"",""lastmajorreleaseaccession"":""GCF_045897555.1"",""lastupdatedate"":""2024/12/11 00:00"",""latestaccession"":"""",""meta"":"" <Stats> <Stat category=\""alt_loci_count\"" sequence_tag=\""all\"">0</Stat> <Stat category=\""chromosome_count\"" sequence_tag=\""all\"">0</Stat> <Stat category=\""contig_count\"" sequence_tag=\""all\"">113</Stat> <Stat category=\""contig_l50\"" sequence_tag=\""all\"">10</Stat> <Stat category=\""contig_n50\"" sequence_tag=\""all\"">168706</Stat> <Stat category=\""non_chromosome_replicon_count\"" sequence_tag=\""all\"">1</Stat> <Stat category=\""replicon_count\"" sequence_tag=\""all\"">1</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""all\"">113</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""placed\"">1</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""unlocalized\"">0</Stat> <Stat category=\""scaffold_count\"" sequence_tag=\""unplaced\"">112</Stat> <Stat category=\""scaffold_l50\"" sequence_tag=\""all\"">10</Stat> <Stat category=\""scaffold_n50\"" sequence_tag=\""all\"">168706</Stat> <Stat category=\""total_length\"" sequence_tag=\""all\"">4965957</Stat> <Stat category=\""ungapped_length\"" sequence_tag=\""all\"">4965957</Stat> </Stats> <FtpSites>   <FtpPath type=\""Assembly_rpt\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/555/GCF_045897555.1_ASM4589755v1/GCF_045897555.1_ASM4589755v1_assembly_report.txt</FtpPath>   <FtpPath type=\""GenBank\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/897/555/GCA_045897555.1_ASM4589755v1</FtpPath>   <FtpPath type=\""RefSeq\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/555/GCF_045897555.1_ASM4589755v1</FtpPath>   <FtpPath type=\""Stats_rpt\"">ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/897/555/GCF_045897555.1_ASM4589755v1/GCF_045897555.1_ASM4589755v1_assembly_stats.txt</FtpPath> </FtpSites> <assembly-level>1</assembly-level> <assembly-status>Contig</assembly-status> <representative-status>na</representative-status> <submitter-organization>The Xanthomonas Threats project</submitter-organization> <taxonomy-check-status>OK</taxonomy-check-status>    "",""organism"":""Xanthomonas vasicola pv. vasculorum (g-proteobacteria)"",""partialgenomerepresentation"":""false"",""primary"":""67147398"",""propertylist"":[""full-genome-representation"",""genbank_has_annotation"",""has-plasmid"",""has_annotation"",""latest"",""latest_genbank"",""latest_refseq"",""refseq_has_annotation"",""wgs""],""refseq_category"":""na"",""releaselevel"":""Major"",""releasetype"":""Major"",""rs_bioprojects"":[{""bioprojectaccn"":""PRJNA224116"",""bioprojectid"":224116}],""rs_projects"":[],""rsuid"":""67147408"",""scaffoldn50"":168706,""seqreleasedate"":""2024/12/09 00:00"",""sortorder"":""5C6XB1B49998312930458975559898"",""speciesname"":""Xanthomonas vasicola"",""speciestaxid"":""56459"",""submissiondate"":""2024/12/09 00:00"",""submitterorganization"":""The Xanthomonas Threats project"",""synonym"":{""genbank"":""GCA_045897555.1"",""refseq"":""GCF_045897555.1"",""similarity"":""identical""},""taxid"":""325776"",""ucscname"":"""",""uid"":""25811371"",""wgs"":""JBJNUN01""}"	https://www.ncbi.nlm.nih.gov/assembly/GCF_045897555.1	ok	
NCPPB 1326	36701288	SAMN36701288	sra	28582494	SRR25411586	"<Summary><Title>Genome sequencing of Xanthomonas vasicola NCPPB 1326</Title><Platform instrument_model=""Illumina MiSeq"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""638332"" total_bases=""352507590"" total_size=""225125709"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1678868"" center_name=""University of Exeter"" contact_name=""David John Studholme"" lab_name=""Biosciences""/><Experiment acc=""SRX21147176"" ver=""1"" status=""public"" name=""Genome sequencing of Xanthomonas vasicola NCPPB 1326""/><Study acc=""SRP447991"" name=""Re-sequencing of X. vasicola strains at Fera""/><Organism taxid=""325776"" ScientificName=""Xanthomonas vasicola pv. vasculorum""/><Sample acc=""SRS18410240"" name=""""/><Instrument ILLUMINA=""Illumina MiSeq""/><Library_descriptor><LIBRARY_NAME>NCPPB 1326</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>unspecified</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA992549</Bioproject><Biosample>SAMN36701288</Biosample>"		"{""createdate"":""2023/07/25"",""expxml"":""  <Summary><Title>Genome sequencing of Xanthomonas vasicola NCPPB 1326</Title><Platform instrument_model=\""Illumina MiSeq\"">ILLUMINA</Platform><Statistics total_runs=\""1\"" total_spots=\""638332\"" total_bases=\""352507590\"" total_size=\""225125709\"" load_done=\""true\"" cluster_name=\""public\""/></Summary><Submitter acc=\""SRA1678868\"" center_name=\""University of Exeter\"" contact_name=\""David John Studholme\"" lab_name=\""Biosciences\""/><Experiment acc=\""SRX21147176\"" ver=\""1\"" status=\""public\"" name=\""Genome sequencing of Xanthomonas vasicola NCPPB 1326\""/><Study acc=\""SRP447991\"" name=\""Re-sequencing of X. vasicola strains at Fera\""/><Organism taxid=\""325776\"" ScientificName=\""Xanthomonas vasicola pv. vasculorum\""/><Sample acc=\""SRS18410240\"" name=\""\""/><Instrument ILLUMINA=\""Illumina MiSeq\""/><Library_descriptor><LIBRARY_NAME>NCPPB 1326</LIBRARY_NAME><LIBRARY_STRATEGY>WGS</LIBRARY_STRATEGY><LIBRARY_SOURCE>GENOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>unspecified</LIBRARY_SELECTION><LIBRARY_LAYOUT><PAIRED/></LIBRARY_LAYOUT></Library_descriptor><Bioproject>PRJNA992549</Bioproject><Biosample>SAMN36701288</Biosample>  "",""extlinks"":"""",""runs"":""                                <Run acc=\""SRR25411586\"" total_spots=\""638332\"" total_bases=\""352507590\"" load_done=\""true\"" is_public=\""true\"" cluster_name=\""public\"" static_data_available=\""true\""/>                                "",""uid"":""28582494"",""updatedate"":""2023/07/25""}"	https://www.ncbi.nlm.nih.gov/sra/SRR25411586	ok	
NCPPB 1326	36701288	SAMN36701288	bioproject	224116	PRJNA224116	Refseq Prokaryotic Genome Annotation Project		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA224116"",""project_data_type"":""RefSeq Other"",""project_description"":""NCBI has developed an automatic annotation pipeline that combines ab initio gene prediction algorithms with homology based methods. See more details here. Historically RefSeq prokaryotic genomes retained on author submitted annotation. Annotation from different submitters varies in quality resulting in the inconsistent annotation even in closely related genomes. The NCBI Prokaryotic Annotation Pipeline can produce consistent high quality automatic annotation."",""project_id"":224116,""project_method"":""NCBI Prokaryotic Annotation Pipeline"",""project_methodtype"":""Other"",""project_name"":"""",""project_objectives_list"":[{""project_objectives"":"""",""project_objectivestype"":""Annotation""}],""project_subtype"":"""",""project_target_capture"":""Whole"",""project_target_material"":""Genome"",""project_target_scope"":""Multispecies"",""project_title"":""Refseq Prokaryotic Genome Annotation Project"",""project_type"":""Primary submission"",""registration_date"":""2013/10/23 00:00"",""relevance_agricultural"":"""",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":"""",""sequencing_status"":""Complete"",""sort_by_datatype"":967854,""sort_by_organism"":1056158,""sort_by_projecttype"":971774,""submitter_organization"":""NCBI"",""submitter_organization_list"":[""NCBI""],""supergroup"":"""",""taxid"":"""",""uid"":""224116""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116	ok	
NCPPB 1326	36701288	SAMN36701288	bioproject	608517	PRJNA608517	The Lactobacillus genus, a use case for Bactopia.		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA608517"",""project_data_type"":"""",""project_description"":""This project includes all 1,664 publicly available SRA samples marked as a part of the Lactobacillus genus with Illumina technology sequencing that were used in our demonstration of Bactopia. (2020-02-24)"",""project_id"":608517,""project_method"":"""",""project_methodtype"":"""",""project_name"":""Lactobacillus"",""project_objectives_list"":[],""project_subtype"":""Other"",""project_target_capture"":"""",""project_target_material"":"""",""project_target_scope"":"""",""project_title"":""The Lactobacillus genus, a use case for Bactopia."",""project_type"":""Umbrella project"",""registration_date"":""2020/02/24 00:00"",""relevance_agricultural"":"""",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":""Use case of a the bacterial genomics workflow, Bactopia."",""sequencing_status"":""Unknown"",""sort_by_datatype"":619322,""sort_by_organism"":988166,""sort_by_projecttype"":22306,""submitter_organization"":""Emory University"",""submitter_organization_list"":[""Emory University""],""supergroup"":"""",""taxid"":"""",""uid"":""608517""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517	ok	
NCPPB 1326	36701288	SAMN36701288	bioproject	992549	PRJNA992549	Re-sequencing of X. vasicola strains at Fera		"{""keyword"":"""",""organism_label"":"""",""organism_name"":"""",""organism_strain"":"""",""project_acc"":""PRJNA992549"",""project_data_type"":""Genome sequencing and assembly"",""project_description"":""We performed genome sequencing on strains of Xanthomonas vasicola, most of which had been previously sequenced, for the purposes of verification and quality control and/or to update previous poor-quality genome assemblies. Genome sequencing was performed at Fera Science, using the Illumina MiSeq."",""project_id"":992549,""project_method"":"""",""project_methodtype"":""Sequencing"",""project_name"":"""",""project_objectives_list"":[{""project_objectives"":"""",""project_objectivestype"":""Raw Sequence Reads""}],""project_subtype"":"""",""project_target_capture"":""Whole"",""project_target_material"":""Genome"",""project_target_scope"":""Multispecies"",""project_title"":""Re-sequencing of X. vasicola strains at Fera"",""project_type"":""Primary submission"",""registration_date"":""2023/07/07 00:00"",""relevance_agricultural"":""yes"",""relevance_environmental"":"""",""relevance_evolution"":"""",""relevance_industrial"":"""",""relevance_medical"":"""",""relevance_model"":"""",""relevance_other"":"""",""sequencing_status"":""Contigs"",""sort_by_datatype"":313813,""sort_by_organism"":877418,""sort_by_projecttype"":337674,""submitter_organization"":""The Xanthomonas Threats project"",""submitter_organization_list"":[""The Xanthomonas Threats project"",""University of Exeter"",""Fera Science Ltd""],""supergroup"":"""",""taxid"":"""",""uid"":""992549""}"	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549	ok	
