ncppb_number	current_name	name_as_received	other_references	other_collection_numbers	identifier_candidates	current_search_identifiers	high_confidence_identifiers	manual_only_identifiers	has_confirmed_biosample	accepted_biosample_count	accepted_biosample_accessions	accepted_biosample_organisms	accepted_biosample_titles	matched_identifiers	matched_identifier_types	review_candidate_count	non_xanthomonas_review_rows	no_hit_rows	conflict_rows	conflicting_accessions	taxon_only_rows	taxon_only_accessions	rescue_candidate_count	rescue_candidate_accessions	accepted_needs_review_count	accepted_needs_review_accessions	top_reject_reasons	search_result_review_status	review_priority	review_note
NCPPB 1754	Xanthomonas sp. Dowson 1939		The donor reference is HACC-179 This isolate is also in the collections; ATCC 17992 This isolate was isolated by ex M.C. Srinivasan	ATCC 17992	ATCC 17992; HACC 179	ATCC 17992; HACC 179	ATCC 17992		yes	1	SAMN42161502	Xanthomonas sp. NCPPB 1754	Genome sequencing of Xanthomonas sp. NCPPB 1754	NCPPB 1754	ncppb_number	4	3	1	0		0		0		0		non_xanthomonas_organism:3; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1755	Xanthomonas euvesicatoria pv. ionidii (Padhya & Patel 1963) Harrison et al. 2023		The donor reference is HACC-180 This isolate is also in the collections; ATCC 17993	ATCC 17993	ATCC 17993; HACC 180	ATCC 17993; HACC 180	ATCC 17993		no	0						5	3	2	0		0		0		0		non_xanthomonas_organism:3; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1756	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.		The donor reference is HACC-181 This isolate is also in the collections; ATCC 17994, ICMP 5746, LMG 846	ATCC 17994; ICMP 5746; LMG 846	ATCC 17994; ICMP 5746; LMG 846; HACC 181	ATCC 17994; ICMP 5746; LMG 846; HACC 181	ATCC 17994; ICMP 5746; LMG 846		yes	1	SAMN19988972	Xanthomonas euvesicatoria pv. physalidis	Microbe sample from Xanthomonas euvesicatoria pv. physalidis	NCPPB 1756	ncppb_number	5	3	2	0		0		0		0		non_xanthomonas_organism:3; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1757	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023		The donor reference is HACC-182 This isolate is also in the collections; ATCC 17995, PDDCC 57 22, LMG 557, ICMP 5722	ATCC 17995; PDDCC 57; LMG 557; ICMP 5722	ATCC 17995; PDDCC 57; LMG 557; ICMP 5722; HACC 182	ATCC 17995; PDDCC 57; LMG 557; ICMP 5722; HACC 182	ATCC 17995; PDDCC 57; LMG 557; ICMP 5722		yes	1	SAMN19988973	Xanthomonas campestris pv. blepharidis	Microbe sample from Xanthomonas campestris pv. blepharidis	NCPPB 1757	ncppb_number	7	4	3	0		0		0		0		non_xanthomonas_organism:4; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1758	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023		The donor reference is HACC-183 This isolate is also in the collections; ATCC 17996, ICMP 5725, LMG 867	ATCC 17996; ICMP 5725; LMG 867	ATCC 17996; ICMP 5725; LMG 867; HACC 183	ATCC 17996; ICMP 5725; LMG 867; HACC 183	ATCC 17996; ICMP 5725; LMG 867		yes	1	SAMN19988974	Xanthomonas campestris pv. coriandri	Microbe sample from Xanthomonas campestris pv. coriandri	NCPPB 1758	ncppb_number	5	2	3	0		0		0		0		query_returned_no_biosample_records:3; non_xanthomonas_organism:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1759	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	X. feroniae.	This isolate was isolated by ex M.C. Srinivasan 1871 The source of this isolate was ex M.J. Thirumalachar HACC-184		SRINIVASAN 1871; HACC 184	SRINIVASAN 1871; HACC 184		SRINIVASAN 1871	yes	2	SAMN49561544; SAMEA114332028	Xanthomonas citri pv. bilvae; Xanthomonas citri	Microbe sample from Xanthomonas citri pv. bilvae; Xanthomonas citri NCPPB 1759	NCPPB 1759	ncppb_number	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1760	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023		The donor reference is HACC-185 This isolate is also in the collections; ATCC 17998, ICMP 5751, LMG 868	ATCC 17998; ICMP 5751; LMG 868	ATCC 17998; ICMP 5751; LMG 868; HACC 185	ATCC 17998; ICMP 5751; LMG 868; HACC 185	ATCC 17998; ICMP 5751; LMG 868		yes	1	SAMN19988975	Xanthomonas campestris pv. spermacoces	Microbe sample from Xanthomonas campestris pv. spermacoces	NCPPB 1760	ncppb_number	6	4	2	0		0		0		0		non_xanthomonas_organism:4; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1765	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas pelargonii	This isolate was isolated by R.A. Skipp						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1774	Xanthomonas sp. Dowson 1939		The donor reference is Pt3		PT 3	PT 3			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1785	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas malvacearum (Smith 1901) Dowson 1939	This isolate was isolated by M. K. Patel						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1786	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	Xanthomonas coracanae Desai et al. 1965	This isolate is also in the collections; ICMP 5724, LMG 686 This isolate was isolated by ex S.G. Desai	ICMP 5724; LMG 686	ICMP 5724; LMG 686	ICMP 5724; LMG 686	ICMP 5724; LMG 686		no	0						3	1	2	0		0		0		0		query_returned_no_biosample_records:2; non_xanthomonas_organism:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1787	Xanthomonas euvesicatoria pv. vernoniae (Patel et al. 1968) Harrison et al. 2023		This isolate is also in the collections; ICMP 5758, LMG 9058 This isolate was isolated by M.K. Patel	ICMP 5758; LMG 9058	ICMP 5758; LMG 9058	ICMP 5758; LMG 9058	ICMP 5758; LMG 9058		yes	1	SAMN19988976	Xanthomonas campestris pv. veroniae	Microbe sample from Xanthomonas campestris pv. veroniae	NCPPB 1787	ncppb_number	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1811	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli (Smith 1897) Dowson 1939	This isolate was isolated by D.C. Graham						yes	1	SAMN03257682	Xanthomonas phaseoli pv. phaseoli	Microbe sample from Xanthomonas phaseoli pv. phaseoli	NCPPB 1811	ncppb_number	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1821	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	X. phaseoli f. sp. alfalfae.	This isolate is also in the collections; CFBP 7120 This isolate was isolated by T. Tominaga	CFBP 7120	CFBP 7120	CFBP 7120	CFBP 7120		no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1822	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	This isolate is also in the collections; ICPB XF105 This isolate was isolated by R.A. Lelliott		ICPB XF105; XF 105	ICPB XF105; XF 105	ICPB XF105		yes	2	SAMN39942671; SAMEA4590042	Xanthomonas fragariae	Microbe sample from Xanthomonas fragariae; Xanthomonas fragariae NCPPB 1822	NCPPB 1822	ncppb_number	8	7	1	0		0		0		0		non_xanthomonas_organism:7; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1826	Xanthomonas sp. Dowson 1939		This isolate was isolated by G.E. Jones C555		C 555	C 555		C 555	yes	1	SAMN42161503	Xanthomonas sp. NCPPB 1826	Genome sequencing of Xanthomonas sp. NCPPB 1826	NCPPB 1826	ncppb_number	100	100	0	0		0		0		0		non_xanthomonas_organism:100	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1827	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	This isolate is also in the collections; ICMP 5748, LMG 8021 This isolate was isolated by K.A. Sabet Rhyn 1	ICMP 5748; LMG 8021	ICMP 5748; LMG 8021; RHYN 1	ICMP 5748; LMG 8021; RHYN 1	ICMP 5748; LMG 8021		yes	2	SAMN42180188	Xanthomonas citri pv. rhynchosiae	Genome sequencing of Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov., NCPPB 1827	NCPPB 1827	ncppb_number	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1828	Xanthomonas euvesicatoria pv. euphorbiae (Sabet et al.1969) Harrison et al. 2023		This isolate is also in the collections; ICMP 5730, LMG 863 This isolate was isolated by K.A. Sabet Euph 1	ICMP 5730; LMG 863	ICMP 5730; LMG 863; EUPH 1	ICMP 5730; LMG 863; EUPH 1	ICMP 5730; LMG 863		yes	1	SAMN19988977	Xanthomonas campestris pv. euphorbiae	Microbe sample from Xanthomonas campestris pv. euphorbiae	NCPPB 1828	ncppb_number	4	2	2	0		0		0		0		query_returned_no_biosample_records:2; non_xanthomonas_organism:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1829	Xanthomonas sp. Dowson 1939		This isolate was isolated by K.A. Sabet Jat 100		JAT 100	JAT 100		JAT 100	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1830	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans	The source of this isolate was ex H. Koike 310		KOIKE 310	KOIKE 310		KOIKE 310	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1832	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	Xanthomonas celebensis	This isolate is also in the collections; ATCC 19045, ICMP 1488, LMG 677 This isolate was isolated by ex D.W. Dye ZZ28	ATCC 19045; ICMP 1488; LMG 677	ATCC 19045; ICMP 1488; LMG 677; ZZ 28	ATCC 19045; ICMP 1488; LMG 677; ZZ 28	ATCC 19045; ICMP 1488; LMG 677		yes	1	SAMN02903333	Xanthomonas arboricola pv. celebensis	Microbe sample from Xanthomonas arboricola pv. celebensis	NCPPB 1832	ncppb_number	103	101	2	0		0		0		0		non_xanthomonas_organism:101; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1833	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	Xanthomonas dieffenbachiae McCulloch & Pirone 1939	This isolate is also in the collections; ICMP 5727, LMG 695 This isolate was isolated by ex C.F. Robbs ENA-350	ICMP 5727; LMG 695	ICMP 5727; LMG 695; ENA 350	ICMP 5727; LMG 695; ENA 350	ICMP 5727; LMG 695		yes	3	SAMN18440024; SAMN04481176; SAMN02903992	Xanthomonas phaseoli pv. dieffenbachiae; Xanthomonas phaseoli pv. dieffenbachiae LMG 695	Xanth_NCPPB1833; Pathogen: environmental/food/other sample from Xanthomonas phaseoli pv. dieffenbachiae LMG 695; Microbe sample from Xanthomonas phaseoli pv. dieffenbachiae LMG 695	NCPPB 1833; LMG 695	ncppb_number; other_reference_identifier	101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1834	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946	This isolate is also in the collections; ICMP 5741, LMG 773, CFBP 7153, ATCC 49073 This isolate was isolated by ex C.F. Robbs ENA-300	ICMP 5741; LMG 773; CFBP 7153; ATCC 49073	ICMP 5741; LMG 773; CFBP 7153; ATCC 49073; ENA 300	ICMP 5741; LMG 773; CFBP 7153; ATCC 49073; ENA 300	ICMP 5741; LMG 773; CFBP 7153; ATCC 49073		no	0						105	101	4	0		0		0		0		non_xanthomonas_organism:101; query_returned_no_biosample_records:4	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1836	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas translucens f.sp cerealis Hagborg 1942	The source of this isolate was ex J.R. Wallin 10b		WALLIN 10B	WALLIN 10B		WALLIN 10B	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1837	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas translucens f.sp . phleipratensis Wallin & reddt 1945	This isolate is also in the collections; ICMP 5744, LMG 843, CFBP 2540 The source of this isolate was ex J.R. Wallin 3	ICMP 5744; LMG 843; CFBP 2540	ICMP 5744; LMG 843; CFBP 2540; WALLIN 3	ICMP 5744; LMG 843; CFBP 2540; WALLIN 3	ICMP 5744; LMG 843; CFBP 2540	WALLIN 3	yes	1	SAMN18876900	Xanthomonas graminis pv. phlei	Xanthomonas translucens pv. phleipratensis LMG 843	LMG 843	other_reference_identifier	4	0	4	0		0		0		0		query_returned_no_biosample_records:4	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1838	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	X. vignicola Burkholder 1944	This isolate is also in the collections; ICMP 333, ATCC 11648, CFBP 7112, LMG 8752 This isolate was isolated by ex W.H. Burkholder XV18	ICMP 333; ATCC 11648; CFBP 7112; LMG 8752	ICMP 333; ATCC 11648; CFBP 7112; LMG 8752; XV 18	ICMP 333; ATCC 11648; CFBP 7112; LMG 8752; XV 18	ICMP 333; ATCC 11648; CFBP 7112; LMG 8752		yes	2	SAMN40354538; SAMN07252091	Xanthomonas citri pv. fuscans; Xanthomonas citri pv. vignicola	Microbe sample from Xanthomonas citri pv. fuscans; Microbe sample from Xanthomonas citri pv. vignicola	NCPPB 1838; CFBP 7112	ncppb_number; other_reference_identifier	58	57	1	0		0		0		0		non_xanthomonas_organism:57; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 1839	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas vitians (Brown 1918) Dowson 1943	This isolate was isolated by ex A.P. Viegas The source of this isolate was ex C.F. Robbs ENA-250		ENA 250	ENA 250			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1841	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas vitians (Brown 1918) Dowson 1943	This isolate was isolated by ex C.F. Robbs ENA-265		ENA 265	ENA 265			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1925	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas begoniae Takimoto 1934	This isolate was isolated by ex E. Hellmers The source of this isolate was ex ATCC 11726 ex W.H. Burkholder XB10	ATCC 11726	ATCC 11726; XB 10	ATCC 11726; XB 10	ATCC 11726		no	0						34	32	1	0		1	SAMN28167367	1	SAMN28167367	0		non_xanthomonas_organism:32; query_returned_no_biosample_records:1; no_exact_strain_identifier_match:1	manual_review_required	P3_taxon_only_review	Target-taxon BioSample candidates exist but no exact strain identifier was found.
NCPPB 1929	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris (Pammel 1895) Dowson 1939	This isolate is also in the collections; ITCC B47 The source of this isolate was ex M.K. Patel		ITCC B47; B 47	ITCC B47; B 47	ITCC B47	B 47	no	0						102	100	2	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 1930	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	Xanthomonas campestris var. armoraciae (McCulloch 1929) Starr & Burkholder 1942	This isolate was isolated by ex W.H.Burkholder HI						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
