ncppb_number,term_type,search_term
NCPPB 2927,current_name_plus_number,"""Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995"" ""NCPPB 2927"""
NCPPB 2927,received_name_plus_number,"""Xanthomonas juglandis"" ""NCPPB 2927"""
NCPPB 2927,alternative_name_plus_number,"""Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978"" ""NCPPB 2927"""
NCPPB 2928,ncppb_number,NCPPB 2928
NCPPB 2928,ncppb_number_compact,NCPPB2928
NCPPB 2928,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2928"
NCPPB 2928,current_name_plus_number,"""Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978"" ""NCPPB 2928"""
NCPPB 2930,ncppb_number,NCPPB 2930
NCPPB 2930,ncppb_number_compact,NCPPB2930
NCPPB 2930,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2930"
NCPPB 2930,current_name_plus_number,"""Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995"" ""NCPPB 2930"""
NCPPB 2930,received_name_plus_number,"""Xanthomonas holcicola Elliott 1930"" ""NCPPB 2930"""
NCPPB 2930,alternative_name_plus_number,"""Xanthomonas campestris pv. holcicola (Elliott 1930) Dye 1978"" ""NCPPB 2930"""
NCPPB 2931,ncppb_number,NCPPB 2931
NCPPB 2931,ncppb_number_compact,NCPPB2931
NCPPB 2931,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2931"
NCPPB 2931,current_name_plus_number,"""Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov."" ""NCPPB 2931"""
NCPPB 2931,received_name_plus_number,"""Xanthomonas glycines"" ""NCPPB 2931"""
NCPPB 2931,alternative_name_plus_number,"""Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978"" ""NCPPB 2931"""
NCPPB 2932,ncppb_number,NCPPB 2932
NCPPB 2932,ncppb_number_compact,NCPPB2932
NCPPB 2932,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2932"
NCPPB 2932,current_name_plus_number,"""Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023"" ""NCPPB 2932"""
NCPPB 2933,ncppb_number,NCPPB 2933
NCPPB 2933,ncppb_number_compact,NCPPB2933
NCPPB 2933,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2933"
NCPPB 2933,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2933"""
NCPPB 2933,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2933"""
NCPPB 2934,ncppb_number,NCPPB 2934
NCPPB 2934,ncppb_number_compact,NCPPB2934
NCPPB 2934,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2934"
NCPPB 2934,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2934"""
NCPPB 2934,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2934"""
NCPPB 2935,ncppb_number,NCPPB 2935
NCPPB 2935,ncppb_number_compact,NCPPB2935
NCPPB 2935,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2935"
NCPPB 2935,current_name_plus_number,"""Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023"" ""NCPPB 2935"""
NCPPB 2936,ncppb_number,NCPPB 2936
NCPPB 2936,ncppb_number_compact,NCPPB2936
NCPPB 2936,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2936"
NCPPB 2936,current_name_plus_number,"""Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov."" ""NCPPB 2936"""
NCPPB 2938,ncppb_number,NCPPB 2938
NCPPB 2938,ncppb_number_compact,NCPPB2938
NCPPB 2938,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2938"
NCPPB 2938,current_name_plus_number,"""Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov."" ""NCPPB 2938"""
NCPPB 2938,received_name_plus_number,"""Xanthomonas glycines"" ""NCPPB 2938"""
NCPPB 2938,alternative_name_plus_number,"""Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978"" ""NCPPB 2938"""
NCPPB 2949,ncppb_number,NCPPB 2949
NCPPB 2949,ncppb_number_compact,NCPPB2949
NCPPB 2949,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2949"
NCPPB 2949,current_name_plus_number,"""Xanthomonas fragariae Kennedy and King 1962"" ""NCPPB 2949"""
NCPPB 2953,ncppb_number,NCPPB 2953
NCPPB 2953,ncppb_number_compact,NCPPB2953
NCPPB 2953,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2953"
NCPPB 2953,current_name_plus_number,"""Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990"" ""NCPPB 2953"""
NCPPB 2953,received_name_plus_number,"""Aplanobacter populi"" ""NCPPB 2953"""
NCPPB 2953,alternative_name_plus_number,"""Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978"" ""NCPPB 2953"""
NCPPB 2955,ncppb_number,NCPPB 2955
NCPPB 2955,ncppb_number_compact,NCPPB2955
NCPPB 2955,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2955"
NCPPB 2955,current_name_plus_number,"""Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990"" ""NCPPB 2955"""
NCPPB 2955,received_name_plus_number,"""Aplanobacter populi"" ""NCPPB 2955"""
NCPPB 2955,alternative_name_plus_number,"""Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978"" ""NCPPB 2955"""
NCPPB 2959,ncppb_number,NCPPB 2959
NCPPB 2959,ncppb_number_compact,NCPPB2959
NCPPB 2959,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2959"
NCPPB 2959,current_name_plus_number,"""Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990"" ""NCPPB 2959"""
NCPPB 2959,received_name_plus_number,"""Aplanobacter populi"" ""NCPPB 2959"""
NCPPB 2959,alternative_name_plus_number,"""Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978"" ""NCPPB 2959"""
NCPPB 2959,other_collection_number,ICMP 5816
NCPPB 2959,other_collection_number,ATCC 51165
NCPPB 2959,other_collection_number,CFBP 1817
NCPPB 2959,other_collection_number,LMG 5743
NCPPB 2960,ncppb_number,NCPPB 2960
NCPPB 2960,ncppb_number_compact,NCPPB2960
NCPPB 2960,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2960"
NCPPB 2960,current_name_plus_number,"""Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990"" ""NCPPB 2960"""
NCPPB 2960,received_name_plus_number,"""Aplanobacter populi"" ""NCPPB 2960"""
NCPPB 2960,alternative_name_plus_number,"""Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978"" ""NCPPB 2960"""
NCPPB 2963,ncppb_number,NCPPB 2963
NCPPB 2963,ncppb_number_compact,NCPPB2963
NCPPB 2963,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2963"
NCPPB 2963,current_name_plus_number,"""Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990"" ""NCPPB 2963"""
NCPPB 2963,received_name_plus_number,"""Aplanobacter populi"" ""NCPPB 2963"""
NCPPB 2963,alternative_name_plus_number,"""Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978"" ""NCPPB 2963"""
NCPPB 2965,ncppb_number,NCPPB 2965
NCPPB 2965,ncppb_number_compact,NCPPB2965
NCPPB 2965,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2965"
NCPPB 2965,current_name_plus_number,"""Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov."" ""NCPPB 2965"""
NCPPB 2965,received_name_plus_number,"""Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946"" ""NCPPB 2965"""
NCPPB 2965,alternative_name_plus_number,"""Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978"" ""NCPPB 2965"""
NCPPB 2967,ncppb_number,NCPPB 2967
NCPPB 2967,ncppb_number_compact,NCPPB2967
NCPPB 2967,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2967"
NCPPB 2967,current_name_plus_number,"""Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov."" ""NCPPB 2967"""
NCPPB 2967,received_name_plus_number,"""Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946"" ""NCPPB 2967"""
NCPPB 2967,alternative_name_plus_number,"""Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978"" ""NCPPB 2967"""
NCPPB 2968,ncppb_number,NCPPB 2968
NCPPB 2968,ncppb_number_compact,NCPPB2968
NCPPB 2968,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2968"
NCPPB 2968,current_name_plus_number,"""Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov."" ""NCPPB 2968"""
NCPPB 2968,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 2968"""
NCPPB 2968,other_collection_number,ATCC 11633
NCPPB 2968,other_collection_number,DSM 19128
NCPPB 2968,other_collection_number,CFBP 6864
NCPPB 2968,other_collection_number,LMG 27970
NCPPB 2969,ncppb_number,NCPPB 2969
NCPPB 2969,ncppb_number_compact,NCPPB2969
NCPPB 2969,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2969"
NCPPB 2969,current_name_plus_number,"""Xanthomonas albilineans (Ashby 1929) Dowson 1943"" ""NCPPB 2969"""
NCPPB 2969,received_name_plus_number,"""Xanthomonas albilineans"" ""NCPPB 2969"""
NCPPB 2969,other_collection_number,ATCC 33915
NCPPB 2969,other_collection_number,CFBP 2523
NCPPB 2969,other_collection_number,ICMP 196
NCPPB 2969,other_collection_number,LMG 494
NCPPB 2969,other_collection_number,DSMZ 3583
NCPPB 2970,ncppb_number,NCPPB 2970
NCPPB 2970,ncppb_number_compact,NCPPB2970
NCPPB 2970,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2970"
NCPPB 2970,current_name_plus_number,"""Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978"" ""NCPPB 2970"""
NCPPB 2970,other_collection_number,ATCC 14179
NCPPB 2970,other_collection_number,ICMP 220
NCPPB 2970,other_collection_number,LMG 809
NCPPB 2973,ncppb_number,NCPPB 2973
NCPPB 2973,ncppb_number_compact,NCPPB2973
NCPPB 2973,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2973"
NCPPB 2973,current_name_plus_number,"""Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995"" ""NCPPB 2973"""
NCPPB 2973,received_name_plus_number,"""Xanthomonas phaseoli f.sp . cassiae"" ""NCPPB 2973"""
NCPPB 2973,alternative_name_plus_number,"""Xanthomonas campestris pv. cassiae (Kulkarni et al. 1951) Dye 1978"" ""NCPPB 2973"""
NCPPB 2973,other_collection_number,ATCC 11638
NCPPB 2973,other_collection_number,ICMP 358
NCPPB 2973,other_collection_number,LMG 675
NCPPB 2973,other_collection_number,CFBP 2973
NCPPB 2977,ncppb_number,NCPPB 2977
NCPPB 2977,ncppb_number_compact,NCPPB2977
NCPPB 2977,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2977"
NCPPB 2977,current_name_plus_number,"""Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov."" ""NCPPB 2977"""
NCPPB 2977,other_collection_number,ATCC 23577
NCPPB 2977,other_collection_number,LMG 872
NCPPB 2977,other_collection_number,ICMP 5852
NCPPB 2978,ncppb_number,NCPPB 2978
NCPPB 2978,ncppb_number_compact,NCPPB2978
NCPPB 2978,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2978"
NCPPB 2978,current_name_plus_number,"""Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978"" ""NCPPB 2978"""
NCPPB 2978,other_collection_number,ICMP 2372
NCPPB 2978,other_collection_number,LMG 9059
NCPPB 2982,ncppb_number,NCPPB 2982
NCPPB 2982,ncppb_number_compact,NCPPB2982
NCPPB 2982,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2982"
NCPPB 2982,current_name_plus_number,"""Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021"" ""NCPPB 2982"""
NCPPB 2982,received_name_plus_number,"""Pseudomonas cissicola (Takimoto 1939) Burkholder 1948"" ""NCPPB 2982"""
NCPPB 2982,alternative_name_plus_number,"""Xanthomonas sp."" ""NCPPB 2982"""
NCPPB 2982,other_collection_number,ICMP 8561
NCPPB 2982,other_collection_number,LMG 2167
NCPPB 2982,other_collection_number,ATCC 33616
NCPPB 2982,other_collection_number,CFBP 2432
NCPPB 2983,ncppb_number,NCPPB 2983
NCPPB 2983,ncppb_number_compact,NCPPB2983
NCPPB 2983,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2983"
NCPPB 2983,current_name_plus_number,"""Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978"" ""NCPPB 2983"""
NCPPB 2983,received_name_plus_number,"""Xanthomonas campestris pv. phormicola (Takimoto 1933) Dye 1978"" ""NCPPB 2983"""
NCPPB 2983,other_collection_number,ICMP 4294
NCPPB 2983,other_collection_number,LMG 702
NCPPB 2985,ncppb_number,NCPPB 2985
NCPPB 2985,ncppb_number_compact,NCPPB2985
NCPPB 2985,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2985"
NCPPB 2985,current_name_plus_number,"""Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995"" ""NCPPB 2985"""
NCPPB 2985,received_name_plus_number,"""Xanthomonas campestris pv. pelargonii"" ""NCPPB 2985"""
NCPPB 2985,alternative_name_plus_number,"""Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978"" ""NCPPB 2985"""
NCPPB 2985,other_collection_number,CFBP 2533
NCPPB 2985,other_collection_number,ICMP 4321
NCPPB 2985,other_collection_number,LMG 7314
NCPPB 2986,ncppb_number,NCPPB 2986
NCPPB 2986,ncppb_number_compact,NCPPB2986
NCPPB 2986,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2986"
NCPPB 2986,current_name_plus_number,"""Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978"" ""NCPPB 2986"""
NCPPB 2986,received_name_plus_number,"""Xanthomonas campestris var. aberrans Knosel 1961"" ""NCPPB 2986"""
NCPPB 2986,other_collection_number,ICMP 4805
NCPPB 2986,other_collection_number,LMG 9037
NCPPB 2987,ncppb_number,NCPPB 2987
NCPPB 2987,ncppb_number_compact,NCPPB2987
NCPPB 2987,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2987"
NCPPB 2987,current_name_plus_number,"""Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990"" ""NCPPB 2987"""
NCPPB 2987,received_name_plus_number,"""Aplanobacter populi"" ""NCPPB 2987"""
NCPPB 2987,alternative_name_plus_number,"""Xanthomonas campestris pv. populi (Ride 1958) Ride & Ride 1978"" ""NCPPB 2987"""
NCPPB 2997,ncppb_number,NCPPB 2997
NCPPB 2997,ncppb_number_compact,NCPPB2997
NCPPB 2997,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2997"
NCPPB 2997,current_name_plus_number,"""Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995"" ""NCPPB 2997"""
NCPPB 2997,received_name_plus_number,"""Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978"" ""NCPPB 2997"""
NCPPB 2997,alternative_name_plus_number,"""Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978"" ""NCPPB 2997"""
NCPPB 2998,ncppb_number,NCPPB 2998
NCPPB 2998,ncppb_number_compact,NCPPB2998
NCPPB 2998,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2998"
NCPPB 2998,current_name_plus_number,"""Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995"" ""NCPPB 2998"""
NCPPB 2998,received_name_plus_number,"""Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978"" ""NCPPB 2998"""
NCPPB 2998,alternative_name_plus_number,"""Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978"" ""NCPPB 2998"""
NCPPB 3002,ncppb_number,NCPPB 3002
NCPPB 3002,ncppb_number_compact,NCPPB3002
NCPPB 3002,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3002"
NCPPB 3002,current_name_plus_number,"""Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990"" ""NCPPB 3002"""
NCPPB 3002,received_name_plus_number,"""Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978"" ""NCPPB 3002"""
NCPPB 3002,alternative_name_plus_number,"""Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978"" ""NCPPB 3002"""
NCPPB 3002,other_collection_number,ATCC 35933
NCPPB 3002,other_collection_number,ICMP 3125
NCPPB 3002,other_collection_number,LMG 5047
NCPPB 3002,other_collection_number,CFBP 2532
NCPPB 3003,ncppb_number,NCPPB 3003
NCPPB 3003,ncppb_number_compact,NCPPB3003
NCPPB 3003,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3003"
NCPPB 3003,current_name_plus_number,"""Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995"" ""NCPPB 3003"""
NCPPB 3003,received_name_plus_number,"""Xanthomonas campestris pv. begoniae (Takimoto 1934) Dye 1978"" ""NCPPB 3003"""
NCPPB 3003,alternative_name_plus_number,"""Xanthomonas campestris pv. begoniae (Takimoto 1934) Dye 1978"" ""NCPPB 3003"""
NCPPB 3003,other_collection_number,CFBP 2524
NCPPB 3003,other_collection_number,ICMP 194
NCPPB 3003,other_collection_number,ATCC 49082
NCPPB 3003,other_collection_number,LMG 7303
NCPPB 3005,ncppb_number,NCPPB 3005
NCPPB 3005,ncppb_number_compact,NCPPB3005
NCPPB 3005,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3005"
NCPPB 3005,current_name_plus_number,"""Xanthomonas marantae Zagatto & Pereira 1963"" ""NCPPB 3005"""
NCPPB 3020,ncppb_number,NCPPB 3020
NCPPB 3020,ncppb_number_compact,NCPPB3020
NCPPB 3020,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3020"
NCPPB 3020,current_name_plus_number,"""Xanthomonas graminis pv. graminis Tambong et al. 2024"" ""NCPPB 3020"""
NCPPB 3020,received_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 3020"""
NCPPB 3020,alternative_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 3020"""
NCPPB 3022,ncppb_number,NCPPB 3022
NCPPB 3022,ncppb_number_compact,NCPPB3022
NCPPB 3022,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3022"
NCPPB 3022,current_name_plus_number,"""Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990"" ""NCPPB 3022"""
NCPPB 3022,received_name_plus_number,"""Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978"" ""NCPPB 3022"""
NCPPB 3022,alternative_name_plus_number,"""Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978"" ""NCPPB 3022"""
NCPPB 3024,ncppb_number,NCPPB 3024
NCPPB 3024,ncppb_number_compact,NCPPB3024
NCPPB 3024,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3024"
NCPPB 3024,current_name_plus_number,"""Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978"" ""NCPPB 3024"""
NCPPB 3026,ncppb_number,NCPPB 3026
NCPPB 3026,ncppb_number_compact,NCPPB3026
NCPPB 3026,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3026"
NCPPB 3026,current_name_plus_number,"""Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987"" ""NCPPB 3026"""
NCPPB 3026,alternative_name_plus_number,"""Xanthomonas ampelina Panagopoulos 1969"" ""NCPPB 3026"""
NCPPB 3027,ncppb_number,NCPPB 3027
NCPPB 3027,ncppb_number_compact,NCPPB3027
NCPPB 3027,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3027"
NCPPB 3027,current_name_plus_number,"""Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987"" ""NCPPB 3027"""
NCPPB 3027,alternative_name_plus_number,"""Xanthomonas ampelina Panagopoulos 1969"" ""NCPPB 3027"""
NCPPB 3028,ncppb_number,NCPPB 3028
NCPPB 3028,ncppb_number_compact,NCPPB3028
NCPPB 3028,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3028"
NCPPB 3028,current_name_plus_number,"""Xanthomonas fragariae Kennedy and King 1962"" ""NCPPB 3028"""
NCPPB 3035,ncppb_number,NCPPB 3035
NCPPB 3035,ncppb_number_compact,NCPPB3035
NCPPB 3035,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3035"
NCPPB 3035,current_name_plus_number,"""Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov."" ""NCPPB 3035"""
NCPPB 3035,received_name_plus_number,"""Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978"" ""NCPPB 3035"""
NCPPB 3035,alternative_name_plus_number,"""Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978"" ""NCPPB 3035"""
NCPPB 3035,other_collection_number,CFBP 2534
NCPPB 3035,other_collection_number,ICMP 5834
NCPPB 3035,other_collection_number,ATCC 9563
NCPPB 3040,ncppb_number,NCPPB 3040
NCPPB 3040,ncppb_number_compact,NCPPB3040
NCPPB 3040,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 3040"
